,RT,SERIALNO
10217,H,2013000634640
10218,H,2013000634762
10219,H,2013000635091
10220,H,2013000635150
10221,H,2013000635156
10222,H,2013000635317
10223,H,2013000635328
10224,H,2013000635545
10225,H,2013000635616
10226,H,2013000635659
10227,H,2013000636121
10228,H,2013000636283
10229,H,2013000636302
10230,H,2013000636371
10231,H,2013000636545
10232,H,2013000636649
10233,H,2013000636726
10234,H,2013000636862
10235,H,2013000637106
10236,H,2013000637171
10237,H,2013000637416
10238,H,2013000637512
10239,H,2013000637600
10240,H,2013000637768
10241,H,2013000637908
10242,H,2013000638002
10243,H,2013000638057
10244,H,2013000638066
10245,H,2013000638189
10246,H,2013000638190
10247,H,2013000638421
10248,H,2013000638626
10249,H,2013000638842
10250,H,2013000638896
10251,H,2013000639390
10252,H,2013000639618
10253,H,2013000640150
10254,H,2013000640491
10255,H,2013000640667
10256,H,2013000640889
10257,H,2013000641224
10258,H,2013000641326
10259,H,2013000641433
10260,H,2013000641496
10261,H,2013000641925
10262,H,2013000641932
10263,H,2013000642297
10264,H,2013000642320
10265,H,2013000642651
10266,H,2013000642751
10267,H,2013000643021
10268,H,2013000643321
10269,H,2013000643365
10270,H,2013000643486
10271,H,2013000643568
10272,H,2013000643571
10273,H,2013000643733
10274,H,2013000643793
10275,H,2013000643819
10276,H,2013000644025
10277,H,2013000644054
10278,H,2013000644144
10279,H,2013000644318
10280,H,2013000644329
10281,H,2013000644497
10282,H,2013000644742
10283,H,2013000645053
10284,H,2013000645206
10285,H,2013000645296
10286,H,2013000645408
10287,H,2013000646322
10288,H,2013000646542
10289,H,2013000646608
10290,H,2013000647290
10291,H,2013000647658
10292,H,2013000648221
10293,H,2013000648411
10294,H,2013000649427
10295,H,2013000649791
10296,H,2013000649805
10297,H,2013000649961
10298,H,2013000650297
10299,H,2013000650353
10300,H,2013000650417
10301,H,2013000650478
10302,H,2013000650658
10303,H,2013000650755
10304,H,2013000651393
10305,H,2013000651730
10306,H,2013000651863
10307,H,2013000652416
10308,H,2013000652648
10309,H,2013000652941
10310,H,2013000653153
10311,H,2013000653521
10312,H,2013000653595
10313,H,2013000653699
10314,H,2013000654341
10315,H,2013000654521
10316,H,2013000654821
10317,H,2013000655092
10318,H,2013000655326
10319,H,2013000655487
10320,H,2013000655511
10321,H,2013000655876
10322,H,2013000655916
10323,H,2013000655992
10324,H,2013000655997
10325,H,2013000656406
10326,H,2013000656751
10327,H,2013000657086
10328,H,2013000657698
10329,H,2013000657710
10330,H,2013000658037
10331,H,2013000658184
10332,H,2013000658367
10333,H,2013000658688
10334,H,2013000658965
10335,H,2013000659460
10336,H,2013000659678
10337,H,2013000660015
10338,H,2013000660096
10339,H,2013000660785
10340,H,2013000660893
10341,H,2013000661057
10342,H,2013000661368
10343,H,2013000661563
10344,H,2013000661657
10345,H,2013000662128
10346,H,2013000662288
10347,H,2013000662890
10348,H,2013000663054
10349,H,2013000663238
10350,H,2013000663535
10351,H,2013000663551
10352,H,2013000663578
10353,H,2013000664398
10354,H,2013000664615
10355,H,2013000664695
10356,H,2013000665285
10357,H,2013000665664
10358,H,2013000665828
10359,H,2013000665973
10360,H,2013000666204
10361,H,2013000666234
10362,H,2013000667537
10363,H,2013000667658
10364,H,2013000667827
10365,H,2013000667872
10366,H,2013000668034
10367,H,2013000668494
10368,H,2013000668714
10369,H,2013000668748
10370,H,2013000669017
10371,H,2013000669257
10372,H,2013000669273
10373,H,2013000669370
10374,H,2013000669454
10375,H,2013000669884
10376,H,2013000670062
10377,H,2013000670151
10378,H,2013000670442
10379,H,2013000670466
10380,H,2013000670480
10381,H,2013000670658
10382,H,2013000670781
10383,H,2013000671092
10384,H,2013000671224
10385,H,2013000671264
10386,H,2013000671350
10387,H,2013000671357
10388,H,2013000672018
10389,H,2013000672512
10390,H,2013000673221
10391,H,2013000674016
10392,H,2013000674075
10393,H,2013000674275
10394,H,2013000674301
10395,H,2013000674745
10396,H,2013000674879
10397,H,2013000675004
10398,H,2013000675358
10399,H,2013000675756
10400,H,2013000675860
10401,H,2013000675920
10402,H,2013000676197
10403,H,2013000676235
10404,H,2013000676253
10405,H,2013000676274
10406,H,2013000676411
10407,H,2013000676452
10408,H,2013000676944
10409,H,2013000677023
10410,H,2013000677260
10411,H,2013000677307
10412,H,2013000677530
10413,H,2013000677739
10414,H,2013000677959
10415,H,2013000678382
10416,H,2013000678383
10417,H,2013000678991
10418,H,2013000679245
10419,H,2013000679520
10420,H,2013000679577
10421,H,2013000680404
10422,H,2013000681179
10423,H,2013000681515
10424,H,2013000682229
10425,H,2013000682468
10426,H,2013000682822
10427,H,2013000682911
10428,H,2013000683491
10429,H,2013000683676
10430,H,2013000683910
10431,H,2013000684060
10432,H,2013000684201
10433,H,2013000684600
10434,H,2013000684697
10435,H,2013000684754
10436,H,2013000684791
10437,H,2013000684808
10438,H,2013000684848
10439,H,2013000684866
10440,H,2013000685000
10441,H,2013000685292
10442,H,2013000685543
10443,H,2013000686161
10444,H,2013000686289
10445,H,2013000686530
10446,H,2013000686876
10447,H,2013000687459
10448,H,2013000687595
10449,H,2013000687740
10450,H,2013000687818
10451,H,2013000687834
10452,H,2013000688269
10453,H,2013000688373
10454,H,2013000688489
10455,H,2013000688718
10456,H,2013000689635
10457,H,2013000689972
10458,H,2013000690043
10459,H,2013000690058
10460,H,2013000690073
10461,H,2013000690275
10462,H,2013000690658
10463,H,2013000691096
10464,H,2013000691108
10465,H,2013000691113
10466,H,2013000691385
10467,H,2013000691395
10468,H,2013000691460
10469,H,2013000691517
10470,H,2013000691878
10471,H,2013000691887
10472,H,2013000692225
10473,H,2013000692898
10474,H,2013000693353
10475,H,2013000693501
10476,H,2013000693553
10477,H,2013000694104
10478,H,2013000694278
10479,H,2013000694460
10480,H,2013000694478
10481,H,2013000694783
10482,H,2013000694835
10483,H,2013000694917
10484,H,2013000694947
10485,H,2013000695093
10486,H,2013000695849
10487,H,2013000695979
10488,H,2013000696264
10489,H,2013000696499
10490,H,2013000696656
10491,H,2013000696685
10492,H,2013000697008
10493,H,2013000697073
10494,H,2013000697311
10495,H,2013000697540
10496,H,2013000697678
10497,H,2013000697998
10498,H,2013000698294
10499,H,2013000698513
10500,H,2013000698859
10501,H,2013000699070
10502,H,2013000699561
10503,H,2013000699573
10504,H,2013000699877
10505,H,2013000701146
10506,H,2013000701194
10507,H,2013000701233
10508,H,2013000701336
10509,H,2013000701449
10510,H,2013000701495
10511,H,2013000701682
10512,H,2013000701734
10513,H,2013000701947
10514,H,2013000701963
10515,H,2013000702019
10516,H,2013000702048
10517,H,2013000702070
10518,H,2013000702141
10519,H,2013000702216
10520,H,2013000702463
10521,H,2013000702819
10522,H,2013000702997
10523,H,2013000703311
10524,H,2013000703375
10525,H,2013000703751
10526,H,2013000704231
10527,H,2013000704240
10528,H,2013000704287
10529,H,2013000704574
10530,H,2013000704576
10531,H,2013000704593
10532,H,2013000704899
10533,H,2013000705179
10534,H,2013000705279
10535,H,2013000705391
10536,H,2013000706240
10537,H,2013000706270
10538,H,2013000706376
10539,H,2013000706593
10540,H,2013000706675
10541,H,2013000706749
10542,H,2013000706863
10543,H,2013000707142
10544,H,2013000707212
10545,H,2013000707248
10546,H,2013000707750
10547,H,2013000708023
10548,H,2013000708068
10549,H,2013000708109
10550,H,2013000708597
10551,H,2013000708657
10552,H,2013000708725
10553,H,2013000708993
10554,H,2013000709219
10555,H,2013000709454
10556,H,2013000709672
10557,H,2013000709828
10558,H,2013000709896
10559,H,2013000710053
10560,H,2013000710135
10561,H,2013000710366
10562,H,2013000710969
10563,H,2013000711079
10564,H,2013000711199
10565,H,2013000711331
10566,H,2013000711368
10567,H,2013000711559
10568,H,2013000711874
10569,H,2013000711891
10570,H,2013000712349
10571,H,2013000712369
10572,H,2013000712391
10573,H,2013000712591
10574,H,2013000712907
10575,H,2013000713060
10576,H,2013000713135
10577,H,2013000713331
10578,H,2013000713510
10579,H,2013000713866
10580,H,2013000714274
10581,H,2013000714421
10582,H,2013000714488
10583,H,2013000714997
10584,H,2013000715245
10585,H,2013000715496
10586,H,2013000715538
10587,H,2013000715674
10588,H,2013000715849
10589,H,2013000716034
10590,H,2013000716334
10591,H,2013000716620
10592,H,2013000716886
10593,H,2013000716960
10594,H,2013000716965
10595,H,2013000717055
10596,H,2013000717275
10597,H,2013000717306
10598,H,2013000717417
10599,H,2013000718069
10600,H,2013000718418
10601,H,2013000718451
10602,H,2013000718568
10603,H,2013000718790
10604,H,2013000718865
10605,H,2013000719065
10606,H,2013000719191
10607,H,2013000719629
10608,H,2013000719828
10609,H,2013000719930
10610,H,2013000720250
10611,H,2013000720400
10612,H,2013000720659
10613,H,2013000720818
10614,H,2013000720836
10615,H,2013000721057
10616,H,2013000721161
10617,H,2013000721174
10618,H,2013000721403
10619,H,2013000721675
10620,H,2013000721970
10621,H,2013000722666
10622,H,2013000723119
10623,H,2013000723139
10624,H,2013000723181
10625,H,2013000723243
10626,H,2013000723374
10627,H,2013000723745
10628,H,2013000723991
10629,H,2013000724378
10630,H,2013000724427
10631,H,2013000724534
10632,H,2013000724990
10633,H,2013000725034
10634,H,2013000725253
10635,H,2013000725307
10636,H,2013000725333
10637,H,2013000725445
10638,H,2013000725586
10639,H,2013000725597
10640,H,2013000725720
10641,H,2013000726202
10642,H,2013000726227
10643,H,2013000726361
10644,H,2013000726826
10645,H,2013000727142
10646,H,2013000727606
10647,H,2013000728021
10648,H,2013000728260
10649,H,2013000728436
10650,H,2013000728593
10651,H,2013000728677
10652,H,2013000729013
10653,H,2013000729067
10654,H,2013000729168
10655,H,2013000729506
10656,H,2013000729786
10657,H,2013000730188
10658,H,2013000730466
10659,H,2013000730486
10660,H,2013000731224
10661,H,2013000731399
10662,H,2013000731447
10663,H,2013000731974
10664,H,2013000732215
10665,H,2013000732358
10666,H,2013000732416
10667,H,2013000732510
10668,H,2013000732539
10669,H,2013000732546
10670,H,2013000732745
10671,H,2013000732749
10672,H,2013000732983
10673,H,2013000733387
10674,H,2013000733477
10675,H,2013000733485
10676,H,2013000733530
10677,H,2013000733556
10678,H,2013000734014
10679,H,2013000734035
10680,H,2013000734681
10681,H,2013000734800
10682,H,2013000734939
10683,H,2013000734976
10684,H,2013000735583
10685,H,2013000735949
10686,H,2013000736882
10687,H,2013000737512
10688,H,2013000737556
10689,H,2013000737618
10690,H,2013000737635
10691,H,2013000737727
10692,H,2013000737857
10693,H,2013000738162
10694,H,2013000738631
10695,H,2013000738865
10696,H,2013000738918
10697,H,2013000738966
10698,H,2013000739621
10699,H,2013000739649
10700,H,2013000739908
10701,H,2013000739924
10702,H,2013000740035
10703,H,2013000740273
10704,H,2013000740706
10705,H,2013000740935
10706,H,2013000741100
10707,H,2013000741333
10708,H,2013000741858
10709,H,2013000741990
10710,H,2013000742276
10711,H,2013000742864
10712,H,2013000742913
10713,H,2013000742934
10714,H,2013000744235
10715,H,2013000744887
10716,H,2013000745228
10717,H,2013000745743
10718,H,2013000745967
10719,H,2013000746063
10720,H,2013000746161
10721,H,2013000746268
10722,H,2013000746828
10723,H,2013000746939
10724,H,2013000748359
10725,H,2013000748671
10726,H,2013000748769
10727,H,2013000748797
10728,H,2013000749715
10729,H,2013000749729
10730,H,2013000749748
10731,H,2013000749760
10732,H,2013000749767
10733,H,2013000749992
10734,H,2013000750043
10735,H,2013000750200
10736,H,2013000750690
10737,H,2013000751019
10738,H,2013000751236
10739,H,2013000751269
10740,H,2013000751272
10741,H,2013000751385
10742,H,2013000751576
10743,H,2013000751583
10744,H,2013000751942
10745,H,2013000752843
10746,H,2013000753217
10747,H,2013000753395
10748,H,2013000753408
10749,H,2013000753720
10750,H,2013000753886
10751,H,2013000754233
10752,H,2013000754387
10753,H,2013000754481
10754,H,2013000754635
10755,H,2013000755316
10756,H,2013000755477
10757,H,2013000755542
10758,H,2013000755606
10759,H,2013000755618
10760,H,2013000755837
10761,H,2013000755858
10762,H,2013000755920
10763,H,2013000755949
10764,H,2013000756075
10765,H,2013000756201
10766,H,2013000756281
10767,H,2013000756283
10768,H,2013000756516
10769,H,2013000756569
10770,H,2013000756826
10771,H,2013000757001
10772,H,2013000757119
10773,H,2013000757229
10774,H,2013000757502
10775,H,2013000757597
10776,H,2013000757724
10777,H,2013000757768
10778,H,2013000757780
10779,H,2013000757915
10780,H,2013000757940
10781,H,2013000758159
10782,H,2013000758569
10783,H,2013000759229
10784,H,2013000759947
10785,H,2013000760327
10786,H,2013000760551
10787,H,2013000761241
10788,H,2013000761552
10789,H,2013000761575
10790,H,2013000761651
10791,H,2013000761731
10792,H,2013000761962
10793,H,2013000762238
10794,H,2013000762661
10795,H,2013000762689
10796,H,2013000762915
10797,H,2013000763367
10798,H,2013000763436
10799,H,2013000763652
10800,H,2013000763755
10801,H,2013000764355
10802,H,2013000764651
10803,H,2013000764897
10804,H,2013000765589
10805,H,2013000765800
10806,H,2013000765906
10807,H,2013000765987
10808,H,2013000766214
10809,H,2013000766251
10810,H,2013000766657
10811,H,2013000766808
10812,H,2013000766953
10813,H,2013000767521
10814,H,2013000767680
10815,H,2013000767955
10816,H,2013000768042
10817,H,2013000768218
10818,H,2013000769374
10819,H,2013000769423
10820,H,2013000769465
10821,H,2013000769542
10822,H,2013000770025
10823,H,2013000770159
10824,H,2013000770607
10825,H,2013000771419
10826,H,2013000771498
10827,H,2013000771641
10828,H,2013000771850
10829,H,2013000772112
10830,H,2013000772244
10831,H,2013000772418
10832,H,2013000772779
10833,H,2013000772785
10834,H,2013000772831
10835,H,2013000772836
10836,H,2013000772856
10837,H,2013000772943
10838,H,2013000773022
10839,H,2013000773182
10840,H,2013000773203
10841,H,2013000773353
10842,H,2013000773431
10843,H,2013000773448
10844,H,2013000773563
10845,H,2013000773625
10846,H,2013000773771
10847,H,2013000773813
10848,H,2013000773831
10849,H,2013000773959
10850,H,2013000774432
10851,H,2013000775418
10852,H,2013000775481
10853,H,2013000775482
10854,H,2013000775738
10855,H,2013000775907
10856,H,2013000775970
10857,H,2013000776153
10858,H,2013000776560
10859,H,2013000776616
10860,H,2013000777128
10861,H,2013000777300
10862,H,2013000777548
10863,H,2013000777640
10864,H,2013000778030
10865,H,2013000778280
10866,H,2013000778368
10867,H,2013000778557
10868,H,2013000778998
10869,H,2013000779055
10870,H,2013000779120
10871,H,2013000779197
10872,H,2013000779231
10873,H,2013000779378
10874,H,2013000779450
10875,H,2013000779707
10876,H,2013000779845
10877,H,2013000780073
10878,H,2013000780113
10879,H,2013000780122
10880,H,2013000780139
10881,H,2013000780226
10882,H,2013000780431
10883,H,2013000780841
10884,H,2013000780984
10885,H,2013000781179
10886,H,2013000781198
10887,H,2013000781484
10888,H,2013000781927
10889,H,2013000781968
10890,H,2013000781976
10891,H,2013000781981
10892,H,2013000782141
10893,H,2013000782330
10894,H,2013000782354
10895,H,2013000783199
10896,H,2013000783435
10897,H,2013000783480
10898,H,2013000783502
10899,H,2013000783647
10900,H,2013000783787
10901,H,2013000783868
10902,H,2013000784179
10903,H,2013000784469
10904,H,2013000784607
10905,H,2013000784710
10906,H,2013000784847
10907,H,2013000785129
10908,H,2013000785155
10909,H,2013000786374
10910,H,2013000786502
10911,H,2013000786710
10912,H,2013000786767
10913,H,2013000786844
10914,H,2013000787079
10915,H,2013000787219
10916,H,2013000787223
10917,H,2013000787551
10918,H,2013000787745
10919,H,2013000788029
10920,H,2013000788090
10921,H,2013000788199
10922,H,2013000788262
10923,H,2013000788273
10924,H,2013000788473
10925,H,2013000789101
10926,H,2013000789130
10927,H,2013000789197
10928,H,2013000789438
10929,H,2013000789494
10930,H,2013000789595
10931,H,2013000789607
10932,H,2013000789771
10933,H,2013000789818
10934,H,2013000789873
10935,H,2013000789923
10936,H,2013000790323
10937,H,2013000790337
10938,H,2013000790350
10939,H,2013000791050
10940,H,2013000791086
10941,H,2013000791259
10942,H,2013000791395
10943,H,2013000791579
10944,H,2013000791853
10945,H,2013000791956
10946,H,2013000792019
10947,H,2013000792054
10948,H,2013000792559
10949,H,2013000792598
10950,H,2013000792740
10951,H,2013000792762
10952,H,2013000792810
10953,H,2013000793281
10954,H,2013000793497
10955,H,2013000793757
10956,H,2013000794566
10957,H,2013000795110
10958,H,2013000795121
10959,H,2013000795271
10960,H,2013000795371
10961,H,2013000795381
10962,H,2013000795461
10963,H,2013000795842
10964,H,2013000796262
10965,H,2013000796492
10966,H,2013000796553
10967,H,2013000796803
10968,H,2013000796881
10969,H,2013000797559
10970,H,2013000797611
10971,H,2013000797640
10972,H,2013000797767
10973,H,2013000798017
10974,H,2013000798122
10975,H,2013000798189
10976,H,2013000798421
10977,H,2013000798902
10978,H,2013000799049
10979,H,2013000799155
10980,H,2013000799388
10981,H,2013000799444
10982,H,2013000799537
10983,H,2013000799727
10984,H,2013000799853
10985,H,2013000800003
10986,H,2013000800424
10987,H,2013000800488
10988,H,2013000800571
10989,H,2013000800748
10990,H,2013000801037
10991,H,2013000801057
10992,H,2013000801098
10993,H,2013000801258
10994,H,2013000801957
10995,H,2013000801977
10996,H,2013000802106
10997,H,2013000803189
10998,H,2013000803282
10999,H,2013000803424
11000,H,2013000803767
11001,H,2013000803909
11002,H,2013000803924
11003,H,2013000803943
11004,H,2013000803979
11005,H,2013000804388
11006,H,2013000804398
11007,H,2013000804473
11008,H,2013000804608
11009,H,2013000804906
11010,H,2013000805085
11011,H,2013000805206
11012,H,2013000805354
11013,H,2013000805534
11014,H,2013000805791
11015,H,2013000806199
11016,H,2013000806346
11017,H,2013000806648
11018,H,2013000807005
11019,H,2013000807065
11020,H,2013000807114
11021,H,2013000807132
11022,H,2013000807332
11023,H,2013000807345
11024,H,2013000807415
11025,H,2013000807960
11026,H,2013000808120
11027,H,2013000808155
11028,H,2013000808299
11029,H,2013000808432
11030,H,2013000808517
11031,H,2013000808675
11032,H,2013000808790
11033,H,2013000809046
11034,H,2013000809494
11035,H,2013000809889
11036,H,2013000809929
11037,H,2013000810467
11038,H,2013000810776
11039,H,2013000810789
11040,H,2013000810802
11041,H,2013000810838
11042,H,2013000811081
11043,H,2013000811113
11044,H,2013000811336
11045,H,2013000811465
11046,H,2013000811614
11047,H,2013000811667
11048,H,2013000811689
11049,H,2013000811851
11050,H,2013000812172
11051,H,2013000812479
11052,H,2013000812493
11053,H,2013000812903
11054,H,2013000813362
11055,H,2013000813417
11056,H,2013000813527
11057,H,2013000814279
11058,H,2013000814364
11059,H,2013000814729
11060,H,2013000814754
11061,H,2013000815012
11062,H,2013000815196
11063,H,2013000815273
11064,H,2013000815344
11065,H,2013000815467
11066,H,2013000815631
11067,H,2013000815999
11068,H,2013000816080
11069,H,2013000816104
11070,H,2013000816353
11071,H,2013000816407
11072,H,2013000816496
11073,H,2013000816510
11074,H,2013000816621
11075,H,2013000816991
11076,H,2013000817090
11077,H,2013000817347
11078,H,2013000817410
11079,H,2013000817722
11080,H,2013000818060
11081,H,2013000818236
11082,H,2013000818770
11083,H,2013000818775
11084,H,2013000819079
11085,H,2013000819126
11086,H,2013000819197
11087,H,2013000819574
11088,H,2013000819636
11089,H,2013000819798
11090,H,2013000820117
11091,H,2013000820171
11092,H,2013000820230
11093,H,2013000820374
11094,H,2013000820757
11095,H,2013000821107
11096,H,2013000822042
11097,H,2013000822182
11098,H,2013000822257
11099,H,2013000822271
11100,H,2013000822285
11101,H,2013000822450
11102,H,2013000822485
11103,H,2013000822523
11104,H,2013000822530
11105,H,2013000822798
11106,H,2013000822835
11107,H,2013000823629
11108,H,2013000823668
11109,H,2013000823797
11110,H,2013000823978
11111,H,2013000824107
11112,H,2013000824144
11113,H,2013000824558
11114,H,2013000824581
11115,H,2013000824595
11116,H,2013000824640
11117,H,2013000824818
11118,H,2013000825253
11119,H,2013000825524
11120,H,2013000825804
11121,H,2013000826268
11122,H,2013000826411
11123,H,2013000826674
11124,H,2013000826841
11125,H,2013000826846
11126,H,2013000826953
11127,H,2013000827698
11128,H,2013000827960
11129,H,2013000828107
11130,H,2013000828615
11131,H,2013000828763
11132,H,2013000828788
11133,H,2013000828837
11134,H,2013000828898
11135,H,2013000829081
11136,H,2013000829299
11137,H,2013000829967
11138,H,2013000830543
11139,H,2013000830686
11140,H,2013000830745
11141,H,2013000831364
11142,H,2013000831411
11143,H,2013000831668
11144,H,2013000831949
11145,H,2013000832161
11146,H,2013000832649
11147,H,2013000832783
11148,H,2013000832812
11149,H,2013000832846
11150,H,2013000833169
11151,H,2013000833790
11152,H,2013000834016
11153,H,2013000834187
11154,H,2013000834452
11155,H,2013000834455
11156,H,2013000834735
11157,H,2013000834971
11158,H,2013000835393
11159,H,2013000835856
11160,H,2013000835903
11161,H,2013000835973
11162,H,2013000836264
11163,H,2013000836717
11164,H,2013000836817
11165,H,2013000836912
11166,H,2013000837080
11167,H,2013000837463
11168,H,2013000837503
11169,H,2013000837540
11170,H,2013000837593
11171,H,2013000837799
11172,H,2013000838317
11173,H,2013000838461
11174,H,2013000838532
11175,H,2013000838580
11176,H,2013000838716
11177,H,2013000838911
11178,H,2013000839752
11179,H,2013000840145
11180,H,2013000840153
11181,H,2013000840461
11182,H,2013000841047
11183,H,2013000841668
11184,H,2013000841686
11185,H,2013000841752
11186,H,2013000842114
11187,H,2013000842200
11188,H,2013000842366
11189,H,2013000842419
11190,H,2013000842924
11191,H,2013000842931
11192,H,2013000843106
11193,H,2013000843249
11194,H,2013000843294
11195,H,2013000843488
11196,H,2013000843819
11197,H,2013000844358
11198,H,2013000844448
11199,H,2013000844460
11200,H,2013000844693
11201,H,2013000844713
11202,H,2013000844939
11203,H,2013000844972
11204,H,2013000845135
11205,H,2013000845350
11206,H,2013000845404
11207,H,2013000845436
11208,H,2013000846055
11209,H,2013000846076
11210,H,2013000846819
11211,H,2013000847180
11212,H,2013000847251
11213,H,2013000847910
11214,H,2013000847952
11215,H,2013000847984
11216,H,2013000848040
11217,H,2013000848173
11218,H,2013000848319
11219,H,2013000848349
11220,H,2013000848380
11221,H,2013000848538
11222,H,2013000848946
11223,H,2013000849050
11224,H,2013000849276
11225,H,2013000849466
11226,H,2013000849879
11227,H,2013000850239
11228,H,2013000850375
11229,H,2013000850395
11230,H,2013000850528
11231,H,2013000850533
11232,H,2013000850570
11233,H,2013000850583
11234,H,2013000850844
11235,H,2013000850884
11236,H,2013000850940
11237,H,2013000850946
11238,H,2013000851630
11239,H,2013000851687
11240,H,2013000851763
11241,H,2013000852533
11242,H,2013000852553
11243,H,2013000852800
11244,H,2013000853176
11245,H,2013000853239
11246,H,2013000853252
11247,H,2013000853789
11248,H,2013000853987
11249,H,2013000854294
11250,H,2013000854360
11251,H,2013000854989
11252,H,2013000855284
11253,H,2013000855668
11254,H,2013000856377
11255,H,2013000856792
11256,H,2013000856812
11257,H,2013000856855
11258,H,2013000857314
11259,H,2013000857359
11260,H,2013000857550
11261,H,2013000858080
11262,H,2013000858132
11263,H,2013000858357
11264,H,2013000858452
11265,H,2013000858466
11266,H,2013000858699
11267,H,2013000858701
11268,H,2013000859154
11269,H,2013000859272
11270,H,2013000859473
11271,H,2013000859618
11272,H,2013000859659
11273,H,2013000859748
11274,H,2013000859759
11275,H,2013000859814
11276,H,2013000859901
11277,H,2013000860086
11278,H,2013000860123
11279,H,2013000860618
11280,H,2013000861127
11281,H,2013000861348
11282,H,2013000861600
11283,H,2013000861606
11284,H,2013000862074
11285,H,2013000862146
11286,H,2013000862154
11287,H,2013000862280
11288,H,2013000862927
11289,H,2013000863308
11290,H,2013000863348
11291,H,2013000863793
11292,H,2013000863925
11293,H,2013000863946
11294,H,2013000864083
11295,H,2013000864350
11296,H,2013000864400
11297,H,2013000864772
11298,H,2013000864793
11299,H,2013000864942
11300,H,2013000864969
11301,H,2013000865035
11302,H,2013000865371
11303,H,2013000865536
11304,H,2013000865744
11305,H,2013000866027
11306,H,2013000866344
11307,H,2013000866660
11308,H,2013000866859
11309,H,2013000868382
11310,H,2013000868504
11311,H,2013000868570
11312,H,2013000868912
11313,H,2013000868918
11314,H,2013000868965
11315,H,2013000869314
11316,H,2013000869477
11317,H,2013000869486
11318,H,2013000869625
11319,H,2013000869740
11320,H,2013000869787
11321,H,2013000870001
11322,H,2013000870158
11323,H,2013000870223
11324,H,2013000870292
11325,H,2013000870647
11326,H,2013000870651
11327,H,2013000870933
11328,H,2013000871118
11329,H,2013000871662
11330,H,2013000871664
11331,H,2013000872121
11332,H,2013000872401
11333,H,2013000872707
11334,H,2013000872762
11335,H,2013000872822
11336,H,2013000873295
11337,H,2013000873618
11338,H,2013000873680
11339,H,2013000873694
11340,H,2013000873838
11341,H,2013000873892
11342,H,2013000873918
11343,H,2013000873971
11344,H,2013000874083
11345,H,2013000874128
11346,H,2013000874801
11347,H,2013000874837
11348,H,2013000875145
11349,H,2013000875223
11350,H,2013000875238
11351,H,2013000875253
11352,H,2013000875297
11353,H,2013000875705
11354,H,2013000875844
11355,H,2013000875874
11356,H,2013000875959
11357,H,2013000876627
11358,H,2013000876738
11359,H,2013000876835
11360,H,2013000876864
11361,H,2013000877054
11362,H,2013000877456
11363,H,2013000878028
11364,H,2013000878195
11365,H,2013000878208
11366,H,2013000878278
11367,H,2013000878688
11368,H,2013000879021
11369,H,2013000879091
11370,H,2013000879461
11371,H,2013000879948
11372,H,2013000879988
11373,H,2013000880108
11374,H,2013000880236
11375,H,2013000880264
11376,H,2013000880292
11377,H,2013000881343
11378,H,2013000881518
11379,H,2013000881583
11380,H,2013000881942
11381,H,2013000882694
11382,H,2013000882787
11383,H,2013000882958
11384,H,2013000883041
11385,H,2013000883141
11386,H,2013000883173
11387,H,2013000883303
11388,H,2013000883451
11389,H,2013000883604
11390,H,2013000883610
11391,H,2013000883880
11392,H,2013000884133
11393,H,2013000884452
11394,H,2013000884721
11395,H,2013000884820
11396,H,2013000884937
11397,H,2013000884981
11398,H,2013000885125
11399,H,2013000885206
11400,H,2013000885220
11401,H,2013000885306
11402,H,2013000885319
11403,H,2013000885460
11404,H,2013000885499
11405,H,2013000885563
11406,H,2013000885915
11407,H,2013000886010
11408,H,2013000886052
11409,H,2013000886428
11410,H,2013000886587
11411,H,2013000886747
11412,H,2013000886889
11413,H,2013000887066
11414,H,2013000887166
11415,H,2013000887257
11416,H,2013000887530
11417,H,2013000887644
11418,H,2013000887715
11419,H,2013000887719
11420,H,2013000888219
11421,H,2013000888275
11422,H,2013000888351
11423,H,2013000888374
11424,H,2013000888548
11425,H,2013000888653
11426,H,2013000888736
11427,H,2013000888778
11428,H,2013000888829
11429,H,2013000889140
11430,H,2013000889160
11431,H,2013000889550
11432,H,2013000889573
11433,H,2013000889595
11434,H,2013000890019
11435,H,2013000890036
11436,H,2013000890202
11437,H,2013000890387
11438,H,2013000890428
11439,H,2013000890545
11440,H,2013000890898
11441,H,2013000891320
11442,H,2013000891411
11443,H,2013000891458
11444,H,2013000891949
11445,H,2013000892161
11446,H,2013000892312
11447,H,2013000892402
11448,H,2013000892545
11449,H,2013000892645
11450,H,2013000892782
11451,H,2013000892839
11452,H,2013000892849
11453,H,2013000893147
11454,H,2013000893299
11455,H,2013000893750
11456,H,2013000894125
11457,H,2013000894324
11458,H,2013000894444
11459,H,2013000894703
11460,H,2013000895022
11461,H,2013000895070
11462,H,2013000895136
11463,H,2013000895174
11464,H,2013000895402
11465,H,2013000895792
11466,H,2013000896340
11467,H,2013000896413
11468,H,2013000896451
11469,H,2013000896738
11470,H,2013000896801
11471,H,2013000897066
11472,H,2013000897490
11473,H,2013000897689
11474,H,2013000897862
11475,H,2013000898604
11476,H,2013000899474
11477,H,2013000899606
11478,H,2013000899680
11479,H,2013000899824
11480,H,2013000899871
11481,H,2013000900473
11482,H,2013000900651
11483,H,2013000900962
11484,H,2013000901052
11485,H,2013000901218
11486,H,2013000901301
11487,H,2013000901428
