,DIVISION,PUMA
19482,8,300
19483,8,1300
19484,8,1100
19485,8,1200
19486,8,500
19487,8,1000
19488,8,400
19489,8,200
19490,8,300
19491,8,800
19492,8,300
19493,8,1200
19494,8,1200
19495,8,701
19496,8,1100
19497,8,1300
19498,8,1300
19499,8,1300
19500,8,100
19501,8,1100
19502,8,200
19503,8,100
19504,8,800
19505,8,300
19506,8,1100
19507,8,800
19508,8,1300
19509,8,100
19510,8,400
19511,8,100
19512,8,1300
19513,8,1000
19514,8,1000
19515,8,1300
19516,8,1200
19517,8,701
19518,8,1300
19519,8,1100
19520,8,702
19521,8,800
19522,8,100
19523,8,100
19524,8,300
19525,8,100
19526,8,1200
19527,8,600
19528,8,500
19529,8,1300
19530,8,200
19531,8,900
19532,8,100
19533,8,1100
19534,8,900
19535,8,300
19536,8,701
19537,8,100
19538,8,600
19539,8,300
19540,8,300
19541,8,1100
19542,8,300
19543,8,200
19544,8,800
19545,8,200
19546,8,200
19547,8,1200
19548,8,500
19549,8,100
19550,8,100
19551,8,100
19552,8,1100
19553,8,900
19554,8,300
19555,8,200
19556,8,100
19557,8,100
19558,8,1300
19559,8,300
19560,8,1200
19561,8,702
19562,8,200
19563,8,800
19564,8,100
19565,8,300
19566,8,701
19567,8,900
19568,8,300
19569,8,702
19570,8,1000
19571,8,800
19572,8,800
19573,8,300
19574,8,702
19575,8,1300
19576,8,500
19577,8,702
19578,8,1300
19579,8,1000
19580,8,1000
19581,8,1100
19582,8,1300
19583,8,100
19584,8,1200
19585,8,1100
19586,8,1100
19587,8,900
19588,8,300
19589,8,600
19590,8,900
19591,8,300
19592,8,1300
19593,8,1200
19594,8,300
19595,8,100
19596,8,1200
19597,8,1100
19598,8,701
19599,8,1200
19600,8,800
19601,8,500
19602,8,1000
19603,8,100
19604,8,1100
19605,8,1200
19606,8,702
19607,8,100
19608,8,500
19609,8,1300
19610,8,1300
19611,8,600
19612,8,100
19613,8,500
19614,8,900
19615,8,300
19616,8,300
19617,8,200
19618,8,701
19619,8,1100
19620,8,300
19621,8,600
19622,8,701
19623,8,1200
19624,8,1200
19625,8,702
19626,8,100
19627,8,800
19628,8,100
19629,8,702
19630,8,701
19631,8,300
19632,8,900
19633,8,300
19634,8,1300
19635,8,300
19636,8,1300
19637,8,200
19638,8,500
19639,8,1100
19640,8,701
19641,8,100
19642,8,300
19643,8,1100
19644,8,701
19645,8,1000
19646,8,1000
19647,8,1100
19648,8,100
19649,8,100
19650,8,1100
19651,8,1100
19652,8,300
19653,8,1200
19654,8,400
19655,8,1000
19656,8,600
19657,8,300
19658,8,1300
19659,8,300
19660,8,1000
19661,8,300
19662,8,100
19663,8,1300
19664,8,702
19665,8,1100
19666,8,400
19667,8,100
19668,8,200
19669,8,900
19670,8,1300
19671,8,702
19672,8,300
19673,8,900
19674,8,900
19675,8,100
19676,8,400
19677,8,1000
19678,8,300
19679,8,100
19680,8,200
19681,8,300
19682,8,300
19683,8,1300
19684,8,200
19685,8,1000
19686,8,300
19687,8,200
19688,8,800
19689,8,400
19690,8,702
19691,8,800
19692,8,1200
19693,8,600
19694,8,200
19695,8,100
19696,8,400
19697,8,100
19698,8,702
19699,8,1200
19700,8,1300
19701,8,702
19702,8,600
19703,8,300
19704,8,600
19705,8,701
19706,8,1000
19707,8,900
19708,8,300
19709,8,100
19710,8,300
19711,8,1200
19712,8,701
19713,8,1300
19714,8,702
19715,8,1100
19716,8,1100
19717,8,400
19718,8,1300
19719,8,1000
19720,8,701
19721,8,1100
19722,8,702
19723,8,1000
19724,8,100
19725,8,100
19726,8,400
19727,8,1000
19728,8,100
19729,8,1100
19730,8,800
19731,8,900
19732,8,300
19733,8,300
19734,8,200
19735,8,200
19736,8,1200
19737,8,300
19738,8,200
19739,8,900
19740,8,1100
19741,8,400
19742,8,300
19743,8,800
19744,8,500
19745,8,1300
19746,8,100
19747,8,600
19748,8,400
19749,8,1200
19750,8,1100
19751,8,1000
19752,8,1000
19753,8,200
19754,8,100
19755,8,900
19756,8,500
19757,8,100
19758,8,100
19759,8,200
19760,8,1200
19761,8,1200
19762,8,100
19763,8,300
19764,8,800
19765,8,800
19766,8,200
19767,8,1100
19768,8,300
19769,8,702
19770,8,100
19771,8,300
19772,8,1000
19773,8,300
19774,8,800
19775,8,200
19776,8,1300
19777,8,300
19778,8,200
19779,8,1300
19780,8,100
19781,8,1100
19782,8,800
19783,8,1100
19784,8,100
19785,8,300
19786,8,702
19787,8,1000
19788,8,1100
19789,8,200
19790,8,702
19791,8,1100
19792,8,300
19793,8,300
19794,8,600
19795,8,900
19796,8,1300
19797,8,702
19798,8,800
19799,8,1300
19800,8,100
19801,8,1200
19802,8,1200
19803,8,100
19804,8,100
19805,8,100
19806,8,100
19807,8,100
19808,8,701
19809,8,1100
19810,8,1100
19811,8,100
19812,8,400
19813,8,1100
19814,8,100
19815,8,600
19816,8,300
19817,8,200
19818,8,800
19819,8,1100
19820,8,1300
19821,8,900
19822,8,300
19823,8,300
19824,8,200
19825,8,1300
19826,8,702
19827,8,100
19828,8,1300
19829,8,702
19830,8,900
19831,8,1200
19832,8,300
19833,8,100
19834,8,500
19835,8,200
19836,8,400
19837,8,200
19838,8,100
19839,8,300
19840,8,1300
19841,8,1200
19842,8,702
19843,8,300
19844,8,1000
19845,8,200
19846,8,300
19847,8,1000
19848,8,702
19849,8,702
19850,8,1200
19851,8,1000
19852,8,1000
19853,8,300
19854,8,300
19855,8,702
19856,8,1200
19857,8,300
19858,8,500
19859,8,1100
19860,8,702
19861,8,300
19862,8,100
19863,8,100
19864,8,300
19865,8,300
19866,8,800
19867,8,900
19868,8,1000
19869,8,200
19870,8,1200
19871,8,1000
19872,8,300
19873,8,100
19874,8,702
19875,8,1100
19876,8,702
19877,8,1200
19878,8,900
19879,8,1300
19880,8,701
19881,8,100
19882,8,500
19883,8,300
19884,8,200
19885,8,200
19886,8,1200
19887,8,200
19888,8,400
19889,8,100
19890,8,701
19891,8,300
19892,8,702
19893,8,100
19894,8,800
19895,8,1100
19896,8,500
19897,8,200
19898,8,800
19899,8,702
19900,8,1100
19901,8,1300
19902,8,300
19903,8,300
19904,8,300
19905,8,400
19906,8,800
19907,8,1000
19908,8,800
19909,8,600
19910,8,900
19911,8,300
19912,8,702
19913,8,600
19914,8,100
19915,8,1100
19916,8,600
19917,8,1200
19918,8,1200
19919,8,1100
19920,8,1200
19921,8,1000
19922,8,702
19923,8,1100
19924,8,1000
19925,8,1200
19926,8,900
19927,8,500
19928,8,1000
19929,8,400
19930,8,1100
19931,8,1300
19932,8,300
19933,8,100
19934,8,1100
19935,8,200
19936,8,600
19937,8,600
19938,8,900
19939,8,300
19940,8,1300
19941,8,1000
19942,8,1300
19943,8,1000
19944,8,1200
19945,8,900
19946,8,300
19947,8,900
19948,8,300
19949,8,400
19950,8,300
19951,8,800
19952,8,400
19953,8,300
19954,8,1100
19955,8,1300
19956,8,100
19957,8,1200
19958,8,100
19959,8,1000
19960,8,600
19961,8,1000
19962,8,400
19963,8,300
19964,8,702
19965,8,1200
19966,8,1200
19967,8,300
19968,8,702
19969,8,400
19970,8,100
19971,8,300
19972,8,701
19973,8,100
19974,8,702
19975,8,200
19976,8,300
19977,8,200
19978,8,1000
19979,8,900
19980,8,800
19981,8,100
19982,8,1000
19983,8,800
19984,8,702
19985,8,900
19986,8,1000
19987,8,1300
19988,8,702
19989,8,800
19990,8,800
19991,8,1200
19992,8,900
19993,8,200
19994,8,800
19995,8,702
19996,8,1000
19997,8,800
19998,8,1000
19999,8,1000
20000,8,300
20001,8,1000
20002,8,500
20003,8,1200
20004,8,1000
20005,8,100
20006,8,900
20007,8,1000
20008,8,1100
20009,8,1100
20010,8,1000
20011,8,900
20012,8,300
20013,8,800
20014,8,1000
20015,8,300
20016,8,300
20017,8,200
20018,8,100
20019,8,1300
20020,8,500
20021,8,1200
20022,8,300
20023,8,1000
20024,8,800
20025,8,800
20026,8,400
20027,8,900
20028,8,200
20029,8,800
20030,8,800
20031,8,702
20032,8,1300
20033,8,1100
20034,8,1100
20035,8,100
20036,8,1300
20037,8,1000
20038,8,1300
20039,8,300
20040,8,800
20041,8,500
20042,8,300
20043,8,1200
20044,8,100
20045,8,800
20046,8,200
20047,8,400
20048,8,500
20049,8,100
20050,8,500
20051,8,200
20052,8,300
20053,8,1300
20054,8,400
20055,8,800
20056,8,1200
20057,8,500
20058,8,300
20059,8,1200
20060,8,1300
20061,8,1200
20062,8,300
20063,8,100
20064,8,300
20065,8,702
20066,8,200
20067,8,900
20068,8,300
20069,8,400
20070,8,100
20071,8,100
20072,8,100
20073,8,300
20074,8,900
20075,8,1100
20076,8,100
20077,8,702
20078,8,702
20079,8,400
20080,8,900
20081,8,400
20082,8,900
20083,8,100
20084,8,1200
20085,8,1000
20086,8,100
20087,8,300
20088,8,1200
20089,8,500
20090,8,200
20091,8,300
20092,8,500
20093,8,100
20094,8,900
20095,8,1300
20096,8,300
20097,8,1000
20098,8,400
20099,8,400
20100,8,702
20101,8,1300
20102,8,1000
20103,8,100
20104,8,500
20105,8,1300
20106,8,100
20107,8,1200
20108,8,1200
20109,8,100
20110,8,900
20111,8,300
20112,8,300
20113,8,1300
20114,8,900
20115,8,500
20116,8,1300
20117,8,400
20118,8,100
20119,8,300
20120,8,300
20121,8,800
20122,8,500
20123,8,300
20124,8,1200
20125,8,1100
20126,8,800
20127,8,1000
20128,8,500
20129,8,1000
20130,8,1000
20131,8,300
20132,8,1300
20133,8,200
20134,8,1000
20135,8,1200
20136,8,600
20137,8,1300
20138,8,500
20139,8,701
20140,8,1300
20141,8,200
20142,8,100
20143,8,702
20144,8,100
20145,8,300
20146,8,1100
20147,8,1200
20148,8,500
20149,8,1300
20150,8,100
20151,8,600
20152,8,702
20153,8,800
20154,8,702
20155,8,1000
20156,8,1300
20157,8,300
20158,8,1000
20159,8,300
20160,8,100
20161,8,1300
20162,8,1000
20163,8,1300
20164,8,300
20165,8,300
20166,8,600
20167,8,701
20168,8,1000
20169,8,500
20170,8,1200
20171,8,100
20172,8,1100
20173,8,100
20174,8,702
20175,8,500
20176,8,500
20177,8,200
20178,8,300
20179,8,900
20180,8,100
20181,8,400
20182,8,1100
20183,8,300
20184,8,1100
20185,8,1100
20186,8,900
20187,8,1100
20188,8,1000
20189,8,200
20190,8,1100
20191,8,300
20192,8,500
20193,8,500
20194,8,701
20195,8,1300
20196,8,100
20197,8,702
20198,8,300
20199,8,1200
20200,8,500
20201,8,200
20202,8,701
20203,8,800
20204,8,300
20205,8,100
20206,8,100
20207,8,1100
20208,8,702
20209,8,702
20210,8,200
20211,8,100
20212,8,702
20213,8,100
20214,8,400
20215,8,900
20216,8,1200
20217,8,800
20218,8,1000
20219,8,1200
20220,8,900
20221,8,1300
20222,8,1000
20223,8,1300
20224,8,1000
20225,8,300
20226,8,702
20227,8,300
20228,8,300
20229,8,300
20230,8,400
20231,8,500
20232,8,500
20233,8,900
20234,8,1300
20235,8,200
20236,8,701
20237,8,1000
20238,8,300
20239,8,1100
20240,8,300
20241,8,400
20242,8,100
20243,8,300
20244,8,1300
20245,8,100
20246,8,300
20247,8,500
20248,8,300
20249,8,800
20250,8,500
20251,8,1300
20252,8,1100
20253,8,200
20254,8,900
20255,8,1200
20256,8,1300
20257,8,600
20258,8,400
20259,8,300
20260,8,800
20261,8,900
20262,8,300
20263,8,701
20264,8,702
20265,8,1100
20266,8,400
20267,8,100
20268,8,200
20269,8,400
20270,8,100
20271,8,1300
20272,8,300
20273,8,500
20274,8,500
20275,8,600
20276,8,1100
20277,8,1300
20278,8,100
20279,8,1100
20280,8,1300
20281,8,100
20282,8,800
20283,8,1300
20284,8,702
20285,8,300
20286,8,1200
20287,8,1000
20288,8,100
20289,8,200
20290,8,300
20291,8,100
20292,8,200
20293,8,300
20294,8,300
20295,8,200
20296,8,300
20297,8,1100
20298,8,702
20299,8,100
20300,8,900
20301,8,1300
20302,8,600
20303,8,100
20304,8,1000
20305,8,300
20306,8,702
20307,8,701
20308,8,1200
20309,8,100
20310,8,500
20311,8,701
20312,8,1100
20313,8,100
20314,8,400
20315,8,701
20316,8,1300
20317,8,1300
20318,8,701
20319,8,1100
20320,8,100
20321,8,300
20322,8,1100
20323,8,400
20324,8,900
20325,8,300
20326,8,200
20327,8,400
20328,8,500
20329,8,1100
20330,8,1200
20331,8,800
20332,8,200
20333,8,1100
20334,8,300
20335,8,1200
20336,8,1000
20337,8,500
20338,8,1000
20339,8,500
20340,8,200
20341,8,300
20342,8,200
20343,8,1300
20344,8,1300
20345,8,300
20346,8,1300
20347,8,100
20348,8,800
20349,8,1000
20350,8,100
20351,8,100
20352,8,800
20353,8,1300
20354,8,800
20355,8,300
20356,8,1300
20357,8,300
20358,8,200
20359,8,1100
20360,8,1000
20361,8,100
20362,8,1100
20363,8,1100
20364,8,300
20365,8,300
20366,8,100
20367,8,900
20368,8,400
20369,8,100
20370,8,1000
20371,8,800
20372,8,500
20373,8,300
20374,8,1000
20375,8,1100
20376,8,900
20377,8,100
20378,8,500
20379,8,1000
20380,8,800
20381,8,600
20382,8,500
20383,8,1100
20384,8,800
20385,8,1000
20386,8,1300
20387,8,1000
20388,8,800
20389,8,100
20390,8,200
20391,8,1300
20392,8,1300
20393,8,800
20394,8,200
20395,8,300
20396,8,1000
20397,8,300
20398,8,1300
20399,8,200
20400,8,701
20401,8,800
20402,8,1300
20403,8,1100
20404,8,702
20405,8,300
20406,8,701
20407,8,702
20408,8,1300
20409,8,1100
20410,8,900
20411,8,1300
20412,8,100
20413,8,100
20414,8,1100
20415,8,300
20416,8,702
20417,8,1100
20418,8,1100
20419,8,300
20420,8,900
20421,8,701
20422,8,702
20423,8,300
20424,8,1300
20425,8,300
20426,8,1300
20427,8,500
20428,8,100
20429,8,900
20430,8,1300
20431,8,1300
20432,8,1300
20433,8,500
20434,8,1100
20435,8,1000
20436,8,100
20437,8,1100
20438,8,702
20439,8,1000
20440,8,1300
20441,8,600
20442,8,300
20443,8,100
20444,8,500
20445,8,300
20446,8,1100
20447,8,1000
20448,8,800
20449,8,900
20450,8,100
20451,8,1200
20452,8,800
20453,8,200
20454,8,900
20455,8,600
20456,8,1100
20457,8,1300
20458,8,1300
20459,8,100
20460,8,1200
20461,8,1300
20462,8,1300
20463,8,1100
20464,8,100
20465,8,1300
20466,8,300
20467,8,702
20468,8,1100
20469,8,200
20470,8,702
20471,8,1000
20472,8,100
20473,8,702
20474,8,100
20475,8,1000
20476,8,100
20477,8,100
20478,8,800
20479,8,200
20480,8,1100
20481,8,900
20482,8,300
20483,8,1200
20484,8,600
20485,8,800
20486,8,1100
20487,8,1000
20488,8,1000
20489,8,1300
20490,8,200
20491,8,100
20492,8,400
20493,8,300
20494,8,300
20495,8,1100
20496,8,800
20497,8,300
20498,8,1300
20499,8,300
20500,8,1000
20501,8,500
20502,8,900
20503,8,701
20504,8,100
20505,8,200
20506,8,500
20507,8,600
20508,8,100
20509,8,1300
20510,8,300
20511,8,1000
20512,8,1100
20513,8,1200
20514,8,701
20515,8,300
20516,8,500
20517,8,701
20518,8,1000
20519,8,800
20520,8,400
20521,8,1200
20522,8,1300
20523,8,100
20524,8,300
20525,8,1000
20526,8,600
20527,8,400
20528,8,200
20529,8,1200
20530,8,100
20531,8,400
20532,8,1100
20533,8,800
20534,8,300
20535,8,300
20536,8,702
20537,8,900
20538,8,300
20539,8,400
20540,8,800
20541,8,1300
20542,8,1100
20543,8,800
20544,8,300
20545,8,1100
20546,8,1300
20547,8,1000
20548,8,1300
20549,8,1300
20550,8,500
20551,8,300
20552,8,100
20553,8,1200
20554,8,1300
20555,8,1300
20556,8,100
20557,8,400
20558,8,900
20559,8,300
20560,8,300
20561,8,1000
20562,8,1100
20563,8,100
20564,8,500
20565,8,1000
20566,8,900
20567,8,1000
20568,8,200
20569,8,400
20570,8,1200
20571,8,800
20572,8,1200
20573,8,500
20574,8,1300
20575,8,1000
20576,8,900
20577,8,200
20578,8,1300
20579,8,400
20580,8,100
20581,8,701
20582,8,1000
20583,8,1300
20584,8,500
20585,8,900
20586,8,200
20587,8,100
20588,8,1000
20589,8,1100
20590,8,100
20591,8,1200
20592,8,1300
20593,8,1300
20594,8,300
20595,8,300
20596,8,300
20597,8,100
20598,8,1300
20599,8,800
20600,8,1200
20601,8,1300
20602,8,300
20603,8,900
20604,8,100
20605,8,900
20606,8,300
20607,8,800
20608,8,1200
20609,8,1300
20610,8,200
20611,8,300
20612,8,1100
20613,8,1300
20614,8,400
20615,8,100
20616,8,1200
20617,8,200
20618,8,600
20619,8,1200
20620,8,100
20621,8,300
20622,8,1300
20623,8,1200
20624,8,200
20625,8,800
20626,8,1200
20627,8,1000
20628,8,701
20629,8,500
20630,8,1000
20631,8,800
20632,8,800
20633,8,500
20634,8,900
20635,8,300
20636,8,200
20637,8,300
20638,8,1100
20639,8,1300
20640,8,1300
20641,8,300
20642,8,1300
20643,8,900
20644,8,1000
20645,8,300
20646,8,1000
20647,8,500
20648,8,400
20649,8,1300
20650,8,100
20651,8,300
20652,8,1200
20653,8,300
20654,8,900
20655,8,800
20656,8,1000
20657,8,1000
20658,8,300
20659,8,600
20660,8,600
20661,8,800
20662,8,300
20663,8,300
20664,8,400
20665,8,1000
20666,8,800
20667,8,300
20668,8,1300
20669,8,1000
20670,8,1100
20671,8,500
20672,8,300
20673,8,900
20674,8,800
20675,8,800
20676,8,1200
20677,8,1300
20678,8,702
20679,8,702
20680,8,300
20681,8,100
20682,8,1300
20683,8,1200
20684,8,100
20685,8,1300
20686,8,1000
20687,8,1000
20688,8,100
20689,8,1100
20690,8,300
20691,8,900
20692,8,200
20693,8,600
20694,8,500
20695,8,1200
20696,8,1100
20697,8,800
20698,8,100
20699,8,1300
20700,8,800
20701,8,1000
20702,8,600
20703,8,1200
20704,8,600
20705,8,1200
20706,8,1300
20707,8,800
20708,8,300
20709,8,701
20710,8,300
20711,8,1100
20712,8,600
20713,8,900
20714,8,900
20715,8,100
20716,8,702
20717,8,500
20718,8,300
20719,8,300
20720,8,300
20721,8,702
20722,8,100
20723,8,200
20724,8,1200
20725,8,900
20726,8,702
20727,8,800
20728,8,300
20729,8,1200
20730,8,900
20731,8,900
20732,8,400
20733,8,500
20734,8,900
20735,8,1000
20736,8,1200
20737,8,1300
20738,8,800
20739,8,1300
20740,8,400
20741,8,400
20742,8,500
20743,8,200
20744,8,900
20745,8,1000
20746,8,1300
20747,8,1300
20748,8,1100
20749,8,900
20750,8,300
20751,8,701
20752,8,100
20753,8,702
20754,8,200
20755,8,500
20756,8,1000
20757,8,400
20758,8,1300
20759,8,1300
20760,8,200
20761,8,1300
20762,8,400
20763,8,1100
20764,8,1100
20765,8,500
20766,8,1200
20767,8,900
20768,8,900
20769,8,500
20770,8,1200
20771,8,200
20772,8,500
20773,8,100
20774,8,300
20775,8,1000
20776,8,100
20777,8,1300
20778,8,300
20779,8,900
20780,8,1000
20781,8,300
20782,8,1100
20783,8,1100
20784,8,1300
20785,8,1200
20786,8,701
20787,8,600
20788,8,900
20789,8,1000
20790,8,1300
20791,8,900
20792,8,1100
20793,8,300
20794,8,800
20795,8,1300
20796,8,200
20797,8,100
20798,8,100
20799,8,702
20800,8,702
20801,8,1100
20802,8,200
20803,8,1000
20804,8,600
20805,8,500
20806,8,1100
20807,8,1300
20808,8,100
20809,8,800
20810,8,1100
20811,8,500
20812,8,1100
20813,8,1100
20814,8,400
20815,8,300
20816,8,300
20817,8,800
20818,8,1100
20819,8,900
20820,8,1200
20821,8,100
20822,8,400
20823,8,400
20824,8,200
20825,8,1200
20826,8,900
20827,8,1000
20828,8,1100
20829,8,300
20830,8,1300
20831,8,500
20832,8,600
20833,8,1000
20834,8,1300
20835,8,600
20836,8,100
20837,8,1300
20838,8,1200
20839,8,701
20840,8,300
20841,8,500
20842,8,800
20843,8,100
20844,8,1300
20845,8,1100
20846,8,1000
20847,8,100
20848,8,500
20849,8,100
20850,8,100
20851,8,300
20852,8,701
20853,8,1100
20854,8,100
20855,8,900
20856,8,701
20857,8,701
20858,8,500
20859,8,1200
20860,8,200
20861,8,300
20862,8,300
20863,8,600
20864,8,1000
20865,8,200
20866,8,1000
20867,8,1300
20868,8,1300
20869,8,702
20870,8,300
20871,8,300
20872,8,600
20873,8,900
20874,8,200
20875,8,600
20876,8,1300
20877,8,100
20878,8,1200
20879,8,900
20880,8,800
20881,8,300
20882,8,200
20883,8,1000
20884,8,900
20885,8,800
20886,8,600
20887,8,500
20888,8,701
20889,8,1100
20890,8,1200
20891,8,1000
20892,8,1100
20893,8,800
20894,8,500
20895,8,100
20896,8,500
20897,8,300
20898,8,400
20899,8,1000
20900,8,1300
20901,8,200
20902,8,1300
20903,8,900
20904,8,100
20905,8,300
20906,8,1100
20907,8,1000
20908,8,1000
20909,8,300
20910,8,1200
20911,8,400
20912,8,1200
20913,8,702
20914,8,800
20915,8,701
20916,8,300
20917,8,300
20918,8,900
20919,8,500
20920,8,701
20921,8,1000
20922,8,1100
20923,8,1100
20924,8,1300
20925,8,200
20926,8,300
20927,8,100
20928,8,400
20929,8,300
20930,8,100
20931,8,300
20932,8,702
20933,8,1000
20934,8,100
20935,8,1300
20936,8,1100
20937,8,1100
20938,8,1100
20939,8,100
20940,8,900
20941,8,100
20942,8,500
20943,8,1100
20944,8,300
20945,8,1100
20946,8,100
20947,8,1000
20948,8,300
20949,8,600
20950,8,1000
20951,8,500
20952,8,1000
20953,8,1000
20954,8,500
20955,8,1100
20956,8,1300
20957,8,400
20958,8,1100
20959,8,1100
20960,8,701
20961,8,600
20962,8,702
20963,8,1300
20964,8,200
20965,8,1300
20966,8,1000
20967,8,1300
20968,8,1000
20969,8,100
20970,8,100
20971,8,400
20972,8,300
20973,8,1200
20974,8,500
20975,8,100
20976,8,1100
20977,8,100
20978,8,800
20979,8,1100
20980,8,600
20981,8,1100
20982,8,400
20983,8,1000
20984,8,800
20985,8,600
20986,8,701
20987,8,900
20988,8,200
20989,8,1300
20990,8,1000
20991,8,800
20992,8,100
20993,8,200
20994,8,1100
20995,8,1200
20996,8,300
20997,8,100
20998,8,100
20999,8,1100
21000,8,1000
21001,8,100
21002,8,800
21003,8,1000
21004,8,1000
21005,8,500
21006,8,702
21007,8,400
21008,8,800
21009,8,800
21010,8,100
21011,8,1100
21012,8,200
21013,8,701
21014,8,200
21015,8,300
21016,8,300
21017,8,800
21018,8,1100
21019,8,1000
21020,8,1100
21021,8,300
21022,8,1300
21023,8,300
21024,8,1300
21025,8,1300
21026,8,1300
21027,8,100
21028,8,1200
21029,8,701
21030,8,100
21031,8,400
21032,8,1000
21033,8,300
21034,8,100
21035,8,400
21036,8,900
21037,8,702
21038,8,1300
21039,8,100
21040,8,300
21041,8,1200
21042,8,1100
21043,8,1100
21044,8,300
21045,8,900
21046,8,500
21047,8,100
21048,8,702
21049,8,1200
21050,8,1300
21051,8,1000
21052,8,1300
21053,8,1200
21054,8,300
21055,8,1300
21056,8,500
21057,8,200
21058,8,1000
21059,8,702
21060,8,400
21061,8,300
21062,8,100
21063,8,400
21064,8,1300
21065,8,500
21066,8,1000
21067,8,702
21068,8,1000
21069,8,400
21070,8,1200
21071,8,1000
21072,8,800
21073,8,1000
21074,8,100
21075,8,800
21076,8,200
21077,8,800
21078,8,1100
21079,8,1200
21080,8,200
21081,8,100
21082,8,100
21083,8,100
21084,8,702
21085,8,900
21086,8,900
21087,8,500
21088,8,1100
21089,8,1000
21090,8,500
21091,8,702
21092,8,100
21093,8,1300
21094,8,900
21095,8,900
21096,8,200
21097,8,1100
21098,8,300
21099,8,1300
21100,8,800
21101,8,1300
21102,8,701
21103,8,1100
21104,8,1300
21105,8,200
21106,8,1100
21107,8,702
21108,8,400
21109,8,200
21110,8,300
21111,8,500
21112,8,200
21113,8,300
21114,8,702
21115,8,100
21116,8,701
21117,8,900
21118,8,300
21119,8,800
21120,8,1300
21121,8,500
21122,8,1100
21123,8,1300
21124,8,701
21125,8,400
21126,8,1100
21127,8,300
21128,8,100
21129,8,702
21130,8,100
21131,8,200
21132,8,800
21133,8,1100
21134,8,1100
21135,8,701
21136,8,701
21137,8,300
21138,8,500
21139,8,300
21140,8,300
21141,8,1000
21142,8,1100
21143,8,400
21144,8,1200
21145,8,600
21146,8,900
21147,8,800
21148,8,1200
21149,8,600
21150,8,702
21151,8,300
21152,8,900
21153,8,400
21154,8,300
21155,8,300
21156,8,701
21157,8,701
21158,8,300
21159,8,400
21160,8,1100
21161,8,100
21162,8,1200
21163,8,1100
21164,8,300
21165,8,100
21166,8,1300
21167,8,1000
21168,8,702
21169,8,900
21170,8,100
21171,8,1300
21172,8,1200
21173,8,600
21174,8,1300
21175,8,1100
21176,8,300
21177,8,900
21178,8,1200
21179,8,1200
21180,8,300
21181,8,100
21182,8,1100
21183,8,100
21184,8,300
21185,8,100
21186,8,300
21187,8,100
21188,8,1200
21189,8,1300
21190,8,1300
21191,8,300
21192,8,300
21193,8,1000
21194,8,300
21195,8,500
21196,8,1000
21197,8,300
21198,8,1200
21199,8,100
21200,8,1100
21201,8,100
21202,8,701
21203,8,1200
21204,8,1000
21205,8,300
21206,8,900
21207,8,1100
21208,8,100
21209,8,300
21210,8,1300
21211,8,100
21212,8,1300
21213,8,400
21214,8,702
21215,8,702
21216,8,900
21217,8,400
21218,8,100
21219,8,100
21220,8,1000
21221,8,800
21222,8,701
21223,8,701
21224,8,1100
21225,8,1000
21226,8,500
21227,8,200
21228,8,300
21229,8,1000
21230,8,701
21231,8,1300
21232,8,1100
21233,8,1100
21234,8,400
21235,8,100
21236,8,300
21237,8,200
21238,8,900
21239,8,100
21240,8,1200
21241,8,300
21242,8,300
21243,8,900
21244,8,1000
21245,8,600
21246,8,702
21247,8,800
21248,8,800
21249,8,1100
21250,8,300
21251,8,1000
21252,8,300
21253,8,300
21254,8,100
21255,8,600
21256,8,1300
21257,8,500
21258,8,100
21259,8,300
21260,8,800
21261,8,1000
21262,8,1300
21263,8,500
21264,8,1200
21265,8,701
21266,8,100
21267,8,1100
21268,8,1300
21269,8,1300
21270,8,1100
21271,8,1300
21272,8,1300
21273,8,1300
21274,8,200
21275,8,1200
21276,8,1000
21277,8,400
21278,8,701
21279,8,100
21280,8,100
21281,8,300
21282,8,300
21283,8,1200
21284,8,100
21285,8,900
21286,8,200
21287,8,300
21288,8,1100
21289,8,1200
21290,8,1300
21291,8,1300
21292,8,200
21293,8,100
21294,8,900
21295,8,800
21296,8,300
21297,8,400
21298,8,300
21299,8,100
21300,8,200
21301,8,1300
21302,8,1000
21303,8,400
21304,8,200
21305,8,1200
21306,8,400
21307,8,800
21308,8,701
21309,8,1200
21310,8,300
21311,8,400
21312,8,300
21313,8,100
21314,8,300
21315,8,1000
21316,8,1300
21317,8,800
21318,8,1300
21319,8,1300
21320,8,702
21321,8,200
21322,8,702
21323,8,400
21324,8,1300
21325,8,400
21326,8,300
21327,8,100
21328,8,900
21329,8,100
21330,8,300
21331,8,500
21332,8,100
21333,8,400
21334,8,200
21335,8,500
21336,8,900
21337,8,600
21338,8,702
21339,8,600
21340,8,1000
21341,8,200
21342,8,701
21343,8,900
21344,8,701
21345,8,300
21346,8,1100
21347,8,200
21348,8,300
21349,8,400
21350,8,100
21351,8,300
21352,8,600
21353,8,702
21354,8,400
21355,8,600
21356,8,1000
21357,8,1000
21358,8,300
21359,8,701
21360,8,600
21361,8,500
21362,8,300
21363,8,900
21364,8,900
21365,8,1200
21366,8,702
21367,8,1000
21368,8,200
21369,8,900
21370,8,1200
21371,8,702
21372,8,400
21373,8,1300
21374,8,1000
21375,8,701
21376,8,500
21377,8,100
21378,8,400
21379,8,701
21380,8,500
21381,8,800
21382,8,800
21383,8,1200
21384,8,702
21385,8,100
21386,8,100
21387,8,1100
