,SERIALNO,DIVISION
4106,2012000851319,8
4107,2012000851579,8
4108,2012000851594,8
4109,2012000851621,8
4110,2012000851647,8
4111,2012000851676,8
4112,2012000852076,8
4113,2012000852325,8
4114,2012000852418,8
4115,2012000852655,8
4116,2012000852771,8
4117,2012000852894,8
4118,2012000852942,8
4119,2012000853603,8
4120,2012000853885,8
4121,2012000854001,8
4122,2012000854394,8
4123,2012000854697,8
4124,2012000854817,8
4125,2012000854851,8
4126,2012000855304,8
4127,2012000855409,8
4128,2012000855644,8
4129,2012000855714,8
4130,2012000855813,8
4131,2012000856027,8
4132,2012000856166,8
4133,2012000856224,8
4134,2012000856395,8
4135,2012000856749,8
4136,2012000856930,8
4137,2012000856936,8
4138,2012000857066,8
4139,2012000857774,8
4140,2012000858133,8
4141,2012000858751,8
4142,2012000858974,8
4143,2012000859061,8
4144,2012000859252,8
4145,2012000860129,8
4146,2012000860465,8
4147,2012000861022,8
4148,2012000861156,8
4149,2012000861620,8
4150,2012000861760,8
4151,2012000861875,8
4152,2012000861942,8
4153,2012000862212,8
4154,2012000862228,8
4155,2012000862362,8
4156,2012000862375,8
4157,2012000862422,8
4158,2012000862453,8
4159,2012000862517,8
4160,2012000862589,8
4161,2012000862810,8
4162,2012000862883,8
4163,2012000862982,8
4164,2012000863740,8
4165,2012000863855,8
4166,2012000863931,8
4167,2012000864082,8
4168,2012000864218,8
4169,2012000864331,8
4170,2012000864360,8
4171,2012000864423,8
4172,2012000864732,8
4173,2012000865302,8
4174,2012000865416,8
4175,2012000865433,8
4176,2012000865451,8
4177,2012000865476,8
4178,2012000865708,8
4179,2012000865813,8
4180,2012000866435,8
4181,2012000866443,8
4182,2012000866526,8
4183,2012000866690,8
4184,2012000866916,8
4185,2012000867248,8
4186,2012000867393,8
4187,2012000867456,8
4188,2012000867461,8
4189,2012000867659,8
4190,2012000868136,8
4191,2012000868506,8
4192,2012000868758,8
4193,2012000868790,8
4194,2012000868951,8
4195,2012000868957,8
4196,2012000869320,8
4197,2012000869464,8
4198,2012000869501,8
4199,2012000869717,8
4200,2012000869869,8
4201,2012000869982,8
4202,2012000870105,8
4203,2012000870174,8
4204,2012000870427,8
4205,2012000870640,8
4206,2012000870698,8
4207,2012000870723,8
4208,2012000870867,8
4209,2012000870900,8
4210,2012000871090,8
4211,2012000871328,8
4212,2012000871810,8
4213,2012000871847,8
4214,2012000871865,8
4215,2012000871893,8
4216,2012000872008,8
4217,2012000872032,8
4218,2012000872052,8
4219,2012000872177,8
4220,2012000872331,8
4221,2012000872385,8
4222,2012000872868,8
4223,2012000872887,8
4224,2012000872895,8
4225,2012000873022,8
4226,2012000873035,8
4227,2012000873203,8
4228,2012000873477,8
4229,2012000873599,8
4230,2012000873608,8
4231,2012000874212,8
4232,2012000874227,8
4233,2012000874320,8
4234,2012000874618,8
4235,2012000874623,8
4236,2012000874794,8
4237,2012000874977,8
4238,2012000875049,8
4239,2012000875199,8
4240,2012000875579,8
4241,2012000875778,8
4242,2012000875904,8
4243,2012000876387,8
4244,2012000876408,8
4245,2012000876733,8
4246,2012000877020,8
4247,2012000877066,8
4248,2012000877515,8
4249,2012000877634,8
4250,2012000877783,8
4251,2012000877857,8
4252,2012000878183,8
4253,2012000878497,8
4254,2012000878565,8
4255,2012000878775,8
4256,2012000878798,8
4257,2012000878869,8
4258,2012000878893,8
4259,2012000878948,8
4260,2012000879334,8
4261,2012000879982,8
4262,2012000880842,8
4263,2012000880872,8
4264,2012000880942,8
4265,2012000881061,8
4266,2012000881211,8
4267,2012000881233,8
4268,2012000881552,8
4269,2012000881744,8
4270,2012000882567,8
4271,2012000882674,8
4272,2012000882790,8
4273,2012000882880,8
4274,2012000883188,8
4275,2012000883492,8
4276,2012000883505,8
4277,2012000883809,8
4278,2012000884220,8
4279,2012000884838,8
4280,2012000884857,8
4281,2012000885115,8
4282,2012000885403,8
4283,2012000885946,8
4284,2012000886202,8
4285,2012000886729,8
4286,2012000886904,8
4287,2012000886925,8
4288,2012000887106,8
4289,2012000887209,8
4290,2012000887337,8
4291,2012000887385,8
4292,2012000887498,8
4293,2012000887664,8
4294,2012000887842,8
4295,2012000888378,8
4296,2012000888391,8
4297,2012000889137,8
4298,2012000889531,8
4299,2012000889869,8
4300,2012000889904,8
4301,2012000890449,8
4302,2012000890572,8
4303,2012000890808,8
4304,2012000890903,8
4305,2012000890905,8
4306,2012000891308,8
4307,2012000891315,8
4308,2012000891365,8
4309,2012000891465,8
4310,2012000891583,8
4311,2012000891778,8
4312,2012000891846,8
4313,2012000892156,8
4314,2012000892270,8
4315,2012000892602,8
4316,2012000892666,8
4317,2012000892987,8
4318,2012000893108,8
4319,2012000893465,8
4320,2012000893558,8
4321,2012000893884,8
4322,2012000893885,8
4323,2012000894208,8
4324,2012000894370,8
4325,2012000894488,8
4326,2012000894511,8
4327,2012000895480,8
4328,2012000896065,8
4329,2012000896267,8
4330,2012000896411,8
4331,2012000896501,8
4332,2012000896597,8
4333,2012000896605,8
4334,2012000896614,8
4335,2012000896632,8
4336,2012000896663,8
4337,2012000896695,8
4338,2012000896817,8
4339,2012000897700,8
4340,2012000897850,8
4341,2012000897963,8
4342,2012000897991,8
4343,2012000898390,8
4344,2012000898413,8
4345,2012000898581,8
4346,2012000898873,8
4347,2012000898951,8
4348,2012000899026,8
4349,2012000899028,8
4350,2012000899079,8
4351,2012000899191,8
4352,2012000899257,8
4353,2012000899332,8
4354,2012000899706,8
4355,2012000899946,8
4356,2012000900822,8
4357,2012000901795,8
4358,2012000901846,8
4359,2012000901897,8
4360,2012000902013,8
4361,2012000902028,8
4362,2012000902453,8
4363,2012000902576,8
4364,2012000903076,8
4365,2012000903367,8
4366,2012000903524,8
4367,2012000903805,8
4368,2012000903816,8
4369,2012000904381,8
4370,2012000904671,8
4371,2012000904791,8
4372,2012000905079,8
4373,2012000905432,8
4374,2012000905862,8
4375,2012000905972,8
4376,2012000905992,8
4377,2012000906144,8
4378,2012000906348,8
4379,2012000906540,8
4380,2012000906734,8
4381,2012000906882,8
4382,2012000906906,8
4383,2012000907080,8
4384,2012000907304,8
4385,2012000907610,8
4386,2012000907767,8
4387,2012000907870,8
4388,2012000908023,8
4389,2012000908076,8
4390,2012000908098,8
4391,2012000908228,8
4392,2012000908338,8
4393,2012000908440,8
4394,2012000909355,8
4395,2012000909482,8
4396,2012000909525,8
4397,2012000909603,8
4398,2012000909668,8
4399,2012000910003,8
4400,2012000910089,8
4401,2012000910121,8
4402,2012000910493,8
4403,2012000910540,8
4404,2012000910648,8
4405,2012000910659,8
4406,2012000910725,8
4407,2012000910766,8
4408,2012000910987,8
4409,2012000911099,8
4410,2012000911249,8
4411,2012000911694,8
4412,2012000911712,8
4413,2012000912016,8
4414,2012000912655,8
4415,2012000912764,8
4416,2012000912782,8
4417,2012000912874,8
4418,2012000913224,8
4419,2012000913417,8
4420,2012000913608,8
4421,2012000913832,8
4422,2012000913962,8
4423,2012000913966,8
4424,2012000914082,8
4425,2012000914171,8
4426,2012000914340,8
4427,2012000914815,8
4428,2012000915202,8
4429,2012000915507,8
4430,2012000915580,8
4431,2012000915679,8
4432,2012000915954,8
4433,2012000916310,8
4434,2012000916886,8
4435,2012000916988,8
4436,2012000917220,8
4437,2012000917571,8
4438,2012000917669,8
4439,2012000917786,8
4440,2012000917810,8
4441,2012000918146,8
4442,2012000918232,8
4443,2012000918263,8
4444,2012000918667,8
4445,2012000918683,8
4446,2012000918841,8
4447,2012000918940,8
4448,2012000919032,8
4449,2012000919160,8
4450,2012000919193,8
4451,2012000919285,8
4452,2012000919314,8
4453,2012000919336,8
4454,2012000919400,8
4455,2012000919416,8
4456,2012000919900,8
4457,2012000920090,8
4458,2012000920252,8
4459,2012000920299,8
4460,2012000920414,8
4461,2012000920517,8
4462,2012000920817,8
4463,2012000921170,8
4464,2012000921278,8
4465,2012000921295,8
4466,2012000921328,8
4467,2012000922274,8
4468,2012000922289,8
4469,2012000922693,8
4470,2012000922784,8
4471,2012000922915,8
4472,2012000922917,8
4473,2012000923351,8
4474,2012000923399,8
4475,2012000923514,8
4476,2012000923535,8
4477,2012000924463,8
4478,2012000924488,8
4479,2012000924832,8
4480,2012000924975,8
4481,2012000924980,8
4482,2012000925261,8
4483,2012000925414,8
4484,2012000925430,8
4485,2012000925621,8
4486,2012000925681,8
4487,2012000925732,8
4488,2012000926134,8
4489,2012000926407,8
4490,2012000927427,8
4491,2012000927430,8
4492,2012000927480,8
4493,2012000927780,8
4494,2012000927833,8
4495,2012000927901,8
4496,2012000927937,8
4497,2012000928045,8
4498,2012000928051,8
4499,2012000928463,8
4500,2012000929015,8
4501,2012000929113,8
4502,2012000929267,8
4503,2012000929386,8
4504,2012000929813,8
4505,2012000929964,8
4506,2012000930131,8
4507,2012000930526,8
4508,2012000930685,8
4509,2012000930934,8
4510,2012000930986,8
4511,2012000931121,8
4512,2012000931254,8
4513,2012000931820,8
4514,2012000931854,8
4515,2012000931899,8
4516,2012000931978,8
4517,2012000932499,8
4518,2012000932739,8
4519,2012000933189,8
4520,2012000933866,8
4521,2012000934106,8
4522,2012000934426,8
4523,2012000934477,8
4524,2012000934479,8
4525,2012000934869,8
4526,2012000934900,8
4527,2012000935612,8
4528,2012000935800,8
4529,2012000936392,8
4530,2012000936475,8
4531,2012000936494,8
4532,2012000936575,8
4533,2012000936845,8
4534,2012000936922,8
4535,2012000936965,8
4536,2012000936995,8
4537,2012000937141,8
4538,2012000937219,8
4539,2012000937550,8
4540,2012000938144,8
4541,2012000938717,8
4542,2012000938720,8
4543,2012000938765,8
4544,2012000938917,8
4545,2012000939189,8
4546,2012000939307,8
4547,2012000939395,8
4548,2012000939456,8
4549,2012000939468,8
4550,2012000939491,8
4551,2012000939930,8
4552,2012000940163,8
4553,2012000940318,8
4554,2012000940586,8
4555,2012000940843,8
4556,2012000941404,8
4557,2012000941724,8
4558,2012000941738,8
4559,2012000941769,8
4560,2012000942028,8
4561,2012000942047,8
4562,2012000942113,8
4563,2012000942142,8
4564,2012000942458,8
4565,2012000942487,8
4566,2012000942504,8
4567,2012000942634,8
4568,2012000942650,8
4569,2012000942748,8
4570,2012000943066,8
4571,2012000943310,8
4572,2012000943475,8
4573,2012000943493,8
4574,2012000944846,8
4575,2012000944983,8
4576,2012000945534,8
4577,2012000945678,8
4578,2012000945920,8
4579,2012000946144,8
4580,2012000946467,8
4581,2012000946484,8
4582,2012000946625,8
4583,2012000946858,8
4584,2012000947167,8
4585,2012000947949,8
4586,2012000948166,8
4587,2012000948551,8
4588,2012000948931,8
4589,2012000948979,8
4590,2012000949055,8
4591,2012000949224,8
4592,2012000949631,8
4593,2012000949793,8
4594,2012000950365,8
4595,2012000950378,8
4596,2012000950394,8
4597,2012000950820,8
4598,2012000951539,8
4599,2012000951607,8
4600,2012000951622,8
4601,2012000951992,8
4602,2012000952037,8
4603,2012000952086,8
4604,2012000952195,8
4605,2012000952246,8
4606,2012000952404,8
4607,2012000952411,8
4608,2012000952611,8
4609,2012000952618,8
4610,2012000953434,8
4611,2012000953483,8
4612,2012000953622,8
4613,2012000955245,8
4614,2012000955347,8
4615,2012000955646,8
4616,2012000955926,8
4617,2012000956023,8
4618,2012000956198,8
4619,2012000956479,8
4620,2012000956555,8
4621,2012000956602,8
4622,2012000956762,8
4623,2012000956953,8
4624,2012000956981,8
4625,2012000957402,8
4626,2012000957489,8
4627,2012000957602,8
4628,2012000957639,8
4629,2012000958251,8
4630,2012000958344,8
4631,2012000958461,8
4632,2012000958494,8
4633,2012000958546,8
4634,2012000958609,8
4635,2012000958648,8
4636,2012000958842,8
4637,2012000958982,8
4638,2012000959607,8
4639,2012000959613,8
4640,2012000959667,8
4641,2012000959678,8
4642,2012000959853,8
4643,2012000959887,8
4644,2012000959944,8
4645,2012000959946,8
4646,2012000960214,8
4647,2012000960681,8
4648,2012000960864,8
4649,2012000961109,8
4650,2012000961302,8
4651,2012000961388,8
4652,2012000961395,8
4653,2012000961641,8
4654,2012000962359,8
4655,2012000962559,8
4656,2012000962986,8
4657,2012000963389,8
4658,2012000963520,8
4659,2012000963606,8
4660,2012000963949,8
4661,2012000964059,8
4662,2012000964079,8
4663,2012000964160,8
4664,2012000964248,8
4665,2012000964468,8
4666,2012000964612,8
4667,2012000964979,8
4668,2012000965026,8
4669,2012000965028,8
4670,2012000965342,8
4671,2012000965396,8
4672,2012000965696,8
4673,2012000965703,8
4674,2012000965803,8
4675,2012000965827,8
4676,2012000966063,8
4677,2012000966550,8
4678,2012000966957,8
4679,2012000967031,8
4680,2012000967075,8
4681,2012000967283,8
4682,2012000967351,8
4683,2012000967678,8
4684,2012000967733,8
4685,2012000967774,8
4686,2012000967869,8
4687,2012000968674,8
4688,2012000969028,8
4689,2012000969312,8
4690,2012000969354,8
4691,2012000969842,8
4692,2012000970073,8
4693,2012000970264,8
4694,2012000970459,8
4695,2012000970514,8
4696,2012000970876,8
4697,2012000970985,8
4698,2012000971715,8
4699,2012000971720,8
4700,2012000971852,8
4701,2012000972715,8
4702,2012000972764,8
4703,2012000972999,8
4704,2012000973325,8
4705,2012000973523,8
4706,2012000973724,8
4707,2012000974222,8
4708,2012000974388,8
4709,2012000974792,8
4710,2012000975167,8
4711,2012000975228,8
4712,2012000975274,8
4713,2012000975321,8
4714,2012000975492,8
4715,2012000975618,8
4716,2012000976840,8
4717,2012000977321,8
4718,2012000977664,8
4719,2012000977714,8
4720,2012000977898,8
4721,2012000977911,8
4722,2012000978209,8
4723,2012000978214,8
4724,2012000978375,8
4725,2012000978846,8
4726,2012000979030,8
4727,2012000979176,8
4728,2012000979397,8
4729,2012000979558,8
4730,2012000979568,8
4731,2012000979765,8
4732,2012000980062,8
4733,2012000980590,8
4734,2012000980667,8
4735,2012000980986,8
4736,2012000981128,8
4737,2012000981366,8
4738,2012000981797,8
4739,2012000982274,8
4740,2012000982295,8
4741,2012000982435,8
4742,2012000982719,8
4743,2012000983005,8
4744,2012000983120,8
4745,2012000983417,8
4746,2012000983424,8
4747,2012000983587,8
4748,2012000983895,8
4749,2012000984049,8
4750,2012000984220,8
4751,2012000984679,8
4752,2012000984753,8
4753,2012000984833,8
4754,2012000985066,8
4755,2012000985150,8
4756,2012000985333,8
4757,2012000985687,8
4758,2012000985753,8
4759,2012000986419,8
4760,2012000986914,8
4761,2012000986921,8
4762,2012000987261,8
4763,2012000987566,8
4764,2012000987890,8
4765,2012000988485,8
4766,2012000988858,8
4767,2012000988929,8
4768,2012000989285,8
4769,2012000989288,8
4770,2012000989368,8
4771,2012000989384,8
4772,2012000989388,8
4773,2012000989474,8
4774,2012000990142,8
4775,2012000990214,8
4776,2012000990337,8
4777,2012000990413,8
4778,2012000990461,8
4779,2012000990622,8
4780,2012000991128,8
4781,2012000991363,8
4782,2012000991447,8
4783,2012000991496,8
4784,2012000991851,8
4785,2012000992134,8
4786,2012000992177,8
4787,2012000992258,8
4788,2012000992533,8
4789,2012000992797,8
4790,2012000992885,8
4791,2012000993315,8
4792,2012000993320,8
4793,2012000993358,8
4794,2012000993687,8
4795,2012000994498,8
4796,2012000994669,8
4797,2012000994698,8
4798,2012000995125,8
4799,2012000995135,8
4800,2012000995205,8
4801,2012000995246,8
4802,2012000995351,8
4803,2012000995393,8
4804,2012000995452,8
4805,2012000995481,8
4806,2012000995827,8
4807,2012000997366,8
4808,2012000997456,8
4809,2012000997529,8
4810,2012000997542,8
4811,2012000997673,8
4812,2012000998566,8
4813,2012000998661,8
4814,2012000998864,8
4815,2012000999210,8
4816,2012000999595,8
4817,2012000999654,8
4818,2012000999809,8
4819,2012001000075,8
4820,2012001000181,8
4821,2012001000334,8
4822,2012001000400,8
4823,2012001000528,8
4824,2012001000624,8
4825,2012001000736,8
4826,2012001000997,8
4827,2012001001277,8
4828,2012001001983,8
4829,2012001002088,8
4830,2012001002455,8
4831,2012001002589,8
4832,2012001002660,8
4833,2012001002671,8
4834,2012001002735,8
4835,2012001002860,8
4836,2012001003186,8
4837,2012001003422,8
4838,2012001003483,8
4839,2012001003608,8
4840,2012001003925,8
4841,2012001004163,8
4842,2012001004166,8
4843,2012001004639,8
4844,2012001004676,8
4845,2012001004775,8
4846,2012001004777,8
4847,2012001005549,8
4848,2012001005653,8
4849,2012001006354,8
4850,2012001006606,8
4851,2012001006636,8
4852,2012001006757,8
4853,2012001006764,8
4854,2012001007054,8
4855,2012001007863,8
4856,2012001007925,8
4857,2012001008371,8
4858,2012001008392,8
4859,2012001008613,8
4860,2012001008833,8
4861,2012001009837,8
4862,2012001010324,8
4863,2012001011247,8
4864,2012001011463,8
4865,2012001011841,8
4866,2012001011857,8
4867,2012001011901,8
4868,2012001012208,8
4869,2012001012338,8
4870,2012001012363,8
4871,2012001012448,8
4872,2012001012461,8
4873,2012001012650,8
4874,2012001012757,8
4875,2012001012810,8
4876,2012001013258,8
4877,2012001013351,8
4878,2012001013899,8
4879,2012001013916,8
4880,2012001014102,8
4881,2012001014586,8
4882,2012001014594,8
4883,2012001014628,8
4884,2012001014789,8
4885,2012001014892,8
4886,2012001014910,8
4887,2012001015043,8
4888,2012001015326,8
4889,2012001015415,8
4890,2012001015858,8
4891,2012001016368,8
4892,2012001016537,8
4893,2012001016992,8
4894,2012001017028,8
4895,2012001017317,8
4896,2012001017432,8
4897,2012001017504,8
4898,2012001018393,8
4899,2012001018410,8
4900,2012001018510,8
4901,2012001019485,8
4902,2012001020258,8
4903,2012001020447,8
4904,2012001020468,8
4905,2012001020514,8
4906,2012001021180,8
4907,2012001021709,8
4908,2012001021827,8
4909,2012001021863,8
4910,2012001022022,8
4911,2012001022086,8
4912,2012001022319,8
4913,2012001022671,8
4914,2012001022768,8
4915,2012001022792,8
4916,2012001022852,8
4917,2012001023029,8
4918,2012001023117,8
4919,2012001023234,8
4920,2012001023459,8
4921,2012001023541,8
4922,2012001023697,8
4923,2012001023723,8
4924,2012001024230,8
4925,2012001024262,8
4926,2012001024749,8
4927,2012001025064,8
4928,2012001025352,8
4929,2012001025547,8
4930,2012001025589,8
4931,2012001026127,8
4932,2012001026334,8
4933,2012001026395,8
4934,2012001026400,8
4935,2012001026647,8
4936,2012001027072,8
4937,2012001027171,8
4938,2012001027370,8
4939,2012001027574,8
4940,2012001027645,8
4941,2012001028016,8
4942,2012001028089,8
4943,2012001028546,8
4944,2012001028742,8
4945,2012001029580,8
4946,2012001029826,8
4947,2012001029848,8
4948,2012001030044,8
4949,2012001030574,8
4950,2012001031020,8
4951,2012001031294,8
4952,2012001031335,8
4953,2012001031543,8
4954,2012001031638,8
4955,2012001032091,8
4956,2012001032379,8
4957,2012001032638,8
4958,2012001032655,8
4959,2012001032842,8
4960,2012001032925,8
4961,2012001032993,8
4962,2012001033007,8
4963,2012001033022,8
4964,2012001033695,8
4965,2012001034048,8
4966,2012001034242,8
4967,2012001034289,8
4968,2012001034385,8
4969,2012001034574,8
4970,2012001034624,8
4971,2012001034681,8
4972,2012001034893,8
4973,2012001034964,8
4974,2012001035008,8
4975,2012001035151,8
4976,2012001035304,8
4977,2012001036322,8
4978,2012001036509,8
4979,2012001037125,8
4980,2012001037340,8
4981,2012001037872,8
4982,2012001038168,8
4983,2012001038326,8
4984,2012001038512,8
4985,2012001038538,8
4986,2012001038693,8
4987,2012001038819,8
4988,2012001038879,8
4989,2012001039039,8
4990,2012001039267,8
4991,2012001039389,8
4992,2012001039468,8
4993,2012001039788,8
4994,2012001040698,8
4995,2012001040770,8
4996,2012001041360,8
4997,2012001041488,8
4998,2012001041500,8
4999,2012001041505,8
5000,2012001041949,8
5001,2012001041970,8
5002,2012001042067,8
5003,2012001042154,8
5004,2012001042817,8
5005,2012001043029,8
5006,2012001043082,8
5007,2012001043373,8
5008,2012001043786,8
5009,2012001043840,8
5010,2012001044221,8
5011,2012001044563,8
5012,2012001044577,8
5013,2012001044638,8
5014,2012001044871,8
5015,2012001045448,8
5016,2012001045677,8
5017,2012001045801,8
5018,2012001045844,8
5019,2012001046283,8
5020,2012001046361,8
5021,2012001046555,8
5022,2012001046788,8
5023,2012001046994,8
5024,2012001047464,8
5025,2012001047825,8
5026,2012001047871,8
5027,2012001047986,8
5028,2012001048296,8
5029,2012001048363,8
5030,2012001048772,8
5031,2012001048870,8
5032,2012001049146,8
5033,2012001049353,8
5034,2012001049386,8
5035,2012001049887,8
5036,2012001049921,8
5037,2012001049926,8
5038,2012001049959,8
5039,2012001050054,8
5040,2012001050187,8
5041,2012001050191,8
5042,2012001050231,8
5043,2012001050332,8
5044,2012001050369,8
5045,2012001050867,8
5046,2012001050889,8
5047,2012001051021,8
5048,2012001051527,8
5049,2012001051780,8
5050,2012001051934,8
5051,2012001052036,8
5052,2012001052110,8
5053,2012001052287,8
5054,2012001052305,8
5055,2012001052370,8
5056,2012001052410,8
5057,2012001052481,8
5058,2012001052557,8
5059,2012001052570,8
5060,2012001052754,8
5061,2012001053151,8
5062,2012001053233,8
5063,2012001053501,8
5064,2012001053650,8
5065,2012001053740,8
5066,2012001054594,8
5067,2012001054993,8
5068,2012001055019,8
5069,2012001055167,8
5070,2012001055321,8
5071,2012001055431,8
5072,2012001055447,8
5073,2012001055860,8
5074,2012001056925,8
5075,2012001056980,8
5076,2012001057186,8
5077,2012001057248,8
5078,2012001057268,8
5079,2012001057460,8
5080,2012001057482,8
5081,2012001058247,8
5082,2012001058463,8
5083,2012001058796,8
5084,2012001058855,8
5085,2012001059257,8
5086,2012001059295,8
5087,2012001059338,8
5088,2012001059451,8
5089,2012001059579,8
5090,2012001059583,8
5091,2012001059908,8
5092,2012001060031,8
5093,2012001060070,8
5094,2012001060079,8
5095,2012001060365,8
5096,2012001060515,8
5097,2012001060891,8
5098,2012001062028,8
5099,2012001062084,8
5100,2012001062208,8
5101,2012001062255,8
5102,2012001062393,8
5103,2012001062409,8
5104,2012001062510,8
5105,2012001062528,8
5106,2012001062803,8
5107,2012001062823,8
5108,2012001062943,8
5109,2012001063268,8
5110,2012001063989,8
5111,2012001064087,8
5112,2012001064328,8
5113,2012001064978,8
5114,2012001065088,8
5115,2012001065217,8
5116,2012001065474,8
5117,2012001065656,8
5118,2012001065708,8
5119,2012001065884,8
5120,2012001065968,8
5121,2012001066325,8
5122,2012001066358,8
5123,2012001066542,8
5124,2012001066599,8
5125,2012001066653,8
5126,2012001066714,8
5127,2012001067421,8
5128,2012001067562,8
5129,2012001067583,8
5130,2012001068109,8
5131,2012001068311,8
5132,2012001068317,8
5133,2012001068456,8
5134,2012001069078,8
5135,2012001069136,8
5136,2012001069185,8
5137,2012001069455,8
5138,2012001069525,8
5139,2012001069541,8
5140,2012001069587,8
5141,2012001069634,8
5142,2012001069648,8
5143,2012001069742,8
5144,2012001070006,8
5145,2012001070128,8
5146,2012001070146,8
5147,2012001070422,8
5148,2012001071008,8
5149,2012001071473,8
5150,2012001071991,8
5151,2012001072169,8
5152,2012001072211,8
5153,2012001072400,8
5154,2012001073028,8
5155,2012001073090,8
5156,2012001073234,8
5157,2012001073788,8
5158,2012001073875,8
5159,2012001073979,8
5160,2012001074234,8
5161,2012001074742,8
5162,2012001074849,8
5163,2012001075565,8
5164,2012001075660,8
5165,2012001075837,8
5166,2012001076330,8
5167,2012001076335,8
5168,2012001076433,8
5169,2012001076440,8
5170,2012001076609,8
5171,2012001077204,8
5172,2012001077352,8
5173,2012001077569,8
5174,2012001077674,8
5175,2012001077694,8
5176,2012001078119,8
5177,2012001078284,8
5178,2012001078791,8
5179,2012001079083,8
5180,2012001079715,8
5181,2012001079728,8
5182,2012001079814,8
5183,2012001080570,8
5184,2012001080611,8
5185,2012001080627,8
5186,2012001080659,8
5187,2012001080712,8
5188,2012001080746,8
5189,2012001080775,8
5190,2012001080914,8
5191,2012001081292,8
5192,2012001081962,8
5193,2012001082049,8
5194,2012001082159,8
5195,2012001082307,8
5196,2012001082652,8
5197,2012001083029,8
5198,2012001083209,8
5199,2012001083559,8
5200,2012001083591,8
5201,2012001083685,8
5202,2012001084004,8
5203,2012001084258,8
5204,2012001084420,8
5205,2012001085114,8
5206,2012001085218,8
5207,2012001085223,8
5208,2012001086130,8
5209,2012001086480,8
5210,2012001086934,8
5211,2012001087016,8
5212,2012001087268,8
5213,2012001087306,8
5214,2012001087667,8
5215,2012001088047,8
5216,2012001088402,8
5217,2012001088533,8
5218,2012001089244,8
5219,2012001089380,8
5220,2012001089431,8
5221,2012001089496,8
5222,2012001089767,8
5223,2012001089829,8
5224,2012001089952,8
5225,2012001089957,8
5226,2012001090026,8
5227,2012001090086,8
5228,2012001090098,8
5229,2012001090149,8
5230,2012001090564,8
5231,2012001091100,8
5232,2012001091109,8
5233,2012001091311,8
5234,2012001091482,8
5235,2012001091492,8
5236,2012001091516,8
5237,2012001091560,8
5238,2012001091715,8
5239,2012001091900,8
5240,2012001091912,8
5241,2012001091929,8
5242,2012001092306,8
5243,2012001092688,8
5244,2012001092697,8
5245,2012001093146,8
5246,2012001093442,8
5247,2012001093464,8
5248,2012001093601,8
5249,2012001093758,8
5250,2012001093782,8
5251,2012001094033,8
5252,2012001094818,8
5253,2012001094940,8
5254,2012001095258,8
5255,2012001095281,8
5256,2012001095338,8
5257,2012001096221,8
5258,2012001096689,8
5259,2012001096853,8
5260,2012001097137,8
5261,2012001097361,8
5262,2012001097597,8
5263,2012001097656,8
5264,2012001097700,8
5265,2012001098067,8
5266,2012001098430,8
5267,2012001098836,8
5268,2012001098896,8
5269,2012001099090,8
5270,2012001099147,8
5271,2012001099255,8
5272,2012001099262,8
5273,2012001099415,8
5274,2012001099600,8
5275,2012001099732,8
5276,2012001099760,8
5277,2012001099925,8
5278,2012001099984,8
5279,2012001100123,8
5280,2012001100549,8
5281,2012001100618,8
5282,2012001100730,8
5283,2012001100804,8
5284,2012001101307,8
5285,2012001101337,8
5286,2012001101886,8
5287,2012001101911,8
5288,2012001101912,8
5289,2012001102139,8
5290,2012001102156,8
5291,2012001102350,8
5292,2012001102654,8
5293,2012001103007,8
5294,2012001103038,8
5295,2012001103207,8
5296,2012001103222,8
5297,2012001103279,8
5298,2012001103436,8
5299,2012001103506,8
5300,2012001103603,8
5301,2012001103782,8
5302,2012001104749,8
5303,2012001104983,8
5304,2012001105237,8
5305,2012001105314,8
5306,2012001105889,8
5307,2012001106003,8
5308,2012001106148,8
5309,2012001106165,8
5310,2012001106174,8
5311,2012001106482,8
5312,2012001106625,8
5313,2012001106736,8
5314,2012001106820,8
5315,2012001106920,8
5316,2012001107171,8
5317,2012001107302,8
5318,2012001107481,8
5319,2012001107493,8
5320,2012001108092,8
5321,2012001108186,8
5322,2012001108210,8
5323,2012001108701,8
5324,2012001108986,8
5325,2012001109496,8
5326,2012001109759,8
5327,2012001109880,8
5328,2012001110222,8
5329,2012001110252,8
5330,2012001110281,8
5331,2012001110338,8
5332,2012001110533,8
5333,2012001110620,8
5334,2012001110835,8
5335,2012001111130,8
5336,2012001111154,8
5337,2012001111516,8
5338,2012001111819,8
5339,2012001111906,8
5340,2012001112065,8
5341,2012001112167,8
5342,2012001112394,8
5343,2012001112703,8
5344,2012001112827,8
5345,2012001113054,8
5346,2012001113306,8
5347,2012001113343,8
5348,2012001113564,8
5349,2012001113684,8
5350,2012001113914,8
5351,2012001114522,8
5352,2012001114637,8
5353,2012001114694,8
5354,2012001114900,8
5355,2012001115905,8
5356,2012001115962,8
5357,2012001116146,8
5358,2012001116527,8
5359,2012001116542,8
5360,2012001116582,8
5361,2012001116599,8
5362,2012001116812,8
5363,2012001117037,8
5364,2012001117457,8
5365,2012001117501,8
5366,2012001117585,8
5367,2012001117623,8
5368,2012001117954,8
5369,2012001117978,8
5370,2012001117987,8
5371,2012001118329,8
5372,2012001118814,8
5373,2012001118850,8
5374,2012001119136,8
5375,2012001119208,8
5376,2012001119408,8
