,AGEP,CITWP,DDRS
17924,10,,2.0
17925,40,,2.0
17926,36,,2.0
17927,53,,2.0
17928,56,,2.0
17929,78,,2.0
17930,77,,2.0
17931,84,,2.0
17932,25,,2.0
17933,36,,2.0
17934,53,,2.0
17935,56,,2.0
17936,52,,2.0
17937,56,,2.0
17938,33,,2.0
17939,32,,2.0
17940,3,,
17941,1,,
17942,6,,2.0
17943,38,,2.0
17944,38,,2.0
17945,15,,2.0
17946,11,,2.0
17947,1,,
17948,16,,2.0
17949,14,,2.0
17950,11,,2.0
17951,9,,2.0
17952,35,,2.0
17953,34,,2.0
17954,14,,2.0
17955,9,,2.0
17956,4,,
17957,67,,2.0
17958,64,,2.0
17959,13,,2.0
17960,12,,2.0
17961,94,,2.0
17962,66,,2.0
17963,57,,2.0
17964,56,,2.0
17965,41,,2.0
17966,42,,2.0
17967,11,,2.0
17968,9,,2.0
17969,59,,2.0
17970,56,,2.0
17971,52,,2.0
17972,59,,2.0
17973,23,,2.0
17974,18,,2.0
17975,14,,2.0
17976,74,,2.0
17977,74,,2.0
17978,62,,2.0
17979,46,,2.0
17980,41,,2.0
17981,8,,2.0
17982,5,,2.0
17983,31,,2.0
17984,41,,2.0
17985,39,,2.0
17986,12,,2.0
17987,10,,2.0
17988,47,,2.0
17989,42,,2.0
17990,17,,2.0
17991,15,,2.0
17992,55,,2.0
17993,23,,2.0
17994,53,,2.0
17995,52,,2.0
17996,49,,2.0
17997,19,,2.0
17998,14,,2.0
17999,11,,2.0
18000,36,,2.0
18001,35,,2.0
18002,78,,2.0
18003,81,,1.0
18004,41,,2.0
18005,41,,2.0
18006,6,,2.0
18007,64,,2.0
18008,67,,2.0
18009,27,,2.0
18010,28,,2.0
18011,1,,
18012,34,,2.0
18013,40,,2.0
18014,3,,
18015,1,,
18016,1,,
18017,56,,2.0
18018,52,,2.0
18019,21,,2.0
18020,39,,2.0
18021,14,,2.0
18022,34,,1.0
18023,15,,2.0
18024,36,,2.0
18025,72,,2.0
18026,69,,2.0
18027,40,,2.0
18028,16,,2.0
18029,14,,2.0
18030,8,,2.0
18031,38,,2.0
18032,45,,1.0
18033,56,,2.0
18034,50,,2.0
18035,48,,2.0
18036,16,,2.0
18037,76,,2.0
18038,78,,2.0
18039,49,,2.0
18040,51,,2.0
18041,25,,2.0
18042,56,,2.0
18043,62,,2.0
18044,30,,2.0
18045,76,1973.0,2.0
18046,52,,2.0
18047,47,,2.0
18048,33,,2.0
18049,30,,2.0
18050,4,,
18051,1,,
18052,59,,2.0
18053,58,,2.0
18054,33,,2.0
18055,32,,2.0
18056,12,,2.0
18057,10,,2.0
18058,45,,2.0
18059,42,,2.0
18060,15,,2.0
18061,14,,2.0
18062,34,,2.0
18063,30,,2.0
18064,12,,2.0
18065,9,,2.0
18066,22,,2.0
18067,56,,2.0
18068,73,,2.0
18069,75,,2.0
18070,53,,2.0
18071,50,,2.0
18072,69,1989.0,2.0
18073,66,,2.0
18074,43,1997.0,2.0
18075,28,2001.0,2.0
18076,16,,2.0
18077,28,,2.0
18078,25,,2.0
18079,5,,2.0
18080,4,,
18081,71,,2.0
18082,67,,2.0
18083,57,,2.0
18084,52,,2.0
18085,94,,2.0
18086,37,,2.0
18087,40,,2.0
18088,20,,2.0
18089,9,,2.0
18090,7,,2.0
18091,46,,2.0
18092,46,,2.0
18093,13,,2.0
18094,11,,2.0
18095,84,,1.0
18096,71,,2.0
18097,43,,2.0
18098,38,,2.0
18099,25,,2.0
18100,52,,2.0
18101,63,,2.0
18102,47,,2.0
18103,59,,2.0
18104,17,,2.0
18105,75,,2.0
18106,72,,2.0
18107,62,,2.0
18108,63,,2.0
18109,83,,2.0
18110,29,,2.0
18111,35,,2.0
18112,48,,2.0
18113,44,,2.0
18114,17,,2.0
18115,57,,2.0
18116,25,,2.0
18117,29,,2.0
18118,6,,2.0
18119,28,,2.0
18120,32,,2.0
18121,7,,2.0
18122,0,,
18123,31,,2.0
18124,25,,2.0
18125,14,,2.0
18126,4,,
18127,8,,2.0
18128,41,,2.0
18129,45,,2.0
18130,45,,2.0
18131,41,,2.0
18132,47,,2.0
18133,78,,1.0
18134,60,,2.0
18135,45,,2.0
18136,48,,2.0
18137,18,,2.0
18138,6,,2.0
18139,83,,2.0
18140,64,,2.0
18141,63,,2.0
18142,45,,2.0
18143,54,,2.0
18144,28,,2.0
18145,29,,2.0
18146,27,,2.0
18147,50,,2.0
18148,61,,2.0
18149,61,,1.0
18150,37,,2.0
18151,35,,2.0
18152,12,,2.0
18153,10,,2.0
18154,5,,1.0
18155,35,,2.0
18156,39,,2.0
18157,40,,2.0
18158,9,,2.0
18159,7,,2.0
18160,64,,2.0
18161,66,,1.0
18162,23,,2.0
18163,31,,2.0
18164,39,,2.0
18165,9,,2.0
18166,7,,2.0
18167,6,,2.0
18168,47,,2.0
18169,44,,2.0
18170,24,,2.0
18171,18,,2.0
18172,18,,2.0
18173,17,,2.0
18174,15,,2.0
18175,12,,2.0
18176,10,,2.0
18177,9,,2.0
18178,9,,2.0
18179,56,,2.0
18180,59,,2.0
18181,15,,2.0
18182,87,,2.0
18183,74,,2.0
18184,79,,2.0
18185,61,,2.0
18186,58,,2.0
18187,33,,2.0
18188,34,,2.0
18189,46,,2.0
18190,65,,2.0
18191,15,,2.0
18192,12,,2.0
18193,25,2011.0,2.0
18194,21,,2.0
18195,0,,
18196,86,,2.0
18197,35,,2.0
18198,35,,2.0
18199,15,,2.0
18200,5,,2.0
18201,58,1977.0,2.0
18202,36,,2.0
18203,65,,2.0
18204,30,,2.0
18205,31,,2.0
18206,6,,2.0
18207,4,,
18208,2,,
18209,54,,2.0
18210,56,,2.0
18211,82,,2.0
18212,77,,2.0
18213,52,,2.0
18214,49,,2.0
18215,28,,2.0
18216,24,,2.0
18217,57,,2.0
18218,55,,2.0
18219,51,,2.0
18220,49,,2.0
18221,34,,2.0
18222,74,,2.0
18223,42,,2.0
18224,22,,2.0
18225,22,,2.0
18226,51,,2.0
18227,57,,2.0
18228,21,,2.0
18229,19,,2.0
18230,52,,2.0
18231,43,,2.0
18232,10,,2.0
18233,4,,
18234,48,,2.0
18235,34,,2.0
18236,33,,2.0
18237,19,,2.0
18238,44,,2.0
18239,32,,2.0
18240,47,,2.0
18241,33,,2.0
18242,30,,2.0
18243,0,,
18244,10,,2.0
18245,5,,2.0
18246,21,,2.0
18247,65,,2.0
18248,53,,2.0
18249,63,,2.0
18250,66,,2.0
18251,62,,2.0
18252,66,,2.0
18253,69,,2.0
18254,69,,2.0
18255,32,,2.0
18256,69,,2.0
18257,25,,2.0
18258,24,,2.0
18259,2,,
18260,1,,
18261,25,,2.0
18262,68,,2.0
18263,86,,2.0
18264,82,,2.0
18265,88,,2.0
18266,86,,2.0
18267,61,,2.0
18268,61,,2.0
18269,77,,2.0
18270,74,,2.0
18271,57,,2.0
18272,55,,2.0
18273,66,,2.0
18274,70,,2.0
18275,69,,2.0
18276,70,,2.0
18277,68,,2.0
18278,69,,2.0
18279,78,,2.0
18280,70,,2.0
18281,43,,2.0
18282,46,,2.0
18283,49,,2.0
18284,48,,2.0
18285,48,,2.0
18286,41,,2.0
18287,15,,2.0
18288,16,,2.0
18289,13,,2.0
18290,10,,2.0
18291,59,,2.0
18292,55,,2.0
18293,24,,2.0
18294,65,,2.0
18295,55,,2.0
18296,59,,2.0
18297,28,,2.0
18298,80,,2.0
18299,20,,2.0
18300,25,,2.0
18301,26,,2.0
18302,63,,2.0
18303,27,2008.0,2.0
18304,26,,2.0
18305,7,,2.0
18306,5,,2.0
18307,30,,2.0
18308,32,,2.0
18309,52,,2.0
18310,50,,2.0
18311,82,,2.0
18312,23,,2.0
18313,79,,2.0
18314,82,,2.0
18315,69,,2.0
18316,45,2008.0,2.0
18317,48,,2.0
18318,70,2003.0,1.0
18319,63,,2.0
18320,58,,1.0
18321,56,,2.0
18322,33,,2.0
18323,44,,2.0
18324,8,,2.0
18325,6,,2.0
18326,49,,2.0
18327,50,,2.0
18328,56,,2.0
18329,54,,2.0
18330,37,,2.0
18331,16,,2.0
18332,13,,2.0
18333,46,,2.0
18334,45,,2.0
18335,18,,2.0
18336,13,,2.0
18337,74,,2.0
18338,51,,2.0
18339,54,,1.0
18340,35,,2.0
18341,80,,2.0
18342,80,,2.0
18343,22,,2.0
18344,20,,2.0
18345,77,,2.0
18346,42,,2.0
18347,28,,2.0
18348,50,,2.0
18349,44,,2.0
18350,43,,2.0
18351,61,,2.0
18352,72,,2.0
18353,79,,2.0
18354,45,,2.0
18355,36,,2.0
18356,36,,2.0
18357,12,,2.0
18358,10,,2.0
18359,4,,
18360,29,,2.0
18361,9,,2.0
18362,7,,2.0
18363,56,1986.0,2.0
18364,94,,1.0
18365,80,1995.0,1.0
18366,60,,1.0
18367,80,2012.0,1.0
18368,21,,2.0
18369,36,,2.0
18370,14,,2.0
18371,9,,2.0
18372,8,,2.0
18373,80,,2.0
18374,29,,2.0
18375,25,,2.0
18376,0,,
18377,4,,
18378,20,,2.0
18379,38,,2.0
18380,41,,2.0
18381,6,,2.0
18382,5,,2.0
18383,2,,
18384,73,,2.0
18385,40,,2.0
18386,40,,2.0
18387,13,,2.0
18388,6,,2.0
18389,60,,2.0
18390,66,,2.0
18391,70,,2.0
18392,43,,2.0
18393,54,,2.0
18394,38,,2.0
18395,35,,2.0
18396,7,,2.0
18397,5,,2.0
18398,22,,2.0
18399,5,,2.0
18400,25,,2.0
18401,69,,2.0
18402,52,,2.0
18403,40,,2.0
18404,5,,2.0
18405,50,,2.0
18406,64,,2.0
18407,29,,2.0
18408,26,,2.0
18409,4,,
18410,3,,
18411,32,,2.0
18412,53,,2.0
18413,53,,2.0
18414,26,,2.0
18415,16,,2.0
18416,25,,2.0
18417,24,,2.0
18418,69,,2.0
18419,74,,2.0
18420,61,,2.0
18421,55,,2.0
18422,51,,2.0
18423,54,,2.0
18424,28,,2.0
18425,25,,2.0
18426,19,,2.0
18427,30,,2.0
18428,30,,2.0
18429,9,,2.0
18430,8,,2.0
18431,3,,
18432,39,,2.0
18433,42,,2.0
18434,17,,2.0
18435,12,,2.0
18436,25,,2.0
18437,20,,2.0
18438,1,,
18439,50,,2.0
18440,22,,2.0
18441,73,,2.0
18442,81,,2.0
18443,53,,2.0
18444,52,,2.0
18445,69,,2.0
18446,72,,2.0
18447,75,,2.0
18448,68,1986.0,1.0
18449,38,,2.0
18450,36,,2.0
18451,35,,2.0
18452,38,,2.0
18453,16,,2.0
18454,11,,2.0
18455,7,,2.0
18456,59,,2.0
18457,56,,2.0
18458,53,,2.0
18459,51,,2.0
18460,21,,2.0
18461,40,,2.0
18462,53,,2.0
18463,54,,2.0
18464,33,,2.0
18465,34,,2.0
18466,9,,2.0
18467,7,,2.0
18468,5,,2.0
18469,4,,
18470,57,,2.0
18471,65,,2.0
18472,65,,2.0
18473,56,,2.0
18474,56,,2.0
18475,79,,2.0
18476,85,,2.0
18477,34,,2.0
18478,79,,1.0
18479,44,,2.0
18480,44,,2.0
18481,16,,2.0
18482,13,,2.0
18483,9,,2.0
18484,58,,2.0
18485,33,,2.0
18486,32,,2.0
18487,12,,2.0
18488,9,,2.0
18489,6,,2.0
18490,31,,2.0
18491,29,,2.0
18492,1,,
18493,29,,2.0
18494,32,,2.0
18495,6,,2.0
18496,34,,2.0
18497,32,,2.0
18498,11,,2.0
18499,7,,1.0
18500,38,,2.0
18501,48,,2.0
18502,15,,2.0
18503,65,,2.0
18504,65,,2.0
18505,69,,2.0
18506,45,,2.0
18507,21,,2.0
18508,19,,2.0
18509,25,,2.0
18510,22,,2.0
18511,50,,2.0
18512,16,,2.0
18513,27,,2.0
18514,63,,2.0
18515,61,,2.0
18516,41,,1.0
18517,18,,2.0
18518,39,,2.0
18519,24,,2.0
18520,25,,2.0
18521,55,,2.0
18522,24,,2.0
18523,27,,2.0
18524,4,,
18525,1,,
18526,35,,2.0
18527,36,,2.0
18528,3,,
18529,0,,
18530,0,,
18531,52,,2.0
18532,19,,2.0
18533,16,,2.0
18534,33,,2.0
18535,94,,2.0
18536,61,,2.0
18537,52,,2.0
18538,19,,2.0
18539,17,,2.0
18540,15,,2.0
18541,71,,2.0
18542,20,,2.0
18543,69,,2.0
18544,33,,2.0
18545,27,,2.0
18546,2,,
18547,0,,
18548,66,,2.0
18549,64,,2.0
18550,22,,2.0
18551,24,,2.0
18552,3,,
18553,0,,
18554,40,,2.0
18555,40,,2.0
18556,38,,2.0
18557,18,,2.0
18558,13,,2.0
18559,13,,2.0
18560,10,,2.0
18561,24,,2.0
18562,43,,2.0
18563,47,,2.0
18564,40,,2.0
18565,17,,2.0
18566,15,,2.0
18567,13,,2.0
18568,10,,2.0
18569,29,,2.0
18570,28,,2.0
18571,30,,2.0
18572,29,,2.0
18573,0,,
18574,33,,2.0
18575,32,,2.0
18576,9,,2.0
18577,6,,2.0
18578,3,,
18579,1,,
18580,23,,2.0
18581,63,,2.0
18582,85,,2.0
18583,80,,2.0
18584,28,,2.0
18585,26,,2.0
18586,55,,2.0
18587,56,,2.0
18588,51,,2.0
18589,49,,2.0
18590,22,,2.0
18591,16,,2.0
18592,13,,2.0
18593,61,,2.0
18594,72,,2.0
18595,73,,2.0
18596,94,,2.0
18597,51,,2.0
18598,52,,2.0
18599,50,,2.0
18600,58,,2.0
18601,60,,2.0
18602,59,,2.0
18603,52,,2.0
18604,20,,2.0
18605,32,,2.0
18606,26,,2.0
18607,1,,
18608,82,,2.0
18609,84,,2.0
18610,85,,2.0
18611,31,,2.0
18612,69,,2.0
18613,68,,2.0
18614,19,,2.0
18615,47,,2.0
18616,75,,2.0
18617,38,,2.0
18618,9,,2.0
18619,3,,
18620,0,,
18621,31,,2.0
18622,36,,2.0
18623,6,,2.0
18624,23,,2.0
18625,51,,2.0
18626,52,,2.0
18627,20,,2.0
18628,58,,2.0
18629,63,,2.0
18630,38,,2.0
18631,82,,1.0
18632,71,2001.0,2.0
18633,69,,2.0
18634,45,,2.0
18635,84,,2.0
18636,64,,2.0
18637,65,,2.0
18638,39,,2.0
18639,36,,2.0
18640,3,,
18641,2,,
18642,13,,2.0
18643,15,,2.0
18644,38,,2.0
18645,39,,1.0
18646,41,,2.0
18647,16,,2.0
18648,41,,2.0
18649,41,,2.0
18650,7,,2.0
18651,4,,
18652,28,,2.0
18653,26,,2.0
18654,4,,
18655,2,,
18656,39,,2.0
18657,30,,2.0
18658,2,,
18659,0,,
18660,46,,2.0
18661,23,,2.0
18662,23,,2.0
18663,69,,2.0
18664,52,,2.0
18665,51,,2.0
18666,21,,2.0
18667,18,,2.0
18668,52,,2.0
18669,88,,2.0
18670,57,,2.0
18671,62,,2.0
18672,19,,2.0
18673,82,,2.0
18674,52,,2.0
18675,77,,2.0
18676,15,,2.0
18677,43,,2.0
18678,32,,2.0
18679,17,,2.0
18680,9,,2.0
18681,3,,
18682,50,1975.0,2.0
18683,70,,2.0
18684,26,,2.0
18685,70,,2.0
18686,68,,2.0
18687,41,,2.0
18688,41,,2.0
18689,19,,2.0
18690,17,,2.0
18691,2,,
18692,21,,2.0
18693,60,,2.0
18694,69,,2.0
18695,59,,2.0
18696,34,,2.0
18697,30,,2.0
18698,5,,2.0
18699,2,,
18700,29,,2.0
18701,33,,2.0
18702,3,,
18703,1,,
18704,62,,2.0
18705,57,,2.0
18706,61,,2.0
18707,60,,2.0
18708,25,,2.0
18709,44,,2.0
18710,43,1998.0,2.0
18711,9,,2.0
18712,34,,2.0
18713,27,,2.0
18714,7,,2.0
18715,6,,2.0
18716,4,,
18717,33,,2.0
18718,43,,2.0
18719,17,,2.0
18720,29,,2.0
18721,7,,2.0
18722,6,,2.0
18723,2,,
18724,30,,2.0
18725,63,,2.0
18726,66,,2.0
18727,54,,2.0
18728,30,,2.0
18729,57,,2.0
18730,61,,2.0
18731,63,,2.0
18732,49,,2.0
18733,49,,2.0
18734,89,,2.0
18735,23,,2.0
18736,30,,2.0
18737,24,,2.0
18738,51,,2.0
18739,24,,2.0
18740,15,,2.0
18741,7,,1.0
18742,3,,
18743,34,,2.0
18744,34,,2.0
18745,12,,2.0
18746,10,,2.0
18747,8,,2.0
18748,6,,2.0
18749,3,,
18750,0,,
18751,26,,2.0
18752,5,,2.0
18753,4,,
18754,44,,2.0
18755,44,,2.0
18756,94,,2.0
18757,54,,2.0
18758,53,,2.0
18759,62,,2.0
18760,58,,2.0
18761,65,,2.0
18762,57,,2.0
18763,24,,2.0
18764,48,,2.0
18765,72,,2.0
18766,68,,2.0
18767,68,,2.0
18768,67,,2.0
18769,31,,2.0
18770,83,,2.0
18771,67,,2.0
18772,67,,2.0
18773,60,,2.0
18774,43,,2.0
18775,46,,2.0
18776,35,,2.0
18777,18,,2.0
18778,2,,
18779,46,,2.0
18780,14,,2.0
18781,19,,2.0
18782,31,,2.0
18783,34,,2.0
18784,8,,2.0
18785,7,,2.0
18786,5,,2.0
18787,4,,
18788,2,,
18789,0,,
18790,47,,2.0
18791,48,,2.0
18792,16,,2.0
18793,18,,2.0
18794,58,,2.0
18795,64,,2.0
18796,64,,2.0
18797,66,,2.0
18798,35,,2.0
18799,85,,2.0
18800,73,,2.0
18801,25,,2.0
18802,38,,2.0
18803,36,,2.0
18804,4,,
18805,63,,2.0
18806,63,,2.0
18807,81,,1.0
18808,62,,2.0
18809,63,,2.0
18810,36,,2.0
18811,37,,2.0
18812,55,,2.0
18813,56,,2.0
18814,82,,2.0
18815,82,,2.0
18816,55,,2.0
18817,17,,2.0
18818,55,,2.0
18819,85,,2.0
18820,34,,2.0
18821,37,,2.0
18822,50,,2.0
18823,58,,2.0
18824,22,,2.0
18825,76,,2.0
18826,29,,2.0
18827,27,,2.0
18828,2,,
18829,7,,2.0
18830,58,1988.0,2.0
18831,72,,2.0
18832,69,,2.0
18833,45,,2.0
18834,46,,2.0
18835,17,,2.0
18836,48,,2.0
18837,44,,2.0
18838,10,,2.0
18839,6,,2.0
18840,64,1969.0,2.0
18841,62,2008.0,2.0
18842,24,,2.0
18843,48,,2.0
18844,45,,2.0
18845,32,,2.0
18846,30,,2.0
18847,6,,2.0
18848,4,,
18849,1,,
18850,65,,1.0
18851,24,,2.0
18852,20,,2.0
18853,53,,2.0
18854,58,,2.0
18855,78,,2.0
18856,43,,2.0
18857,43,,2.0
18858,17,,2.0
18859,17,,2.0
18860,15,,2.0
18861,59,,2.0
18862,44,,2.0
18863,21,,2.0
18864,18,,2.0
18865,16,,2.0
18866,68,,2.0
18867,3,,
18868,0,,
18869,68,,2.0
18870,61,,2.0
18871,55,,2.0
18872,36,,2.0
18873,34,,2.0
18874,5,,2.0
18875,3,,
18876,71,,2.0
18877,47,,2.0
18878,41,,2.0
18879,33,,2.0
18880,74,,2.0
18881,33,,2.0
18882,56,,2.0
18883,52,,2.0
18884,69,,2.0
18885,61,,2.0
18886,40,,2.0
18887,36,,2.0
18888,14,,2.0
18889,14,,2.0
18890,15,,2.0
18891,38,,2.0
18892,39,,2.0
18893,55,,2.0
18894,21,,2.0
18895,23,2008.0,2.0
18896,25,,2.0
18897,69,,2.0
18898,52,,2.0
18899,52,,2.0
18900,17,,2.0
18901,15,,2.0
18902,32,,2.0
18903,36,,2.0
18904,8,,2.0
18905,5,,2.0
18906,56,,2.0
18907,62,,2.0
18908,58,,2.0
18909,59,,2.0
18910,62,,2.0
18911,56,,2.0
18912,33,,2.0
18913,35,,2.0
18914,0,,
18915,2,,
18916,30,,2.0
18917,72,,2.0
18918,42,,2.0
18919,40,,2.0
18920,18,,2.0
18921,14,,2.0
18922,77,,2.0
18923,81,,2.0
18924,18,,2.0
18925,26,,2.0
18926,23,,2.0
18927,2,,
18928,0,,
18929,40,,2.0
18930,60,,2.0
18931,17,,2.0
18932,15,,2.0
18933,11,,2.0
18934,94,,2.0
18935,83,,2.0
18936,83,,2.0
18937,82,,2.0
18938,85,,1.0
18939,66,,2.0
18940,50,,2.0
18941,57,,2.0
18942,20,,2.0
18943,43,,2.0
18944,46,,2.0
18945,15,,2.0
18946,64,,2.0
18947,58,,2.0
18948,76,,2.0
18949,39,,2.0
18950,43,,2.0
18951,50,,2.0
18952,75,,2.0
18953,72,,2.0
18954,53,,2.0
18955,58,,2.0
18956,58,1970.0,2.0
18957,49,,2.0
18958,56,,2.0
18959,30,,2.0
18960,30,,2.0
18961,4,,
18962,2,,
18963,0,,
18964,0,,
18965,67,,2.0
18966,59,,2.0
18967,61,,2.0
18968,52,,2.0
18969,52,,2.0
18970,38,,2.0
18971,25,,2.0
18972,6,,2.0
18973,2,,
18974,66,,2.0
18975,66,1978.0,2.0
18976,60,,2.0
18977,75,,2.0
18978,31,,2.0
18979,31,,2.0
18980,4,,
18981,1,,
18982,59,,2.0
18983,59,,2.0
18984,40,,2.0
18985,49,,2.0
18986,17,,2.0
18987,14,,2.0
18988,41,,2.0
18989,37,,2.0
18990,66,,2.0
18991,78,,2.0
18992,22,,2.0
18993,66,,2.0
18994,63,,2.0
18995,73,,2.0
18996,34,,2.0
18997,49,,2.0
18998,74,,1.0
18999,73,,2.0
19000,65,,2.0
19001,35,,2.0
19002,34,,2.0
19003,24,,2.0
19004,29,,2.0
19005,1,,
19006,29,,2.0
19007,27,,2.0
19008,6,,2.0
19009,5,,2.0
19010,3,,
19011,1,,
19012,30,,2.0
19013,10,,2.0
19014,7,,1.0
19015,23,,2.0
19016,51,,2.0
19017,64,,2.0
19018,49,,1.0
19019,85,,2.0
19020,18,,2.0
19021,23,,2.0
19022,27,,2.0
19023,54,,2.0
19024,41,,2.0
19025,15,,2.0
19026,2,,
19027,47,,2.0
19028,51,,2.0
19029,18,,2.0
19030,22,,2.0
19031,22,,2.0
19032,19,,2.0
19033,74,,2.0
19034,50,,2.0
19035,24,,2.0
19036,27,,2.0
19037,1,,
19038,51,,2.0
19039,79,,2.0
19040,76,,2.0
19041,31,,2.0
19042,24,,2.0
19043,3,,
19044,1,,
19045,35,,2.0
19046,35,,2.0
19047,10,,2.0
19048,8,,2.0
19049,6,,2.0
19050,3,,
19051,46,,2.0
19052,39,,2.0
19053,10,,2.0
19054,6,,2.0
19055,2,,
19056,30,,2.0
19057,23,,2.0
19058,2,,
19059,62,,2.0
19060,62,,2.0
19061,36,,2.0
19062,34,,2.0
19063,9,,2.0
19064,7,,2.0
19065,4,,
19066,22,,2.0
19067,4,,
19068,2,,
19069,22,,2.0
19070,45,,2.0
19071,50,,2.0
19072,22,,2.0
19073,39,,2.0
19074,40,,2.0
19075,14,,2.0
19076,9,,2.0
19077,84,,2.0
19078,68,,2.0
19079,66,,2.0
19080,20,,2.0
19081,20,,2.0
19082,19,,2.0
19083,18,,2.0
19084,55,,2.0
19085,55,,2.0
19086,40,,2.0
19087,14,,2.0
19088,10,,2.0
19089,27,,2.0
19090,29,,2.0
19091,58,,2.0
19092,60,,2.0
19093,51,,2.0
19094,54,,2.0
19095,58,,2.0
19096,51,,2.0
19097,51,,2.0
19098,54,,2.0
19099,17,,2.0
19100,16,,2.0
19101,70,,2.0
19102,43,,2.0
19103,46,,2.0
19104,14,,2.0
19105,11,,2.0
19106,38,,2.0
19107,42,,2.0
19108,16,,2.0
19109,53,,2.0
19110,35,,2.0
19111,22,,2.0
19112,49,,2.0
19113,54,,2.0
19114,56,,2.0
19115,32,,2.0
19116,28,,2.0
19117,59,,2.0
19118,61,,2.0
19119,55,,2.0
19120,52,,2.0
19121,37,,2.0
19122,37,,2.0
19123,18,,2.0
19124,13,,2.0
19125,31,,2.0
19126,38,,2.0
19127,7,,2.0
19128,3,,
19129,1,,
19130,16,,2.0
19131,13,,2.0
19132,74,,2.0
19133,77,,2.0
19134,67,,2.0
19135,51,,2.0
19136,53,,2.0
19137,53,,2.0
19138,74,,2.0
19139,41,,2.0
19140,21,,2.0
19141,16,,2.0
19142,13,,2.0
19143,34,,2.0
19144,34,,2.0
19145,6,,2.0
19146,4,,
19147,15,,2.0
19148,8,,2.0
19149,7,,2.0
19150,38,2007.0,2.0
19151,39,2007.0,2.0
19152,18,2007.0,2.0
19153,8,,2.0
19154,47,,2.0
19155,58,,2.0
19156,15,,2.0
19157,15,,2.0
19158,13,,2.0
19159,10,,2.0
19160,45,,2.0
19161,40,,2.0
19162,17,,2.0
19163,12,,2.0
19164,10,,2.0
19165,49,,2.0
19166,52,,2.0
19167,47,,2.0
19168,45,,2.0
19169,59,,2.0
19170,60,,2.0
19171,31,,2.0
19172,28,,2.0
19173,4,,
19174,3,,
19175,0,,
19176,90,,1.0
19177,34,,2.0
19178,34,,2.0
19179,3,,
19180,72,,2.0
19181,49,,2.0
19182,86,,2.0
19183,44,,2.0
19184,42,,2.0
19185,8,,2.0
19186,31,,2.0
19187,33,,2.0
19188,8,,2.0
19189,6,,2.0
19190,2,,
19191,28,,2.0
19192,34,,2.0
19193,6,,2.0
19194,4,,
19195,57,,2.0
19196,57,,2.0
19197,33,,2.0
19198,60,,2.0
19199,63,,2.0
19200,57,,2.0
19201,44,,2.0
19202,74,,2.0
19203,88,,1.0
19204,36,,2.0
19205,35,,2.0
19206,12,,2.0
19207,10,,2.0
19208,8,,2.0
19209,6,,2.0
19210,4,,
19211,29,,2.0
19212,32,,2.0
19213,12,,2.0
19214,9,,2.0
19215,5,,2.0
19216,54,,2.0
19217,59,,2.0
19218,32,,2.0
19219,37,,2.0
19220,12,,2.0
19221,10,,2.0
19222,9,,2.0
19223,0,,
19224,8,,2.0
19225,73,,2.0
19226,74,,2.0
19227,19,,2.0
19228,47,,2.0
19229,13,,2.0
19230,10,,2.0
19231,7,,2.0
19232,47,,2.0
19233,44,,2.0
19234,17,,2.0
19235,14,,2.0
19236,12,,2.0
19237,11,,2.0
19238,9,,2.0
19239,78,,2.0
19240,74,,2.0
19241,19,,2.0
19242,46,,2.0
19243,20,,2.0
19244,20,,2.0
19245,0,,
19246,24,,1.0
19247,24,,2.0
19248,51,,2.0
19249,82,,2.0
19250,53,,2.0
19251,88,,2.0
19252,49,,2.0
19253,49,,2.0
19254,16,,2.0
19255,48,,2.0
19256,76,,1.0
19257,46,,2.0
19258,39,,2.0
19259,1,,
19260,13,,2.0
19261,10,,2.0
19262,50,,2.0
19263,84,,2.0
19264,49,,2.0
19265,51,,2.0
19266,10,,2.0
19267,33,,2.0
19268,11,,2.0
19269,8,,2.0
19270,39,,2.0
19271,66,,2.0
19272,61,,2.0
19273,61,,2.0
19274,81,,2.0
19275,48,,2.0
19276,46,,2.0
19277,38,,2.0
19278,75,,2.0
19279,61,,2.0
19280,65,,2.0
19281,58,,2.0
19282,56,,2.0
19283,59,,2.0
19284,54,,2.0
19285,51,,2.0
19286,18,,2.0
19287,32,,2.0
19288,29,,2.0
19289,4,,
19290,0,,
19291,50,,2.0
19292,49,,2.0
19293,21,,2.0
19294,21,,2.0
19295,73,,2.0
19296,54,,2.0
19297,15,,2.0
19298,54,,2.0
19299,47,,2.0
19300,20,,2.0
19301,31,,2.0
19302,69,,2.0
19303,48,,2.0
19304,7,,2.0
19305,32,,2.0
19306,34,,2.0
19307,24,,2.0
19308,69,,2.0
19309,73,,2.0
19310,67,,2.0
19311,82,,2.0
19312,58,,2.0
19313,61,,2.0
19314,35,,2.0
19315,34,,2.0
19316,8,,2.0
19317,3,,
19318,23,,2.0
19319,2,,
19320,26,,2.0
19321,30,,2.0
19322,50,,2.0
19323,56,,2.0
19324,20,,2.0
19325,32,,2.0
19326,54,,1.0
19327,73,,2.0
19328,69,,2.0
19329,70,,2.0
19330,61,,2.0
19331,24,,2.0
19332,24,,2.0
19333,37,,2.0
19334,43,1975.0,2.0
19335,11,,2.0
19336,9,,2.0
19337,55,,2.0
19338,59,,2.0
19339,18,,2.0
19340,16,,2.0
19341,59,,2.0
19342,58,,2.0
19343,45,,2.0
19344,48,,1.0
19345,14,,2.0
