,SEMP,SEX,SSIP,WKHP,WKL
23277,0.0,2,0.0,40.0,1.0
23278,0.0,1,0.0,40.0,1.0
23279,0.0,1,0.0,35.0,1.0
23280,0.0,1,0.0,25.0,1.0
23281,0.0,1,0.0,20.0,1.0
23282,0.0,1,8000.0,3.0,1.0
23283,0.0,1,8100.0,,2.0
23284,0.0,1,8100.0,3.0,1.0
23285,0.0,1,0.0,80.0,1.0
23286,0.0,2,0.0,40.0,1.0
23287,0.0,1,0.0,18.0,1.0
23288,0.0,1,0.0,,3.0
23289,0.0,2,0.0,,3.0
23290,0.0,2,0.0,50.0,1.0
23291,0.0,1,0.0,28.0,1.0
23292,0.0,2,0.0,40.0,1.0
23293,7400.0,1,0.0,50.0,1.0
23294,,2,,,
23295,,2,,,
23296,,2,,,
23297,0.0,1,0.0,,2.0
23298,0.0,2,0.0,40.0,1.0
23299,0.0,2,0.0,40.0,1.0
23300,80000.0,1,0.0,50.0,1.0
23301,0.0,2,0.0,25.0,1.0
23302,0.0,1,0.0,40.0,1.0
23303,18100.0,2,0.0,40.0,1.0
23304,0.0,2,0.0,,2.0
23305,0.0,2,0.0,,2.0
23306,0.0,1,0.0,40.0,1.0
23307,0.0,2,0.0,,3.0
23308,30000.0,1,0.0,40.0,1.0
23309,10000.0,1,0.0,99.0,1.0
23310,0.0,2,0.0,,2.0
23311,700.0,1,0.0,60.0,1.0
23312,,1,,,
23313,0.0,2,0.0,,2.0
23314,0.0,2,0.0,22.0,1.0
23315,0.0,1,0.0,50.0,1.0
23316,0.0,2,0.0,45.0,1.0
23317,0.0,1,0.0,50.0,1.0
23318,0.0,2,0.0,40.0,1.0
23319,0.0,1,0.0,40.0,1.0
23320,0.0,2,0.0,17.0,1.0
23321,,1,,,
23322,0.0,2,0.0,4.0,1.0
23323,0.0,1,0.0,,3.0
23324,0.0,2,15000.0,,2.0
23325,0.0,1,0.0,40.0,1.0
23326,0.0,1,0.0,50.0,1.0
23327,0.0,2,0.0,,3.0
23328,0.0,2,0.0,,
23329,,2,,,
23330,,1,,,
23331,,2,,,
23332,0.0,1,0.0,,2.0
23333,0.0,2,0.0,,3.0
23334,0.0,2,0.0,25.0,1.0
23335,0.0,1,0.0,,3.0
23336,0.0,2,0.0,,3.0
23337,0.0,2,0.0,30.0,1.0
23338,56000.0,1,0.0,8.0,1.0
23339,0.0,1,0.0,40.0,1.0
23340,0.0,2,0.0,,2.0
23341,,2,,,
23342,,1,,,
23343,0.0,2,0.0,,3.0
23344,14400.0,1,0.0,45.0,1.0
23345,0.0,2,0.0,40.0,1.0
23346,0.0,2,0.0,40.0,1.0
23347,0.0,1,0.0,30.0,1.0
23348,,1,,,
23349,,2,,,
23350,1800.0,1,0.0,15.0,1.0
23351,0.0,2,0.0,,3.0
23352,0.0,1,0.0,24.0,1.0
23353,0.0,2,0.0,30.0,1.0
23354,0.0,1,0.0,34.0,1.0
23355,0.0,2,0.0,32.0,1.0
23356,0.0,1,0.0,40.0,1.0
23357,0.0,1,0.0,,3.0
23358,0.0,2,0.0,,3.0
23359,0.0,1,0.0,40.0,1.0
23360,6300.0,2,0.0,8.0,1.0
23361,,1,,,
23362,,2,,,
23363,0.0,2,0.0,,3.0
23364,0.0,2,0.0,40.0,1.0
23365,,2,,,
23366,,1,,,
23367,0.0,1,0.0,,3.0
23368,0.0,2,0.0,,3.0
23369,0.0,2,0.0,,3.0
23370,0.0,2,0.0,,3.0
23371,0.0,1,0.0,,3.0
23372,0.0,1,0.0,40.0,1.0
23373,0.0,2,0.0,40.0,1.0
23374,960.0,2,0.0,20.0,1.0
23375,0.0,1,0.0,40.0,1.0
23376,,1,,,
23377,,1,,,
23378,,2,,,
23379,,1,,,
23380,0.0,2,0.0,45.0,1.0
23381,0.0,1,0.0,70.0,1.0
23382,0.0,1,0.0,,3.0
23383,0.0,1,0.0,25.0,1.0
23384,0.0,2,0.0,,2.0
23385,0.0,1,0.0,31.0,1.0
23386,0.0,2,0.0,,2.0
23387,,2,,,
23388,0.0,2,0.0,30.0,1.0
23389,0.0,1,0.0,40.0,1.0
23390,0.0,1,0.0,40.0,1.0
23391,0.0,2,0.0,40.0,1.0
23392,,2,,,
23393,,1,,,
23394,0.0,1,0.0,50.0,1.0
23395,0.0,2,0.0,32.0,1.0
23396,0.0,1,0.0,37.0,1.0
23397,0.0,2,0.0,,3.0
23398,13000.0,1,0.0,40.0,1.0
23399,0.0,1,0.0,,3.0
23400,0.0,1,0.0,,3.0
23401,0.0,2,0.0,70.0,1.0
23402,0.0,2,0.0,,2.0
23403,0.0,1,0.0,40.0,1.0
23404,0.0,2,0.0,,3.0
23405,0.0,1,0.0,40.0,1.0
23406,0.0,2,0.0,40.0,1.0
23407,,1,,,
23408,0.0,2,0.0,25.0,1.0
23409,0.0,2,0.0,40.0,1.0
23410,0.0,1,0.0,40.0,1.0
23411,0.0,1,0.0,,
23412,,1,,,
23413,,1,,,
23414,0.0,1,0.0,,2.0
23415,0.0,1,0.0,,3.0
23416,0.0,1,0.0,40.0,1.0
23417,0.0,2,0.0,40.0,1.0
23418,,1,,,
23419,0.0,1,0.0,,2.0
23420,0.0,2,0.0,29.0,1.0
23421,,1,,,
23422,0.0,2,0.0,,3.0
23423,0.0,1,0.0,60.0,1.0
23424,0.0,1,0.0,50.0,1.0
23425,0.0,1,0.0,20.0,1.0
23426,0.0,1,0.0,40.0,1.0
23427,0.0,2,0.0,40.0,1.0
23428,0.0,1,0.0,40.0,1.0
23429,0.0,1,0.0,,3.0
23430,,1,,,
23431,0.0,2,0.0,,2.0
23432,0.0,1,0.0,30.0,1.0
23433,0.0,2,0.0,40.0,1.0
23434,0.0,1,0.0,,2.0
23435,0.0,2,0.0,50.0,1.0
23436,145000.0,1,0.0,40.0,1.0
23437,0.0,2,0.0,,3.0
23438,0.0,2,0.0,12.0,1.0
23439,0.0,1,0.0,50.0,1.0
23440,0.0,2,0.0,,2.0
23441,0.0,2,0.0,40.0,1.0
23442,6000.0,1,0.0,40.0,1.0
23443,0.0,1,0.0,,3.0
23444,0.0,2,0.0,,3.0
23445,0.0,1,0.0,55.0,1.0
23446,0.0,2,0.0,25.0,1.0
23447,,1,,,
23448,0.0,2,0.0,,3.0
23449,0.0,2,0.0,40.0,1.0
23450,0.0,1,8600.0,,3.0
23451,0.0,2,12600.0,,2.0
23452,0.0,1,0.0,40.0,1.0
23453,0.0,1,0.0,,3.0
23454,0.0,2,0.0,40.0,1.0
23455,0.0,1,0.0,50.0,1.0
23456,16000.0,2,0.0,40.0,1.0
23457,,1,,,
23458,,2,,,
23459,0.0,2,0.0,55.0,1.0
23460,,2,,,
23461,0.0,1,10400.0,,3.0
23462,35000.0,2,0.0,35.0,1.0
23463,0.0,2,0.0,40.0,1.0
23464,0.0,1,0.0,50.0,1.0
23465,0.0,1,0.0,40.0,1.0
23466,0.0,2,0.0,,3.0
23467,,1,,,
23468,,2,,,
23469,,1,,,
23470,,1,,,
23471,,1,,,
23472,,1,,,
23473,0.0,2,0.0,,
23474,0.0,1,0.0,,3.0
23475,0.0,2,0.0,4.0,1.0
23476,0.0,2,0.0,45.0,1.0
23477,,1,,,
23478,0.0,2,0.0,,3.0
23479,0.0,1,0.0,,
23480,,2,,,
23481,17000.0,2,0.0,20.0,1.0
23482,11500.0,1,0.0,15.0,1.0
23483,0.0,2,0.0,,3.0
23484,0.0,1,0.0,80.0,1.0
23485,0.0,2,0.0,45.0,1.0
23486,,1,,,
23487,,2,,,
23488,0.0,2,0.0,,
23489,0.0,1,0.0,40.0,1.0
23490,0.0,2,0.0,,3.0
23491,0.0,2,0.0,,3.0
23492,0.0,1,0.0,60.0,1.0
23493,,2,,,
23494,,1,,,
23495,,2,,,
23496,,1,,,
23497,0.0,2,0.0,35.0,1.0
23498,,1,,,
23499,0.0,2,0.0,40.0,1.0
23500,0.0,2,0.0,,3.0
23501,0.0,2,0.0,41.0,1.0
23502,0.0,1,0.0,70.0,1.0
23503,0.0,2,0.0,,3.0
23504,0.0,2,0.0,36.0,1.0
23505,0.0,2,0.0,40.0,1.0
23506,0.0,1,0.0,60.0,1.0
23507,0.0,1,0.0,40.0,1.0
23508,0.0,2,0.0,20.0,1.0
23509,,1,,,
23510,,2,,,
23511,0.0,1,0.0,30.0,1.0
23512,0.0,2,0.0,80.0,1.0
23513,0.0,1,0.0,40.0,1.0
23514,0.0,2,0.0,12.0,1.0
23515,0.0,1,0.0,40.0,1.0
23516,0.0,2,0.0,40.0,1.0
23517,0.0,2,0.0,10.0,1.0
23518,0.0,1,0.0,,3.0
23519,0.0,2,0.0,36.0,1.0
23520,22000.0,2,0.0,40.0,1.0
23521,0.0,1,0.0,40.0,1.0
23522,0.0,1,0.0,30.0,1.0
23523,0.0,1,0.0,50.0,1.0
23524,0.0,1,0.0,60.0,1.0
23525,0.0,2,0.0,,3.0
23526,0.0,1,0.0,40.0,1.0
23527,0.0,1,0.0,50.0,1.0
23528,0.0,2,0.0,50.0,1.0
23529,0.0,2,30000.0,25.0,1.0
23530,,2,,,
23531,,2,,,
23532,0.0,1,0.0,60.0,1.0
23533,0.0,1,0.0,50.0,1.0
23534,0.0,2,0.0,,3.0
23535,0.0,1,0.0,50.0,1.0
23536,0.0,1,0.0,50.0,1.0
23537,0.0,2,0.0,18.0,1.0
23538,0.0,2,0.0,40.0,1.0
23539,0.0,1,0.0,50.0,1.0
23540,0.0,2,0.0,40.0,1.0
23541,,1,,,
23542,,2,,,
23543,,1,,,
23544,0.0,2,0.0,15.0,1.0
23545,0.0,1,0.0,50.0,1.0
23546,,2,,,
23547,,1,,,
23548,,1,,,
23549,0.0,2,0.0,10.0,1.0
23550,0.0,1,0.0,,2.0
23551,,1,,,
23552,0.0,1,0.0,,3.0
23553,0.0,2,0.0,,3.0
23554,55000.0,2,0.0,40.0,1.0
23555,0.0,1,0.0,53.0,1.0
23556,0.0,2,0.0,,3.0
23557,0.0,1,0.0,,2.0
23558,0.0,1,0.0,40.0,1.0
23559,0.0,2,0.0,,3.0
23560,0.0,2,0.0,40.0,1.0
23561,0.0,1,0.0,40.0,1.0
23562,,2,,,
23563,,1,,,
23564,0.0,1,0.0,40.0,1.0
23565,0.0,2,0.0,35.0,1.0
23566,,2,,,
23567,,1,,,
23568,0.0,2,0.0,36.0,1.0
23569,0.0,1,0.0,,3.0
23570,0.0,2,0.0,25.0,1.0
23571,0.0,2,0.0,40.0,1.0
23572,18000.0,2,0.0,44.0,1.0
23573,,2,,,
23574,,2,,,
23575,0.0,2,0.0,,2.0
23576,0.0,1,0.0,,3.0
23577,0.0,1,0.0,,2.0
23578,0.0,2,0.0,,3.0
23579,0.0,2,0.0,32.0,1.0
23580,0.0,1,0.0,40.0,1.0
23581,0.0,2,0.0,10.0,1.0
23582,0.0,2,0.0,35.0,1.0
23583,0.0,2,0.0,,3.0
23584,0.0,2,0.0,,3.0
23585,0.0,2,7200.0,,3.0
23586,0.0,2,0.0,,3.0
23587,0.0,2,0.0,30.0,1.0
23588,0.0,2,0.0,,
23589,0.0,2,0.0,32.0,1.0
23590,0.0,1,0.0,32.0,1.0
23591,0.0,1,0.0,40.0,1.0
23592,0.0,1,0.0,,3.0
23593,0.0,1,0.0,,2.0
23594,0.0,2,0.0,,2.0
23595,0.0,1,0.0,,3.0
23596,0.0,2,0.0,,3.0
23597,20000.0,1,0.0,56.0,1.0
23598,,1,,,
23599,,1,,,
23600,,2,,,
23601,0.0,2,0.0,40.0,1.0
23602,0.0,1,0.0,,3.0
23603,0.0,1,0.0,20.0,1.0
23604,0.0,2,0.0,,3.0
23605,0.0,1,0.0,,3.0
23606,0.0,1,0.0,40.0,1.0
23607,0.0,2,0.0,,3.0
23608,,1,,,
23609,,1,,,
23610,0.0,2,0.0,40.0,1.0
23611,0.0,1,0.0,40.0,1.0
23612,0.0,2,0.0,16.0,1.0
23613,0.0,1,0.0,50.0,1.0
23614,0.0,2,0.0,32.0,1.0
23615,,1,,,
23616,0.0,1,0.0,40.0,1.0
23617,0.0,2,0.0,37.0,1.0
23618,,2,,,
23619,0.0,1,0.0,24.0,1.0
23620,0.0,2,0.0,40.0,1.0
23621,0.0,1,0.0,40.0,1.0
23622,0.0,2,0.0,,3.0
23623,0.0,1,0.0,40.0,1.0
23624,0.0,2,0.0,20.0,1.0
23625,0.0,2,0.0,20.0,1.0
23626,0.0,2,0.0,37.0,1.0
23627,0.0,1,0.0,78.0,1.0
23628,0.0,2,0.0,,2.0
23629,,2,,,
23630,,1,,,
23631,2000.0,1,0.0,40.0,1.0
23632,0.0,2,0.0,,3.0
23633,0.0,1,0.0,50.0,1.0
23634,0.0,1,0.0,35.0,1.0
23635,0.0,1,0.0,40.0,1.0
23636,0.0,2,0.0,38.0,1.0
23637,0.0,2,0.0,40.0,1.0
23638,0.0,1,0.0,50.0,1.0
23639,16000.0,1,0.0,10.0,1.0
23640,0.0,2,0.0,40.0,1.0
23641,0.0,2,0.0,40.0,1.0
23642,-4400.0,2,0.0,50.0,1.0
23643,0.0,1,0.0,40.0,1.0
23644,0.0,2,0.0,,3.0
23645,0.0,2,0.0,40.0,1.0
23646,0.0,1,0.0,40.0,1.0
23647,,2,,,
23648,,2,,,
23649,,2,,,
23650,0.0,2,0.0,36.0,1.0
23651,0.0,1,0.0,40.0,1.0
23652,,2,,,
23653,,2,,,
23654,,1,,,
23655,0.0,1,0.0,30.0,1.0
23656,8000.0,1,0.0,30.0,1.0
23657,0.0,2,0.0,,2.0
23658,,2,,,
23659,,2,,,
23660,0.0,1,0.0,40.0,1.0
23661,9000.0,2,0.0,40.0,1.0
23662,9000.0,1,0.0,40.0,1.0
23663,0.0,1,0.0,,
23664,,2,,,
23665,0.0,2,6000.0,,2.0
23666,0.0,1,0.0,60.0,1.0
23667,0.0,2,0.0,,3.0
23668,,1,,,
23669,,1,,,
23670,0.0,2,0.0,,3.0
23671,0.0,1,0.0,35.0,1.0
23672,0.0,2,0.0,,3.0
23673,0.0,1,0.0,20.0,1.0
23674,,2,,,
23675,,2,,,
23676,,1,,,
23677,0.0,2,0.0,8.0,1.0
23678,0.0,1,0.0,40.0,1.0
23679,,1,,,
23680,,1,,,
23681,0.0,2,0.0,50.0,1.0
23682,0.0,1,0.0,45.0,1.0
23683,,1,,,
23684,0.0,1,0.0,40.0,1.0
23685,0.0,2,0.0,30.0,1.0
23686,10000.0,2,0.0,22.0,1.0
23687,0.0,1,0.0,60.0,1.0
23688,0.0,2,0.0,15.0,1.0
23689,,1,,,
23690,0.0,2,0.0,45.0,1.0
23691,0.0,1,0.0,20.0,1.0
23692,,2,,,
23693,0.0,2,0.0,40.0,1.0
23694,0.0,1,0.0,30.0,1.0
23695,,2,,,
23696,,1,,,
23697,0.0,2,0.0,40.0,1.0
23698,,2,,,
23699,,1,,,
23700,0.0,2,0.0,,2.0
23701,0.0,1,0.0,45.0,1.0
23702,,1,,,
23703,,1,,,
23704,,1,,,
23705,0.0,2,0.0,,3.0
23706,0.0,1,0.0,32.0,1.0
23707,0.0,2,0.0,42.0,1.0
23708,,2,,,
23709,0.0,1,0.0,40.0,1.0
23710,0.0,2,0.0,,3.0
23711,0.0,2,0.0,37.0,1.0
23712,0.0,2,0.0,,3.0
23713,0.0,1,0.0,,3.0
23714,0.0,2,0.0,40.0,1.0
23715,0.0,1,0.0,40.0,1.0
23716,0.0,1,0.0,40.0,1.0
23717,0.0,1,8400.0,,3.0
23718,0.0,2,0.0,50.0,1.0
23719,0.0,1,0.0,,2.0
23720,0.0,2,0.0,,3.0
23721,0.0,1,0.0,5.0,1.0
23722,22000.0,1,0.0,45.0,1.0
23723,0.0,1,4200.0,,2.0
23724,0.0,2,0.0,40.0,1.0
23725,1800.0,1,0.0,40.0,1.0
23726,10000.0,2,0.0,10.0,1.0
23727,,1,,,
23728,,1,,,
23729,,1,,,
23730,0.0,1,0.0,40.0,1.0
23731,0.0,2,0.0,,3.0
23732,0.0,1,0.0,,3.0
23733,,1,,,
23734,0.0,2,0.0,,3.0
23735,0.0,1,0.0,,3.0
23736,0.0,1,0.0,40.0,1.0
23737,0.0,2,0.0,,2.0
23738,0.0,2,0.0,,3.0
23739,0.0,1,0.0,50.0,1.0
23740,0.0,1,0.0,,3.0
23741,,2,,,
23742,,2,,,
23743,0.0,1,0.0,,2.0
23744,0.0,2,0.0,50.0,1.0
23745,0.0,2,0.0,40.0,1.0
23746,0.0,1,0.0,55.0,1.0
23747,,2,,,
23748,0.0,1,0.0,,2.0
23749,0.0,1,0.0,45.0,1.0
23750,0.0,2,0.0,38.0,1.0
23751,0.0,1,0.0,60.0,1.0
23752,0.0,1,0.0,40.0,1.0
23753,0.0,2,0.0,40.0,1.0
23754,0.0,2,0.0,20.0,1.0
23755,0.0,1,0.0,45.0,1.0
23756,0.0,2,0.0,,2.0
23757,0.0,1,0.0,40.0,1.0
23758,61000.0,1,0.0,66.0,1.0
23759,0.0,2,0.0,,3.0
23760,,1,,,
23761,,1,,,
23762,,2,,,
23763,0.0,1,0.0,40.0,1.0
23764,0.0,2,0.0,40.0,1.0
23765,,1,,,
23766,0.0,2,0.0,40.0,1.0
23767,0.0,1,0.0,,3.0
23768,0.0,1,0.0,45.0,1.0
23769,0.0,1,0.0,24.0,1.0
23770,0.0,1,0.0,30.0,1.0
23771,0.0,1,0.0,30.0,1.0
23772,0.0,2,0.0,30.0,1.0
23773,0.0,2,0.0,40.0,1.0
23774,0.0,1,0.0,40.0,1.0
23775,0.0,1,0.0,30.0,1.0
23776,0.0,2,0.0,35.0,1.0
23777,0.0,1,0.0,80.0,1.0
23778,0.0,2,0.0,,3.0
23779,0.0,2,0.0,,3.0
23780,0.0,1,0.0,,3.0
23781,0.0,2,0.0,,3.0
23782,0.0,1,0.0,,2.0
23783,0.0,2,0.0,40.0,1.0
23784,0.0,1,0.0,50.0,1.0
23785,2100.0,2,0.0,2.0,1.0
23786,,2,,,
23787,,1,,,
23788,,2,,,
23789,,2,,,
23790,0.0,1,0.0,40.0,1.0
23791,0.0,2,0.0,40.0,1.0
23792,0.0,2,0.0,,3.0
23793,0.0,1,0.0,,
23794,0.0,2,0.0,40.0,1.0
23795,,2,,,
23796,,1,,,
23797,0.0,1,0.0,,3.0
23798,0.0,2,0.0,,3.0
23799,0.0,2,0.0,35.0,1.0
23800,0.0,1,0.0,40.0,1.0
23801,0.0,1,0.0,,3.0
23802,0.0,1,0.0,35.0,1.0
23803,0.0,1,0.0,48.0,1.0
23804,0.0,2,0.0,20.0,1.0
23805,0.0,1,0.0,,3.0
23806,0.0,1,0.0,40.0,1.0
23807,0.0,2,0.0,8.0,1.0
23808,0.0,2,0.0,40.0,1.0
23809,0.0,1,0.0,40.0,1.0
23810,0.0,2,0.0,,2.0
23811,0.0,2,0.0,,3.0
23812,0.0,1,0.0,40.0,1.0
23813,0.0,1,0.0,50.0,1.0
23814,0.0,2,0.0,,3.0
23815,,1,,,
23816,,1,,,
23817,,1,,,
23818,0.0,1,0.0,3.0,1.0
23819,0.0,2,0.0,,3.0
23820,,1,,,
23821,,1,,,
23822,0.0,1,0.0,50.0,1.0
23823,0.0,2,0.0,50.0,1.0
23824,0.0,1,0.0,40.0,1.0
23825,0.0,2,0.0,40.0,1.0
23826,0.0,1,0.0,,2.0
23827,0.0,1,0.0,40.0,1.0
23828,0.0,2,0.0,40.0,1.0
23829,-4400.0,1,0.0,40.0,1.0
23830,0.0,2,0.0,40.0,1.0
23831,0.0,1,0.0,,3.0
23832,0.0,2,0.0,,
23833,,2,,,
23834,,2,,,
23835,,1,,,
23836,0.0,2,0.0,,3.0
23837,0.0,1,0.0,50.0,1.0
23838,50000.0,1,0.0,20.0,1.0
23839,0.0,2,0.0,,2.0
23840,0.0,1,0.0,,3.0
23841,0.0,2,0.0,,2.0
23842,0.0,2,0.0,40.0,1.0
23843,0.0,1,0.0,50.0,1.0
23844,,1,,,
23845,,1,,,
23846,0.0,1,0.0,55.0,1.0
23847,0.0,2,0.0,35.0,1.0
23848,0.0,2,0.0,,3.0
23849,0.0,2,0.0,,
23850,,2,,,
23851,0.0,1,0.0,40.0,1.0
23852,0.0,1,0.0,,3.0
23853,0.0,2,0.0,,3.0
23854,0.0,1,0.0,,3.0
23855,0.0,1,0.0,,3.0
23856,0.0,2,0.0,,3.0
23857,0.0,1,0.0,,3.0
23858,0.0,2,0.0,40.0,1.0
23859,0.0,2,0.0,,
23860,,2,,,
23861,21800.0,2,0.0,60.0,1.0
23862,0.0,1,0.0,48.0,1.0
23863,1000.0,2,0.0,5.0,1.0
23864,8400.0,1,0.0,42.0,1.0
23865,0.0,2,0.0,,
23866,,2,,,
23867,0.0,1,0.0,40.0,1.0
23868,0.0,2,0.0,,3.0
23869,0.0,1,0.0,25.0,1.0
23870,0.0,2,0.0,,3.0
23871,0.0,2,0.0,,
23872,,2,,,
23873,,1,,,
23874,0.0,2,0.0,,3.0
23875,0.0,2,0.0,,3.0
23876,0.0,1,0.0,65.0,1.0
23877,0.0,2,0.0,,3.0
23878,0.0,1,0.0,50.0,1.0
23879,0.0,2,0.0,,2.0
23880,0.0,1,0.0,40.0,1.0
23881,0.0,2,0.0,,3.0
23882,0.0,1,0.0,50.0,1.0
23883,,2,,,
23884,,2,,,
23885,,1,,,
23886,0.0,1,0.0,40.0,1.0
23887,0.0,2,0.0,40.0,1.0
23888,,2,,,
23889,0.0,1,0.0,,3.0
23890,0.0,2,0.0,,3.0
23891,0.0,2,0.0,15.0,1.0
23892,0.0,1,0.0,39.0,1.0
23893,0.0,1,0.0,50.0,1.0
23894,0.0,1,0.0,40.0,1.0
23895,1200.0,2,0.0,8.0,1.0
23896,0.0,1,0.0,40.0,1.0
23897,0.0,1,0.0,60.0,1.0
23898,14000.0,2,0.0,60.0,1.0
23899,,1,,,
23900,,1,,,
23901,0.0,1,0.0,,3.0
23902,0.0,2,0.0,50.0,1.0
23903,18000.0,1,0.0,40.0,1.0
23904,0.0,1,0.0,40.0,1.0
23905,16000.0,2,0.0,40.0,1.0
23906,0.0,2,0.0,35.0,1.0
23907,0.0,1,0.0,40.0,1.0
23908,0.0,2,0.0,32.0,1.0
23909,,2,,,
23910,0.0,1,0.0,60.0,1.0
23911,0.0,2,0.0,40.0,1.0
23912,0.0,1,0.0,40.0,1.0
23913,0.0,1,0.0,3.0,1.0
23914,6400.0,1,0.0,40.0,1.0
23915,0.0,2,0.0,16.0,1.0
23916,0.0,2,0.0,5.0,1.0
23917,0.0,2,0.0,,3.0
23918,,1,,,
23919,,2,,,
23920,0.0,2,7200.0,,2.0
23921,0.0,1,0.0,,3.0
23922,0.0,2,0.0,,2.0
23923,,1,,,
23924,0.0,2,0.0,,2.0
23925,0.0,1,0.0,45.0,1.0
23926,0.0,2,0.0,4.0,1.0
23927,0.0,1,0.0,,3.0
23928,15000.0,2,0.0,40.0,1.0
23929,0.0,1,0.0,,3.0
23930,0.0,1,0.0,50.0,1.0
23931,0.0,2,0.0,30.0,1.0
23932,0.0,2,0.0,2.0,1.0
23933,,2,,,
23934,,1,,,
23935,0.0,1,0.0,28.0,1.0
23936,0.0,2,0.0,32.0,1.0
23937,,1,,,
23938,0.0,1,0.0,40.0,1.0
23939,0.0,2,0.0,36.0,1.0
23940,0.0,1,0.0,24.0,1.0
23941,0.0,2,0.0,,3.0
23942,0.0,1,0.0,55.0,1.0
23943,0.0,2,0.0,7.0,1.0
23944,0.0,1,0.0,4.0,1.0
23945,2500.0,1,0.0,45.0,1.0
23946,0.0,2,0.0,10.0,1.0
23947,0.0,2,0.0,,2.0
23948,0.0,1,0.0,50.0,1.0
23949,0.0,2,0.0,,3.0
23950,,1,,,
23951,0.0,1,0.0,40.0,1.0
23952,0.0,2,0.0,,3.0
23953,,2,,,
23954,,1,,,
23955,,2,,,
23956,,2,,,
23957,,2,,,
23958,0.0,2,0.0,,3.0
23959,0.0,1,4900.0,,3.0
23960,0.0,2,0.0,,3.0
23961,0.0,1,0.0,40.0,1.0
23962,0.0,1,0.0,,3.0
23963,0.0,2,0.0,,3.0
23964,0.0,1,0.0,84.0,1.0
23965,0.0,2,0.0,,3.0
23966,,1,,,
23967,,2,,,
23968,,1,,,
23969,0.0,2,0.0,45.0,1.0
23970,0.0,1,0.0,,3.0
23971,0.0,1,0.0,40.0,1.0
23972,0.0,2,0.0,35.0,1.0
23973,,1,,,
23974,,1,,,
23975,,1,,,
23976,0.0,1,0.0,,3.0
23977,0.0,2,0.0,,3.0
23978,0.0,2,5400.0,,3.0
23979,,1,,,
23980,0.0,1,0.0,,3.0
23981,0.0,2,0.0,40.0,1.0
23982,0.0,1,0.0,40.0,1.0
23983,0.0,2,0.0,50.0,1.0
23984,,2,,,
23985,,2,,,
23986,0.0,1,0.0,40.0,1.0
23987,0.0,2,0.0,40.0,1.0
23988,,2,,,
23989,,2,,,
23990,0.0,1,0.0,30.0,1.0
23991,0.0,1,0.0,40.0,1.0
23992,0.0,1,0.0,40.0,1.0
23993,0.0,1,0.0,,3.0
23994,0.0,2,0.0,16.0,1.0
23995,0.0,2,0.0,47.0,1.0
23996,0.0,1,0.0,45.0,1.0
23997,0.0,1,0.0,40.0,1.0
23998,0.0,2,0.0,,3.0
23999,0.0,1,0.0,,3.0
24000,8000.0,2,0.0,40.0,1.0
24001,8000.0,1,0.0,40.0,1.0
24002,0.0,2,0.0,,3.0
24003,0.0,1,0.0,,2.0
24004,0.0,2,0.0,,3.0
24005,0.0,1,0.0,,2.0
24006,0.0,1,0.0,20.0,1.0
24007,18000.0,2,0.0,60.0,1.0
24008,0.0,2,8400.0,,3.0
24009,0.0,1,0.0,,2.0
24010,270.0,2,0.0,30.0,1.0
24011,,1,,,
24012,,2,,,
24013,,2,,,
24014,0.0,1,0.0,45.0,1.0
24015,0.0,2,20100.0,,2.0
24016,0.0,1,0.0,40.0,1.0
24017,0.0,1,0.0,,3.0
24018,0.0,2,0.0,,3.0
24019,0.0,1,0.0,,3.0
24020,0.0,2,0.0,,3.0
24021,10000.0,1,0.0,55.0,1.0
24022,0.0,2,0.0,15.0,1.0
24023,,1,,,
24024,,1,,,
24025,,2,,,
24026,,2,,,
24027,0.0,1,0.0,40.0,1.0
24028,0.0,1,0.0,45.0,1.0
24029,0.0,2,0.0,40.0,1.0
24030,0.0,1,0.0,50.0,1.0
24031,0.0,2,0.0,40.0,1.0
24032,0.0,1,0.0,40.0,1.0
24033,0.0,1,8400.0,,3.0
24034,0.0,1,0.0,40.0,1.0
24035,0.0,1,0.0,,2.0
24036,0.0,2,0.0,75.0,1.0
24037,0.0,2,0.0,40.0,1.0
24038,0.0,1,0.0,22.0,1.0
24039,0.0,1,0.0,,3.0
24040,0.0,1,0.0,,
24041,,2,,,
24042,,2,,,
24043,0.0,2,0.0,30.0,1.0
24044,50000.0,1,0.0,60.0,1.0
24045,0.0,2,0.0,,2.0
24046,0.0,1,0.0,,3.0
24047,0.0,2,0.0,,3.0
24048,0.0,2,0.0,40.0,1.0
24049,17000.0,1,0.0,45.0,1.0
24050,0.0,2,0.0,40.0,1.0
24051,0.0,1,0.0,40.0,1.0
24052,,1,,,
24053,,2,,,
24054,0.0,2,0.0,,3.0
24055,0.0,1,0.0,43.0,1.0
24056,0.0,1,0.0,,3.0
24057,0.0,2,0.0,,2.0
24058,0.0,2,8500.0,,3.0
24059,0.0,1,0.0,40.0,1.0
24060,0.0,1,0.0,,3.0
24061,,1,,,
24062,,2,,,
24063,0.0,2,0.0,40.0,1.0
24064,0.0,1,0.0,40.0,1.0
24065,0.0,1,0.0,99.0,1.0
24066,0.0,2,0.0,,3.0
24067,0.0,1,0.0,,3.0
24068,0.0,2,0.0,,3.0
24069,0.0,1,0.0,40.0,1.0
24070,0.0,2,0.0,40.0,1.0
24071,100000.0,1,0.0,80.0,1.0
