,RT,SERIALNO
1026,P,2012000104023
1027,P,2012000104023
1028,P,2012000104244
1029,P,2012000104537
1030,P,2012000104537
1031,P,2012000104722
1032,P,2012000104722
1033,P,2012000105190
1034,P,2012000105190
1035,P,2012000105267
1036,P,2012000105267
1037,P,2012000105267
1038,P,2012000105398
1039,P,2012000105398
1040,P,2012000105786
1041,P,2012000105872
1042,P,2012000105872
1043,P,2012000106131
1044,P,2012000106131
1045,P,2012000106680
1046,P,2012000106680
1047,P,2012000106754
1048,P,2012000106754
1049,P,2012000106754
1050,P,2012000106754
1051,P,2012000106902
1052,P,2012000106902
1053,P,2012000107106
1054,P,2012000108073
1055,P,2012000108073
1056,P,2012000108087
1057,P,2012000108087
1058,P,2012000108087
1059,P,2012000108156
1060,P,2012000108156
1061,P,2012000108354
1062,P,2012000108354
1063,P,2012000108450
1064,P,2012000108450
1065,P,2012000108894
1066,P,2012000109350
1067,P,2012000109554
1068,P,2012000109554
1069,P,2012000109554
1070,P,2012000109554
1071,P,2012000109578
1072,P,2012000109578
1073,P,2012000109966
1074,P,2012000109966
1075,P,2012000109966
1076,P,2012000109966
1077,P,2012000109966
1078,P,2012000109966
1079,P,2012000110149
1080,P,2012000110149
1081,P,2012000110473
1082,P,2012000110473
1083,P,2012000110587
1084,P,2012000110921
1085,P,2012000110921
1086,P,2012000110921
1087,P,2012000110921
1088,P,2012000110951
1089,P,2012000110951
1090,P,2012000110951
1091,P,2012000110951
1092,P,2012000110951
1093,P,2012000111803
1094,P,2012000111803
1095,P,2012000112192
1096,P,2012000112192
1097,P,2012000112605
1098,P,2012000112714
1099,P,2012000112714
1100,P,2012000112714
1101,P,2012000112714
1102,P,2012000112714
1103,P,2012000112714
1104,P,2012000112908
1105,P,2012000113547
1106,P,2012000113547
1107,P,2012000113547
1108,P,2012000113570
1109,P,2012000113796
1110,P,2012000113796
1111,P,2012000113885
1112,P,2012000113885
1113,P,2012000113978
1114,P,2012000114064
1115,P,2012000114064
1116,P,2012000114583
1117,P,2012000114583
1118,P,2012000114822
1119,P,2012000114822
1120,P,2012000114836
1121,P,2012000115271
1122,P,2012000115271
1123,P,2012000115647
1124,P,2012000115647
1125,P,2012000115647
1126,P,2012000115647
1127,P,2012000115647
1128,P,2012000115647
1129,P,2012000115822
1130,P,2012000115822
1131,P,2012000115822
1132,P,2012000115822
1133,P,2012000115905
1134,P,2012000115905
1135,P,2012000116443
1136,P,2012000116443
1137,P,2012000116563
1138,P,2012000116563
