,ADJINC,PWGTP,AGEP,CIT,CITWP
18054,1038170,15,33,1,
18055,1038170,12,32,1,
18056,1038170,21,12,1,
18057,1038170,13,10,1,
18058,1038170,17,45,1,
18059,1038170,14,42,1,
18060,1038170,18,15,1,
18061,1038170,14,14,1,
18062,1038170,14,34,1,
18063,1038170,21,30,1,
18064,1038170,19,12,1,
18065,1038170,19,9,1,
18066,1038170,20,22,1,
18067,1038170,11,56,1,
18068,1038170,13,73,1,
18069,1038170,16,75,1,
18070,1038170,15,53,1,
18071,1038170,9,50,1,
18072,1038170,10,69,4,1989.0
18073,1038170,17,66,5,
18074,1038170,13,43,4,1997.0
18075,1038170,30,28,4,2001.0
18076,1038170,5,16,1,
18077,1038170,8,28,1,
18078,1038170,11,25,1,
18079,1038170,11,5,1,
18080,1038170,9,4,1,
18081,1038170,17,71,1,
18082,1038170,13,67,1,
18083,1038170,13,57,1,
18084,1038170,12,52,1,
18085,1038170,41,94,1,
18086,1038170,37,37,5,
18087,1038170,55,40,5,
18088,1038170,58,20,5,
18089,1038170,58,9,5,
18090,1038170,59,7,1,
18091,1038170,11,46,1,
18092,1038170,14,46,1,
18093,1038170,12,13,1,
18094,1038170,12,11,1,
18095,1038170,20,84,1,
18096,1038170,16,71,1,
18097,1038170,46,43,1,
18098,1038170,72,38,1,
18099,1038170,71,25,1,
18100,1038170,6,52,1,
18101,1038170,8,63,1,
18102,1038170,5,47,1,
18103,1038170,10,59,1,
18104,1038170,4,17,1,
18105,1038170,16,75,1,
18106,1038170,15,72,1,
18107,1038170,3,62,1,
18108,1038170,3,63,1,
18109,1038170,30,83,1,
18110,1038170,18,29,1,
18111,1038170,20,35,1,
18112,1038170,17,48,5,
18113,1038170,22,44,5,
18114,1038170,23,17,1,
18115,1038170,3,57,1,
18116,1038170,51,25,1,
18117,1038170,39,29,1,
18118,1038170,44,6,1,
18119,1038170,86,28,5,
18120,1038170,32,32,5,
18121,1038170,39,7,5,
18122,1038170,68,0,1,
18123,1038170,17,31,3,
18124,1038170,15,25,1,
18125,1038170,16,14,1,
18126,1038170,14,4,1,
18127,1038170,15,8,1,
18128,1038170,36,41,1,
18129,1038170,38,45,1,
18130,1038170,61,45,1,
18131,1038170,42,41,1,
18132,1038170,4,47,1,
18133,1038170,33,78,1,
18134,1038170,14,60,1,
18135,1038170,44,45,1,
18136,1038170,36,48,1,
18137,1038170,39,18,1,
18138,1038170,41,6,1,
18139,1038170,12,83,1,
18140,1038170,7,64,1,
18141,1038170,7,63,1,
18142,1038170,8,45,1,
18143,1038170,22,54,1,
18144,1038170,19,28,1,
18145,1038170,13,29,1,
18146,1038170,14,27,1,
18147,1038170,26,50,1,
18148,1038170,9,61,1,
18149,1038170,19,61,1,
18150,1038170,57,37,1,
18151,1038170,35,35,1,
18152,1038170,16,12,1,
18153,1038170,16,10,1,
18154,1038170,16,5,1,
18155,1038170,56,35,1,
18156,1038170,20,39,5,
18157,1038170,23,40,1,
18158,1038170,20,9,1,
18159,1038170,20,7,1,
18160,1038170,66,64,1,
18161,1038170,102,66,1,
18162,1038170,48,23,1,
18163,1038170,27,31,1,
18164,1038170,37,39,1,
18165,1038170,41,9,1,
18166,1038170,38,7,1,
18167,1038170,41,6,1,
18168,1038170,17,47,1,
18169,1038170,12,44,1,
18170,1038170,17,24,1,
18171,1038170,39,18,1,
18172,1038170,14,18,1,
18173,1038170,12,17,1,
18174,1038170,15,15,1,
18175,1038170,14,12,1,
18176,1038170,14,10,1,
18177,1038170,14,9,1,
18178,1038170,13,9,1,
18179,1038170,32,56,1,
18180,1038170,30,59,1,
18181,1038170,34,15,1,
18182,1038170,24,87,1,
18183,1038170,29,74,1,
18184,1038170,3,79,1,
18185,1038170,10,61,1,
18186,1038170,11,58,1,
18187,1038170,28,33,1,
18188,1038170,20,34,1,
18189,1038170,7,46,1,
18190,1038170,10,65,1,
18191,1038170,15,15,1,
18192,1038170,10,12,1,
18193,1038170,13,25,4,2011.0
18194,1038170,28,21,1,
18195,1038170,17,0,1,
18196,1038170,27,86,1,
18197,1038170,25,35,1,
18198,1038170,24,35,1,
18199,1038170,10,15,1,
18200,1038170,27,5,1,
18201,1038170,17,58,4,1977.0
18202,1038170,31,36,1,
18203,1038170,6,65,1,
18204,1038170,9,30,1,
18205,1038170,7,31,1,
18206,1038170,8,6,1,
18207,1038170,6,4,1,
18208,1038170,14,2,1,
18209,1038170,15,54,1,
18210,1038170,11,56,1,
18211,1038170,16,82,1,
18212,1038170,19,77,1,
18213,1038170,11,52,1,
18214,1038170,12,49,1,
18215,1038170,12,28,1,
18216,1038170,20,24,1,
18217,1038170,22,57,1,
18218,1038170,21,55,1,
18219,1038170,7,51,1,
18220,1038170,9,49,1,
18221,1038170,2,34,1,
18222,1038170,35,74,1,
18223,1038170,46,42,1,
18224,1038170,31,22,1,
18225,1038170,42,22,3,
18226,1038170,30,51,1,
18227,1038170,19,57,1,
18228,1038170,23,21,1,
18229,1038170,19,19,1,
18230,1038170,15,52,1,
18231,1038170,22,43,1,
18232,1038170,21,10,1,
18233,1038170,20,4,1,
18234,1038170,26,48,1,
18235,1038170,15,34,1,
18236,1038170,16,33,1,
18237,1038170,5,19,1,
18238,1038170,7,44,1,
18239,1038170,7,32,1,
18240,1038170,40,47,1,
18241,1038170,14,33,1,
18242,1038170,8,30,1,
18243,1038170,17,0,1,
18244,1038170,8,10,1,
18245,1038170,9,5,1,
18246,1038170,10,21,1,
18247,1038170,27,65,1,
18248,1038170,20,53,1,
18249,1038170,13,63,1,
18250,1038170,21,66,1,
18251,1038170,26,62,1,
18252,1038170,26,66,1,
18253,1038170,13,69,1,
18254,1038170,13,69,1,
18255,1038170,6,32,1,
18256,1038170,7,69,1,
18257,1038170,43,25,1,
18258,1038170,56,24,1,
18259,1038170,37,2,1,
18260,1038170,37,1,1,
18261,1038170,57,25,1,
18262,1038170,13,68,1,
18263,1038170,5,86,1,
18264,1038170,4,82,1,
18265,1038170,42,88,1,
18266,1038170,29,86,1,
18267,1038170,38,61,1,
18268,1038170,39,61,1,
18269,1038170,11,77,1,
18270,1038170,9,74,1,
18271,1038170,2,57,1,
18272,1038170,3,55,1,
18273,1038170,15,66,1,
18274,1038170,14,70,1,
18275,1038170,14,69,1,
18276,1038170,122,70,1,
18277,1038170,94,68,1,
18278,1038170,14,69,1,
18279,1038170,17,78,1,
18280,1038170,21,70,1,
18281,1038170,7,43,1,
18282,1038170,5,46,1,
18283,1038170,9,49,5,
18284,1038170,12,48,5,
18285,1038170,20,48,1,
18286,1038170,22,41,1,
18287,1038170,32,15,1,
18288,1038170,32,16,1,
18289,1038170,22,13,1,
18290,1038170,22,10,1,
18291,1038170,5,59,1,
18292,1038170,5,55,1,
18293,1038170,8,24,1,
18294,1038170,5,65,5,
18295,1038170,26,55,1,
18296,1038170,8,59,1,
18297,1038170,20,28,1,
18298,1038170,2,80,1,
18299,1038170,9,20,1,
18300,1038170,19,25,1,
18301,1038170,12,26,1,
18302,1038170,15,63,1,
18303,1038170,13,27,4,2008.0
18304,1038170,30,26,5,
18305,1038170,21,7,1,
18306,1038170,21,5,1,
18307,1038170,33,30,1,
18308,1038170,25,32,1,
18309,1038170,22,52,1,
18310,1038170,29,50,1,
18311,1038170,16,82,1,
18312,1038170,18,23,1,
18313,1038170,13,79,1,
18314,1038170,10,82,1,
18315,1038170,6,69,1,
18316,1038170,5,45,4,2008.0
18317,1038170,8,48,1,
18318,1038170,15,70,4,2003.0
18319,1038170,11,63,1,
18320,1038170,3,58,1,
18321,1038170,4,56,1,
18322,1038170,23,33,1,
18323,1038170,18,44,1,
18324,1038170,19,8,1,
18325,1038170,20,6,1,
18326,1038170,24,49,1,
18327,1038170,22,50,1,
18328,1038170,8,56,1,
18329,1038170,5,54,1,
18330,1038170,5,37,1,
18331,1038170,4,16,1,
18332,1038170,3,13,1,
18333,1038170,5,46,1,
18334,1038170,10,45,1,
18335,1038170,7,18,1,
18336,1038170,6,13,1,
18337,1038170,8,74,1,
18338,1038170,9,51,1,
18339,1038170,3,54,1,
18340,1038170,24,35,1,
18341,1038170,11,80,1,
18342,1038170,20,80,1,
18343,1038170,21,22,1,
18344,1038170,21,20,1,
18345,1038170,9,77,1,
18346,1038170,17,42,1,
18347,1038170,22,28,1,
18348,1038170,64,50,1,
18349,1038170,3,44,1,
18350,1038170,4,43,1,
18351,1038170,23,61,1,
18352,1038170,14,72,1,
18353,1038170,23,79,1,
18354,1038170,20,45,1,
18355,1038170,19,36,1,
18356,1038170,16,36,1,
18357,1038170,12,12,1,
18358,1038170,12,10,1,
18359,1038170,10,4,1,
18360,1038170,19,29,1,
18361,1038170,13,9,1,
18362,1038170,13,7,1,
18363,1038170,16,56,4,1986.0
18364,1038170,15,94,5,
18365,1038170,15,80,4,1995.0
18366,1038170,15,60,5,
18367,1038170,15,80,4,2012.0
18368,1038170,35,21,1,
18369,1038170,8,36,1,
18370,1038170,12,14,1,
18371,1038170,12,9,1,
18372,1038170,10,8,1,
18373,1038170,56,80,1,
18374,1038170,78,29,1,
18375,1038170,59,25,1,
18376,1038170,87,0,1,
18377,1038170,88,4,1,
18378,1038170,166,20,1,
18379,1038170,26,38,1,
18380,1038170,25,41,1,
18381,1038170,26,6,1,
18382,1038170,23,5,1,
18383,1038170,22,2,1,
18384,1038170,3,73,1,
18385,1038170,15,40,1,
18386,1038170,15,40,1,
18387,1038170,14,13,1,
18388,1038170,14,6,1,
18389,1038170,12,60,1,
18390,1038170,9,66,1,
18391,1038170,8,70,1,
18392,1038170,7,43,1,
18393,1038170,4,54,1,
18394,1038170,2,38,1,
18395,1038170,3,35,1,
18396,1038170,2,7,1,
18397,1038170,2,5,1,
18398,1038170,83,22,1,
18399,1038170,59,5,1,
18400,1038170,51,25,1,
18401,1038170,12,69,1,
18402,1038170,43,52,5,
18403,1038170,47,40,5,
18404,1038170,52,5,5,
18405,1038170,13,50,1,
18406,1038170,13,64,1,
18407,1038170,16,29,1,
18408,1038170,61,26,1,
18409,1038170,52,4,1,
18410,1038170,51,3,1,
18411,1038170,36,32,1,
18412,1038170,7,53,1,
18413,1038170,9,53,1,
18414,1038170,21,26,1,
18415,1038170,9,16,1,
18416,1038170,31,25,5,
18417,1038170,16,24,3,
18418,1038170,18,69,1,
18419,1038170,15,74,1,
18420,1038170,28,61,1,
18421,1038170,28,55,1,
18422,1038170,2,51,1,
18423,1038170,4,54,1,
18424,1038170,2,28,1,
18425,1038170,2,25,1,
18426,1038170,3,19,1,
18427,1038170,2,30,1,
18428,1038170,2,30,1,
18429,1038170,2,9,1,
18430,1038170,3,8,1,
18431,1038170,2,3,1,
18432,1038170,6,39,1,
18433,1038170,6,42,1,
18434,1038170,6,17,1,
18435,1038170,6,12,1,
18436,1038170,73,25,5,
18437,1038170,38,20,5,
18438,1038170,71,1,1,
18439,1038170,53,50,5,
18440,1038170,45,22,5,
18441,1038170,10,73,1,
18442,1038170,8,81,1,
18443,1038170,4,53,1,
18444,1038170,4,52,1,
18445,1038170,33,69,1,
18446,1038170,34,72,1,
18447,1038170,38,75,1,
18448,1038170,70,68,4,1986.0
18449,1038170,11,38,1,
18450,1038170,35,36,1,
18451,1038170,19,35,1,
18452,1038170,32,38,1,
18453,1038170,62,16,1,
18454,1038170,29,11,1,
18455,1038170,28,7,1,
18456,1038170,2,59,1,
18457,1038170,2,56,1,
18458,1038170,35,53,1,
18459,1038170,28,51,1,
18460,1038170,24,21,1,
18461,1038170,23,40,1,
18462,1038170,17,53,1,
18463,1038170,19,54,1,
18464,1038170,20,33,1,
18465,1038170,15,34,1,
18466,1038170,22,9,1,
18467,1038170,21,7,1,
18468,1038170,19,5,1,
18469,1038170,12,4,1,
18470,1038170,15,57,1,
18471,1038170,8,65,1,
18472,1038170,10,65,1,
18473,1038170,38,56,1,
18474,1038170,38,56,1,
18475,1038170,22,79,1,
18476,1038170,19,85,1,
18477,1038170,32,34,5,
18478,1038170,26,79,1,
18479,1038170,15,44,1,
18480,1038170,14,44,1,
18481,1038170,16,16,1,
18482,1038170,15,13,1,
18483,1038170,13,9,1,
18484,1038170,18,58,1,
18485,1038170,37,33,1,
18486,1038170,33,32,1,
18487,1038170,42,12,1,
18488,1038170,40,9,1,
18489,1038170,42,6,1,
18490,1038170,17,31,1,
18491,1038170,11,29,1,
18492,1038170,28,1,1,
18493,1038170,9,29,3,
18494,1038170,25,32,1,
18495,1038170,15,6,1,
18496,1038170,7,34,1,
18497,1038170,5,32,1,
18498,1038170,4,11,1,
18499,1038170,5,7,1,
18500,1038170,28,38,1,
18501,1038170,20,48,1,
18502,1038170,29,15,1,
18503,1038170,11,65,1,
18504,1038170,14,65,1,
18505,1038170,41,69,1,
18506,1038170,20,45,1,
18507,1038170,7,21,1,
18508,1038170,19,19,1,
18509,1038170,8,25,1,
18510,1038170,10,22,5,
18511,1038170,31,50,1,
18512,1038170,26,16,1,
18513,1038170,10,27,1,
18514,1038170,10,63,1,
18515,1038170,14,61,1,
18516,1038170,20,41,1,
18517,1038170,40,18,1,
18518,1038170,17,39,1,
18519,1038170,7,24,1,
18520,1038170,9,25,1,
18521,1038170,5,55,1,
18522,1038170,23,24,1,
18523,1038170,17,27,1,
18524,1038170,23,4,1,
18525,1038170,15,1,1,
18526,1038170,32,35,1,
18527,1038170,27,36,1,
18528,1038170,24,3,1,
18529,1038170,24,0,1,
18530,1038170,25,0,1,
18531,1038170,5,52,1,
18532,1038170,8,19,1,
18533,1038170,6,16,1,
18534,1038170,3,33,1,
18535,1038170,6,94,1,
18536,1038170,10,61,1,
18537,1038170,18,52,1,
18538,1038170,37,19,1,
18539,1038170,20,17,1,
18540,1038170,23,15,1,
18541,1038170,14,71,1,
18542,1038170,19,20,1,
18543,1038170,18,69,1,
18544,1038170,12,33,1,
18545,1038170,14,27,1,
18546,1038170,11,2,1,
18547,1038170,11,0,1,
18548,1038170,2,66,1,
18549,1038170,3,64,1,
18550,1038170,29,22,1,
18551,1038170,21,24,1,
18552,1038170,28,3,1,
18553,1038170,20,0,1,
18554,1038170,33,40,1,
18555,1038170,24,40,1,
18556,1038170,27,38,1,
18557,1038170,42,18,1,
18558,1038170,32,13,1,
18559,1038170,32,13,1,
18560,1038170,24,10,1,
18561,1038170,26,24,1,
18562,1038170,10,43,1,
18563,1038170,12,47,1,
18564,1038170,8,40,1,
18565,1038170,6,17,1,
18566,1038170,5,15,1,
18567,1038170,12,13,1,
18568,1038170,10,10,1,
18569,1038170,23,29,1,
18570,1038170,23,28,1,
18571,1038170,19,30,5,
18572,1038170,28,29,5,
18573,1038170,54,0,1,
18574,1038170,84,33,1,
18575,1038170,65,32,1,
18576,1038170,59,9,1,
18577,1038170,59,6,1,
18578,1038170,55,3,1,
18579,1038170,55,1,1,
18580,1038170,16,23,1,
18581,1038170,19,63,1,
18582,1038170,21,85,1,
18583,1038170,13,80,1,
18584,1038170,16,28,1,
18585,1038170,11,26,1,
18586,1038170,26,55,1,
18587,1038170,23,56,1,
18588,1038170,16,51,1,
18589,1038170,12,49,1,
18590,1038170,14,22,1,
18591,1038170,17,16,1,
18592,1038170,17,13,1,
18593,1038170,13,61,1,
18594,1038170,14,72,1,
18595,1038170,14,73,1,
18596,1038170,53,94,1,
18597,1038170,14,51,1,
18598,1038170,7,52,1,
18599,1038170,7,50,1,
18600,1038170,5,58,1,
18601,1038170,3,60,1,
18602,1038170,28,59,1,
18603,1038170,37,52,1,
18604,1038170,12,20,1,
18605,1038170,14,32,1,
18606,1038170,21,26,1,
18607,1038170,21,1,1,
18608,1038170,21,82,1,
18609,1038170,16,84,1,
18610,1038170,12,85,1,
18611,1038170,12,31,1,
18612,1038170,4,69,1,
18613,1038170,3,68,1,
18614,1038170,10,19,1,
18615,1038170,20,47,1,
18616,1038170,32,75,1,
18617,1038170,6,38,1,
18618,1038170,5,9,1,
18619,1038170,5,3,1,
18620,1038170,6,0,1,
18621,1038170,25,31,1,
18622,1038170,23,36,1,
18623,1038170,23,6,1,
18624,1038170,2,23,1,
18625,1038170,23,51,1,
18626,1038170,32,52,1,
18627,1038170,39,20,1,
18628,1038170,3,58,1,
18629,1038170,4,63,1,
18630,1038170,13,38,1,
18631,1038170,23,82,1,
18632,1038170,20,71,4,2001.0
18633,1038170,9,69,1,
18634,1038170,8,45,1,
18635,1038170,18,84,1,
18636,1038170,2,64,1,
18637,1038170,3,65,1,
18638,1038170,38,39,1,
18639,1038170,35,36,1,
18640,1038170,35,3,1,
18641,1038170,32,2,1,
18642,1038170,38,13,1,
18643,1038170,33,15,1,
18644,1038170,8,38,1,
18645,1038170,4,39,1,
18646,1038170,4,41,1,
18647,1038170,3,16,1,
18648,1038170,63,41,1,
18649,1038170,62,41,1,
18650,1038170,68,7,1,
18651,1038170,55,4,1,
18652,1038170,24,28,1,
18653,1038170,25,26,1,
18654,1038170,15,4,1,
18655,1038170,16,2,1,
18656,1038170,169,39,1,
18657,1038170,118,30,1,
18658,1038170,124,2,1,
18659,1038170,124,0,1,
18660,1038170,65,46,1,
18661,1038170,20,23,1,
18662,1038170,20,23,1,
18663,1038170,14,69,1,
18664,1038170,5,52,1,
18665,1038170,4,51,1,
18666,1038170,6,21,1,
18667,1038170,7,18,1,
18668,1038170,19,52,1,
18669,1038170,10,88,1,
18670,1038170,16,57,1,
18671,1038170,15,62,1,
18672,1038170,12,19,1,
18673,1038170,7,82,1,
18674,1038170,2,52,1,
18675,1038170,3,77,1,
18676,1038170,2,15,1,
18677,1038170,23,43,1,
18678,1038170,40,32,5,
18679,1038170,28,17,1,
18680,1038170,27,9,1,
18681,1038170,56,3,1,
18682,1038170,10,50,4,1975.0
18683,1038170,6,70,1,
18684,1038170,4,26,1,
18685,1038170,16,70,1,
18686,1038170,18,68,1,
18687,1038170,24,41,1,
18688,1038170,22,41,1,
18689,1038170,37,19,1,
18690,1038170,21,17,1,
18691,1038170,21,2,1,
18692,1038170,24,21,1,
18693,1038170,13,60,5,
18694,1038170,14,69,1,
18695,1038170,35,59,1,
18696,1038170,95,34,1,
18697,1038170,50,30,5,
18698,1038170,55,5,1,
18699,1038170,34,2,1,
18700,1038170,4,29,1,
18701,1038170,4,33,1,
18702,1038170,3,3,1,
18703,1038170,2,1,1,
18704,1038170,2,62,1,
18705,1038170,2,57,1,
18706,1038170,53,61,1,
18707,1038170,38,60,1,
18708,1038170,46,25,1,
18709,1038170,10,44,1,
18710,1038170,15,43,4,1998.0
18711,1038170,12,9,1,
18712,1038170,3,34,1,
18713,1038170,3,27,1,
18714,1038170,3,7,1,
18715,1038170,3,6,1,
18716,1038170,3,4,1,
18717,1038170,23,33,1,
18718,1038170,25,43,1,
18719,1038170,20,17,1,
18720,1038170,5,29,1,
18721,1038170,6,7,1,
18722,1038170,7,6,1,
18723,1038170,5,2,1,
18724,1038170,4,30,1,
18725,1038170,18,63,1,
18726,1038170,19,66,1,
18727,1038170,29,54,1,
18728,1038170,33,30,1,
18729,1038170,28,57,1,
18730,1038170,8,61,1,
18731,1038170,7,63,1,
18732,1038170,21,49,1,
18733,1038170,18,49,1,
18734,1038170,16,89,1,
18735,1038170,41,23,5,
18736,1038170,44,30,5,
18737,1038170,51,24,5,
18738,1038170,15,51,1,
18739,1038170,8,24,1,
18740,1038170,9,15,1,
18741,1038170,15,7,1,
18742,1038170,12,3,1,
18743,1038170,10,34,1,
18744,1038170,16,34,1,
18745,1038170,12,12,1,
18746,1038170,12,10,1,
18747,1038170,13,8,1,
18748,1038170,14,6,1,
18749,1038170,11,3,1,
18750,1038170,16,0,1,
18751,1038170,18,26,1,
18752,1038170,13,5,1,
18753,1038170,16,4,1,
18754,1038170,17,44,1,
18755,1038170,16,44,1,
18756,1038170,12,94,1,
18757,1038170,3,54,1,
18758,1038170,2,53,1,
18759,1038170,45,62,1,
18760,1038170,66,58,1,
18761,1038170,8,65,1,
18762,1038170,4,57,1,
18763,1038170,12,24,1,
18764,1038170,74,48,1,
18765,1038170,82,72,1,
18766,1038170,61,68,1,
18767,1038170,63,68,1,
18768,1038170,9,67,1,
18769,1038170,11,31,1,
18770,1038170,18,83,1,
18771,1038170,19,67,1,
18772,1038170,15,67,1,
18773,1038170,31,60,1,
18774,1038170,37,43,1,
18775,1038170,25,46,1,
18776,1038170,21,35,1,
18777,1038170,34,18,1,
18778,1038170,18,2,1,
18779,1038170,23,46,1,
18780,1038170,20,14,1,
18781,1038170,6,19,1,
18782,1038170,6,31,3,
18783,1038170,5,34,1,
18784,1038170,5,8,1,
18785,1038170,5,7,1,
18786,1038170,4,5,1,
18787,1038170,16,4,1,
18788,1038170,7,2,1,
18789,1038170,7,0,1,
18790,1038170,7,47,1,
18791,1038170,7,48,1,
18792,1038170,10,16,1,
18793,1038170,5,18,1,
18794,1038170,24,58,1,
18795,1038170,60,64,1,
18796,1038170,61,64,1,
18797,1038170,21,66,1,
18798,1038170,36,35,1,
18799,1038170,20,85,1,
18800,1038170,14,73,1,
18801,1038170,9,25,1,
18802,1038170,13,38,1,
18803,1038170,13,36,1,
18804,1038170,12,4,1,
18805,1038170,8,63,1,
18806,1038170,12,63,1,
18807,1038170,22,81,1,
18808,1038170,2,62,1,
18809,1038170,4,63,1,
18810,1038170,3,36,1,
18811,1038170,3,37,1,
18812,1038170,14,55,1,
18813,1038170,14,56,1,
18814,1038170,42,82,1,
18815,1038170,43,82,1,
18816,1038170,69,55,1,
18817,1038170,100,17,1,
18818,1038170,77,55,1,
18819,1038170,16,85,1,
18820,1038170,18,34,1,
18821,1038170,32,37,1,
18822,1038170,3,50,1,
18823,1038170,20,58,1,
18824,1038170,29,22,1,
18825,1038170,8,76,1,
18826,1038170,15,29,1,
18827,1038170,20,27,1,
18828,1038170,18,2,1,
18829,1038170,18,7,1,
18830,1038170,45,58,4,1988.0
18831,1038170,19,72,1,
18832,1038170,12,69,1,
18833,1038170,13,45,1,
18834,1038170,7,46,1,
18835,1038170,13,17,1,
18836,1038170,4,48,1,
18837,1038170,3,44,1,
18838,1038170,4,10,1,
18839,1038170,4,6,1,
18840,1038170,30,64,4,1969.0
18841,1038170,20,62,4,2008.0
18842,1038170,44,24,1,
18843,1038170,9,48,1,
18844,1038170,9,45,1,
18845,1038170,14,32,1,
18846,1038170,11,30,1,
18847,1038170,12,6,1,
18848,1038170,12,4,1,
18849,1038170,15,1,1,
18850,1038170,7,65,1,
18851,1038170,32,24,1,
18852,1038170,8,20,1,
18853,1038170,12,53,1,
18854,1038170,11,58,1,
18855,1038170,6,78,1,
18856,1038170,15,43,1,
18857,1038170,14,43,1,
18858,1038170,11,17,1,
18859,1038170,11,17,1,
18860,1038170,11,15,1,
18861,1038170,10,59,1,
18862,1038170,13,44,1,
18863,1038170,18,21,1,
18864,1038170,19,18,1,
18865,1038170,11,16,1,
18866,1038170,11,68,1,
18867,1038170,13,3,1,
18868,1038170,11,0,1,
18869,1038170,13,68,1,
18870,1038170,8,61,1,
18871,1038170,4,55,1,
18872,1038170,14,36,1,
18873,1038170,18,34,1,
18874,1038170,15,5,1,
18875,1038170,13,3,1,
18876,1038170,37,71,1,
18877,1038170,26,47,1,
18878,1038170,32,41,1,
18879,1038170,21,33,1,
18880,1038170,50,74,1,
18881,1038170,20,33,1,
18882,1038170,5,56,1,
18883,1038170,4,52,1,
18884,1038170,20,69,1,
18885,1038170,17,61,1,
18886,1038170,25,40,1,
18887,1038170,24,36,1,
18888,1038170,22,14,1,
18889,1038170,22,14,1,
18890,1038170,21,15,1,
18891,1038170,39,38,1,
18892,1038170,38,39,1,
18893,1038170,27,55,1,
18894,1038170,56,21,1,
18895,1038170,60,23,4,2008.0
18896,1038170,62,25,5,
18897,1038170,26,69,1,
18898,1038170,13,52,1,
18899,1038170,8,52,1,
18900,1038170,10,17,1,
18901,1038170,10,15,1,
18902,1038170,47,32,1,
18903,1038170,37,36,1,
18904,1038170,47,8,1,
18905,1038170,48,5,1,
18906,1038170,45,56,1,
18907,1038170,4,62,1,
18908,1038170,4,58,1,
18909,1038170,5,59,1,
18910,1038170,7,62,1,
18911,1038170,70,56,1,
18912,1038170,3,33,1,
18913,1038170,6,35,1,
18914,1038170,6,0,1,
18915,1038170,6,2,1,
18916,1038170,1,30,1,
18917,1038170,18,72,1,
18918,1038170,48,42,1,
18919,1038170,47,40,1,
18920,1038170,48,18,1,
18921,1038170,34,14,1,
18922,1038170,15,77,1,
18923,1038170,22,81,1,
18924,1038170,4,18,1,
18925,1038170,5,26,1,
18926,1038170,4,23,1,
18927,1038170,7,2,1,
18928,1038170,7,0,1,
18929,1038170,51,40,1,
18930,1038170,43,60,1,
18931,1038170,28,17,1,
18932,1038170,29,15,1,
18933,1038170,51,11,1,
18934,1038170,5,94,1,
18935,1038170,16,83,1,
18936,1038170,12,83,1,
18937,1038170,2,82,1,
18938,1038170,2,85,1,
18939,1038170,11,66,1,
18940,1038170,19,50,1,
18941,1038170,16,57,1,
18942,1038170,19,20,1,
18943,1038170,14,43,1,
18944,1038170,17,46,1,
18945,1038170,17,15,1,
18946,1038170,9,64,1,
18947,1038170,13,58,1,
18948,1038170,14,76,1,
18949,1038170,18,39,1,
18950,1038170,21,43,1,
18951,1038170,28,50,1,
18952,1038170,35,75,1,
18953,1038170,27,72,1,
18954,1038170,2,53,1,
18955,1038170,26,58,1,
18956,1038170,15,58,4,1970.0
18957,1038170,1,49,1,
18958,1038170,2,56,1,
18959,1038170,17,30,1,
18960,1038170,23,30,1,
18961,1038170,24,4,1,
18962,1038170,22,2,1,
18963,1038170,24,0,1,
18964,1038170,25,0,1,
18965,1038170,23,67,1,
18966,1038170,14,59,1,
18967,1038170,14,61,1,
18968,1038170,30,52,1,
18969,1038170,21,52,1,
18970,1038170,4,38,1,
18971,1038170,18,25,1,
18972,1038170,14,6,1,
18973,1038170,15,2,1,
18974,1038170,19,66,1,
18975,1038170,23,66,4,1978.0
18976,1038170,4,60,1,
18977,1038170,11,75,5,
18978,1038170,20,31,1,
18979,1038170,15,31,1,
18980,1038170,25,4,1,
18981,1038170,25,1,1,
18982,1038170,19,59,1,
18983,1038170,18,59,1,
18984,1038170,9,40,1,
18985,1038170,11,49,1,
18986,1038170,10,17,1,
18987,1038170,9,14,1,
18988,1038170,16,41,1,
18989,1038170,33,37,1,
18990,1038170,15,66,1,
18991,1038170,21,78,1,
18992,1038170,20,22,1,
18993,1038170,16,66,1,
18994,1038170,14,63,1,
18995,1038170,38,73,1,
18996,1038170,11,34,1,
18997,1038170,14,49,1,
18998,1038170,16,74,1,
18999,1038170,15,73,1,
19000,1038170,16,65,1,
19001,1038170,3,35,1,
19002,1038170,7,34,1,
19003,1038170,119,24,1,
19004,1038170,57,29,1,
19005,1038170,79,1,1,
19006,1038170,20,29,1,
19007,1038170,21,27,1,
19008,1038170,26,6,1,
19009,1038170,25,5,1,
19010,1038170,19,3,1,
19011,1038170,19,1,1,
19012,1038170,24,30,1,
19013,1038170,21,10,1,
19014,1038170,21,7,1,
19015,1038170,24,23,1,
19016,1038170,50,51,1,
19017,1038170,5,64,1,
19018,1038170,6,49,1,
19019,1038170,26,85,1,
19020,1038170,6,18,1,
19021,1038170,21,23,1,
19022,1038170,9,27,1,
19023,1038170,27,54,1,
19024,1038170,12,41,1,
19025,1038170,10,15,1,
19026,1038170,11,2,1,
19027,1038170,4,47,1,
19028,1038170,7,51,1,
19029,1038170,14,18,1,
19030,1038170,34,22,1,
19031,1038170,47,22,1,
19032,1038170,43,19,1,
19033,1038170,24,74,1,
19034,1038170,28,50,1,
19035,1038170,10,24,1,
19036,1038170,8,27,5,
19037,1038170,6,1,1,
19038,1038170,30,51,1,
19039,1038170,22,79,1,
19040,1038170,24,76,1,
19041,1038170,27,31,1,
19042,1038170,27,24,1,
19043,1038170,26,3,1,
19044,1038170,18,1,1,
19045,1038170,6,35,1,
