,ADJINC,PWGTP,AGEP,CIT,CITWP
28461,1038170,10,53,1,
28462,1038170,11,57,1,
28463,1038170,16,30,1,
28464,1038170,16,80,1,
28465,1038170,12,77,1,
28466,1038170,26,51,1,
28467,1038170,30,21,1,
28468,1038170,28,19,1,
28469,1038170,29,20,1,
28470,1038170,9,36,1,
28471,1038170,11,36,1,
28472,1038170,12,15,1,
28473,1038170,10,13,1,
28474,1038170,15,43,1,
28475,1038170,15,40,1,
28476,1038170,14,14,1,
28477,1038170,14,8,1,
28478,1038170,18,32,1,
28479,1038170,19,27,4,2012.0
28480,1038170,15,5,1,
28481,1038170,20,3,1,
28482,1038170,10,41,1,
28483,1038170,12,64,1,
28484,1038170,9,52,4,1999.0
28485,1038170,90,55,1,
28486,1038170,9,29,1,
28487,1038170,5,25,1,
28488,1038170,9,31,1,
28489,1038170,8,32,1,
28490,1038170,9,1,1,
28491,1038170,13,45,1,
28492,1038170,12,68,1,
28493,1038170,12,67,1,
28494,1038170,6,28,1,
28495,1038170,5,34,1,
28496,1038170,6,7,1,
28497,1038170,5,5,1,
28498,1038170,7,67,1,
28499,1038170,21,90,1,
28500,1038170,20,82,1,
28501,1038170,8,56,1,
28502,1038170,9,53,1,
28503,1038170,11,18,1,
28504,1038170,26,48,1,
28505,1038170,22,53,1,
28506,1038170,30,9,1,
28507,1038170,127,47,1,
28508,1038170,145,45,3,
28509,1038170,41,43,1,
28510,1038170,22,15,1,
28511,1038170,17,49,1,
28512,1038170,16,55,1,
28513,1038170,16,51,1,
28514,1038170,9,83,1,
28515,1038170,19,30,1,
28516,1038170,81,25,1,
28517,1038170,67,2,1,
28518,1038170,59,24,1,
28519,1038170,5,22,1,
28520,1038170,6,40,5,
28521,1038170,6,21,1,
28522,1038170,39,46,1,
28523,1038170,23,59,1,
28524,1038170,26,59,1,
28525,1038170,50,76,1,
28526,1038170,64,75,1,
28527,1038170,4,19,1,
28528,1038170,11,83,1,
28529,1038170,13,84,1,
28530,1038170,35,87,1,
28531,1038170,17,54,1,
28532,1038170,28,53,1,
28533,1038170,24,26,1,
28534,1038170,22,24,1,
28535,1038170,23,57,1,
28536,1038170,3,18,1,
28537,1038170,23,62,1,
28538,1038170,24,63,1,
28539,1038170,40,57,1,
28540,1038170,13,58,1,
28541,1038170,65,33,1,
28542,1038170,8,40,1,
28543,1038170,7,14,1,
28544,1038170,7,39,1,
28545,1038170,7,13,1,
28546,1038170,3,24,1,
28547,1038170,5,29,1,
28548,1038170,12,4,1,
28549,1038170,8,2,1,
28550,1038170,30,49,1,
28551,1038170,11,48,1,
28552,1038170,12,41,4,2003.0
28553,1038170,13,12,1,
28554,1038170,11,7,1,
28555,1038170,13,86,1,
28556,1038170,3,63,1,
28557,1038170,2,44,1,
28558,1038170,11,27,1,
28559,1038170,27,7,1,
28560,1038170,46,22,1,
28561,1038170,29,52,1,
28562,1038170,22,49,1,
28563,1038170,20,5,1,
28564,1038170,15,45,1,
28565,1038170,15,39,4,2010.0
28566,1038170,20,5,1,
28567,1038170,15,4,1,
28568,1038170,14,4,1,
28569,1038170,15,3,1,
28570,1038170,13,75,1,
28571,1038170,51,70,1,
28572,1038170,102,53,1,
28573,1038170,14,81,1,
28574,1038170,12,71,1,
28575,1038170,13,47,1,
28576,1038170,30,74,1,
28577,1038170,30,70,1,
28578,1038170,35,54,1,
28579,1038170,107,48,1,
28580,1038170,160,14,1,
28581,1038170,23,59,1,
28582,1038170,16,16,1,
28583,1038170,16,14,1,
28584,1038170,16,7,1,
28585,1038170,4,18,1,
28586,1038170,8,61,1,
28587,1038170,12,54,1,
28588,1038170,7,39,1,
28589,1038170,66,28,1,
28590,1038170,44,0,1,
28591,1038170,4,59,1,
28592,1038170,6,60,1,
28593,1038170,21,37,1,
28594,1038170,20,42,1,
28595,1038170,21,10,1,
28596,1038170,21,8,1,
28597,1038170,75,40,1,
28598,1038170,76,36,1,
28599,1038170,73,9,1,
28600,1038170,13,60,1,
28601,1038170,14,57,1,
28602,1038170,10,52,1,
28603,1038170,7,53,1,
28604,1038170,71,56,1,
28605,1038170,70,59,1,
28606,1038170,88,25,1,
28607,1038170,63,3,1,
28608,1038170,66,22,1,
28609,1038170,66,23,1,
28610,1038170,52,1,1,
28611,1038170,13,26,1,
28612,1038170,19,26,1,
28613,1038170,29,21,1,
28614,1038170,15,79,1,
28615,1038170,10,79,1,
28616,1038170,4,44,1,
28617,1038170,7,37,1,
28618,1038170,5,12,1,
28619,1038170,4,9,1,
28620,1038170,6,17,1,
28621,1038170,33,61,1,
28622,1038170,33,89,1,
28623,1038170,9,37,4,2011.0
28624,1038170,9,42,4,2011.0
28625,1038170,8,9,1,
28626,1038170,8,5,1,
28627,1038170,10,24,1,
28628,1038170,24,74,1,
28629,1038170,23,71,1,
28630,1038170,30,75,1,
28631,1038170,35,77,1,
28632,1038170,33,49,1,
28633,1038170,7,69,1,
28634,1038170,8,69,1,
28635,1038170,17,45,1,
28636,1038170,24,44,1,
28637,1038170,12,19,1,
28638,1038170,16,14,1,
28639,1038170,17,11,1,
28640,1038170,12,54,1,
28641,1038170,11,56,1,
28642,1038170,68,32,1,
28643,1038170,40,6,1,
28644,1038170,40,4,1,
28645,1038170,40,12,1,
28646,1038170,40,10,1,
28647,1038170,44,34,1,
28648,1038170,6,67,1,
28649,1038170,6,61,1,
28650,1038170,21,24,1,
28651,1038170,12,25,1,
28652,1038170,51,33,1,
28653,1038170,71,8,1,
28654,1038170,37,2,1,
28655,1038170,10,60,1,
28656,1038170,12,64,1,
28657,1038170,16,19,1,
28658,1038170,8,38,5,
28659,1038170,5,37,1,
28660,1038170,6,13,1,
28661,1038170,6,11,1,
28662,1038170,20,48,1,
28663,1038170,20,42,1,
28664,1038170,19,16,1,
28665,1038170,20,11,1,
28666,1038170,46,20,1,
28667,1038170,8,46,1,
28668,1038170,3,65,1,
28669,1038170,18,44,1,
28670,1038170,17,48,1,
28671,1038170,17,44,1,
28672,1038170,36,50,1,
28673,1038170,21,15,1,
28674,1038170,23,13,1,
28675,1038170,47,13,1,
28676,1038170,23,12,1,
28677,1038170,21,83,1,
28678,1038170,29,58,1,
28679,1038170,30,28,1,
28680,1038170,19,3,1,
28681,1038170,36,30,1,
28682,1038170,49,11,1,
28683,1038170,43,5,1,
28684,1038170,86,25,1,
28685,1038170,38,65,1,
28686,1038170,15,59,1,
28687,1038170,29,33,1,
28688,1038170,14,63,1,
28689,1038170,69,94,1,
28690,1038170,11,72,1,
28691,1038170,13,63,1,
28692,1038170,24,32,1,
28693,1038170,2,36,1,
28694,1038170,3,36,1,
28695,1038170,2,15,1,
28696,1038170,3,11,1,
28697,1038170,16,42,1,
28698,1038170,9,46,1,
28699,1038170,7,18,1,
28700,1038170,7,17,1,
28701,1038170,4,78,1,
28702,1038170,5,75,1,
28703,1038170,6,56,1,
28704,1038170,6,48,1,
28705,1038170,15,51,3,
28706,1038170,10,16,1,
28707,1038170,14,67,1,
28708,1038170,10,22,5,
28709,1038170,11,23,1,
28710,1038170,33,3,1,
28711,1038170,27,1,1,
28712,1038170,43,53,1,
28713,1038170,31,90,1,
28714,1038170,5,56,1,
28715,1038170,7,51,1,
28716,1038170,4,30,1,
28717,1038170,4,14,1,
28718,1038170,5,11,1,
28719,1038170,3,1,1,
28720,1038170,3,33,1,
28721,1038170,5,73,1,
28722,1038170,13,42,1,
28723,1038170,12,19,1,
28724,1038170,2,24,1,
28725,1038170,3,5,1,
28726,1038170,4,2,1,
28727,1038170,11,68,1,
28728,1038170,12,80,1,
28729,1038170,15,74,1,
28730,1038170,15,68,1,
28731,1038170,62,25,1,
28732,1038170,55,25,1,
28733,1038170,3,80,3,
28734,1038170,4,76,1,
28735,1038170,13,39,1,
28736,1038170,5,21,1,
28737,1038170,24,55,1,
28738,1038170,35,54,1,
28739,1038170,27,18,1,
28740,1038170,27,15,1,
28741,1038170,37,33,1,
28742,1038170,9,36,1,
28743,1038170,13,44,1,
28744,1038170,16,37,1,
28745,1038170,11,35,1,
28746,1038170,11,13,1,
28747,1038170,10,11,1,
28748,1038170,11,9,1,
28749,1038170,9,4,1,
28750,1038170,84,39,1,
28751,1038170,78,7,1,
28752,1038170,78,5,1,
28753,1038170,25,55,4,1993.0
28754,1038170,23,29,4,1998.0
28755,1038170,14,25,1,
28756,1038170,22,38,1,
28757,1038170,20,16,1,
28758,1038170,24,13,1,
28759,1038170,44,3,1,
28760,1038170,27,27,4,1986.0
28761,1038170,14,29,1,
28762,1038170,10,1,1,
28763,1038170,15,23,1,
28764,1038170,13,39,1,
28765,1038170,11,13,1,
28766,1038170,12,6,1,
28767,1038170,17,29,1,
28768,1038170,30,30,1,
28769,1038170,28,11,1,
28770,1038170,27,9,1,
28771,1038170,28,8,1,
28772,1038170,26,4,1,
28773,1038170,21,1,1,
28774,1038170,17,50,1,
28775,1038170,16,57,5,
28776,1038170,15,19,1,
28777,1038170,7,60,1,
28778,1038170,12,60,1,
28779,1038170,14,60,1,
28780,1038170,14,25,1,
28781,1038170,4,75,1,
28782,1038170,2,75,1,
28783,1038170,6,42,1,
28784,1038170,12,79,1,
28785,1038170,10,79,1,
28786,1038170,12,59,1,
28787,1038170,15,62,1,
28788,1038170,12,62,1,
28789,1038170,11,62,1,
28790,1038170,15,55,1,
28791,1038170,15,50,1,
28792,1038170,21,34,1,
28793,1038170,15,46,1,
28794,1038170,20,44,1,
28795,1038170,14,37,1,
28796,1038170,15,29,1,
28797,1038170,12,28,1,
28798,1038170,6,69,1,
28799,1038170,5,58,1,
28800,1038170,6,61,1,
28801,1038170,22,25,1,
28802,1038170,27,73,1,
28803,1038170,22,72,1,
28804,1038170,6,53,1,
28805,1038170,6,56,1,
28806,1038170,19,71,1,
28807,1038170,21,69,1,
28808,1038170,5,68,1,
28809,1038170,5,65,1,
28810,1038170,14,62,1,
28811,1038170,12,65,1,
28812,1038170,43,65,1,
28813,1038170,15,61,1,
28814,1038170,12,50,1,
28815,1038170,12,47,1,
28816,1038170,19,20,1,
28817,1038170,16,55,1,
28818,1038170,14,57,1,
28819,1038170,9,41,1,
28820,1038170,6,33,1,
28821,1038170,10,6,1,
28822,1038170,9,10,1,
28823,1038170,23,68,1,
28824,1038170,12,51,1,
28825,1038170,10,9,1,
28826,1038170,9,86,1,
28827,1038170,12,53,1,
28828,1038170,8,63,1,
28829,1038170,24,61,1,
28830,1038170,23,46,1,
28831,1038170,19,38,3,
28832,1038170,21,17,1,
28833,1038170,10,36,5,
28834,1038170,14,38,5,
28835,1038170,12,10,1,
28836,1038170,16,8,1,
28837,1038170,35,3,1,
28838,1038170,25,0,1,
28839,1038170,7,44,1,
28840,1038170,20,25,1,
28841,1038170,32,42,1,
28842,1038170,27,42,1,
28843,1038170,27,14,1,
28844,1038170,29,8,1,
28845,1038170,3,36,1,
28846,1038170,5,42,1,
28847,1038170,16,61,1,
28848,1038170,17,59,1,
28849,1038170,13,55,1,
28850,1038170,12,57,1,
28851,1038170,6,29,1,
28852,1038170,6,8,1,
28853,1038170,6,6,1,
28854,1038170,4,0,1,
28855,1038170,6,36,1,
28856,1038170,16,43,5,
28857,1038170,10,36,3,
28858,1038170,7,56,1,
28859,1038170,7,53,1,
28860,1038170,5,71,1,
28861,1038170,5,63,1,
28862,1038170,6,63,1,
28863,1038170,10,22,1,
28864,1038170,9,26,1,
28865,1038170,11,51,1,
28866,1038170,8,53,1,
28867,1038170,6,39,1,
28868,1038170,6,41,1,
28869,1038170,8,17,1,
28870,1038170,8,15,1,
28871,1038170,6,13,1,
28872,1038170,29,35,1,
28873,1038170,37,32,1,
28874,1038170,19,29,1,
28875,1038170,20,36,1,
28876,1038170,18,4,1,
28877,1038170,18,48,1,
28878,1038170,17,54,1,
28879,1038170,40,22,1,
28880,1038170,39,20,1,
28881,1038170,22,15,1,
28882,1038170,76,55,1,
28883,1038170,50,49,1,
28884,1038170,48,25,1,
28885,1038170,25,29,1,
28886,1038170,29,28,1,
28887,1038170,25,35,1,
28888,1038170,10,33,1,
28889,1038170,11,9,1,
28890,1038170,11,6,1,
28891,1038170,13,3,1,
28892,1038170,12,1,1,
28893,1038170,22,20,1,
28894,1038170,5,61,1,
28895,1038170,4,63,1,
28896,1038170,15,36,1,
28897,1038170,16,36,1,
28898,1038170,14,13,1,
28899,1038170,14,10,1,
28900,1038170,14,5,1,
28901,1038170,17,2,1,
28902,1038170,14,66,1,
28903,1038170,13,58,1,
28904,1038170,5,58,1,
28905,1038170,5,58,1,
28906,1038170,18,28,1,
28907,1038170,14,28,1,
28908,1038170,26,4,1,
28909,1038170,18,2,1,
28910,1038170,19,2,1,
28911,1038170,3,52,1,
28912,1038170,10,21,1,
28913,1038170,11,73,1,
28914,1038170,11,61,1,
28915,1038170,13,67,1,
28916,1038170,27,41,4,2008.0
28917,1038170,21,42,4,2008.0
28918,1038170,44,19,1,
28919,1038170,18,14,1,
28920,1038170,59,40,1,
28921,1038170,63,6,1,
28922,1038170,57,4,1,
28923,1038170,54,44,1,
28924,1038170,27,69,1,
28925,1038170,26,65,1,
28926,1038170,16,67,1,
28927,1038170,19,27,1,
28928,1038170,18,26,1,
28929,1038170,45,53,5,
28930,1038170,76,53,4,1997.0
28931,1038170,60,26,1,
28932,1038170,38,24,1,
28933,1038170,67,19,5,
28934,1038170,4,76,1,
28935,1038170,4,26,1,
28936,1038170,4,79,1,
28937,1038170,10,66,1,
28938,1038170,7,66,1,
28939,1038170,23,49,1,
28940,1038170,14,51,1,
28941,1038170,15,49,1,
28942,1038170,27,21,1,
28943,1038170,17,16,1,
28944,1038170,18,12,1,
28945,1038170,3,46,1,
28946,1038170,6,42,1,
28947,1038170,2,94,1,
28948,1038170,12,46,1,
28949,1038170,17,49,1,
28950,1038170,13,57,1,
28951,1038170,12,57,1,
28952,1038170,15,44,1,
28953,1038170,14,5,1,
28954,1038170,5,18,1,
28955,1038170,16,36,1,
28956,1038170,16,35,1,
28957,1038170,15,10,1,
28958,1038170,15,8,1,
28959,1038170,16,6,1,
28960,1038170,14,4,1,
28961,1038170,44,22,1,
28962,1038170,15,46,1,
28963,1038170,16,18,1,
28964,1038170,88,50,1,
28965,1038170,3,62,1,
28966,1038170,3,63,1,
28967,1038170,6,71,1,
28968,1038170,11,60,1,
28969,1038170,57,63,1,
28970,1038170,12,59,1,
28971,1038170,15,51,1,
28972,1038170,14,11,1,
28973,1038170,17,74,1,
28974,1038170,13,78,1,
28975,1038170,9,73,1,
28976,1038170,16,30,1,
28977,1038170,9,34,1,
28978,1038170,11,8,1,
28979,1038170,10,7,1,
28980,1038170,3,40,1,
28981,1038170,4,39,1,
28982,1038170,4,12,1,
28983,1038170,5,10,1,
28984,1038170,4,6,1,
28985,1038170,8,36,1,
28986,1038170,14,39,1,
28987,1038170,8,20,1,
28988,1038170,15,15,1,
28989,1038170,10,13,1,
28990,1038170,11,10,1,
28991,1038170,9,8,1,
28992,1038170,8,4,1,
28993,1038170,8,0,1,
28994,1038170,15,16,1,
28995,1038170,17,52,1,
28996,1038170,14,53,1,
28997,1038170,20,20,1,
28998,1038170,9,18,1,
28999,1038170,17,14,1,
29000,1038170,5,65,1,
29001,1038170,21,43,1,
29002,1038170,3,59,1,
29003,1038170,5,46,1,
29004,1038170,70,26,1,
29005,1038170,34,26,1,
29006,1038170,35,33,1,
29007,1038170,32,31,1,
29008,1038170,33,12,1,
29009,1038170,33,9,1,
29010,1038170,33,5,1,
29011,1038170,69,38,1,
29012,1038170,68,37,1,
29013,1038170,61,2,1,
29014,1038170,7,36,1,
29015,1038170,7,41,1,
29016,1038170,8,11,1,
29017,1038170,8,10,1,
29018,1038170,8,5,1,
29019,1038170,5,4,1,
29020,1038170,3,54,1,
29021,1038170,3,28,1,
29022,1038170,19,27,1,
29023,1038170,26,7,1,
29024,1038170,27,15,1,
29025,1038170,45,39,1,
29026,1038170,26,13,1,
29027,1038170,27,9,1,
29028,1038170,26,8,1,
29029,1038170,15,50,1,
29030,1038170,15,49,1,
29031,1038170,28,18,1,
29032,1038170,19,16,1,
29033,1038170,27,14,1,
29034,1038170,12,52,1,
29035,1038170,20,50,1,
29036,1038170,14,69,1,
29037,1038170,20,51,1,
29038,1038170,10,40,1,
29039,1038170,20,15,1,
29040,1038170,8,16,1,
29041,1038170,9,13,1,
29042,1038170,9,9,1,
29043,1038170,19,66,1,
29044,1038170,25,51,1,
29045,1038170,11,57,1,
29046,1038170,10,63,1,
29047,1038170,17,72,1,
29048,1038170,20,77,1,
29049,1038170,23,19,1,
29050,1038170,6,42,1,
29051,1038170,4,47,1,
29052,1038170,6,15,1,
29053,1038170,5,13,1,
29054,1038170,6,11,1,
29055,1038170,67,63,1,
29056,1038170,61,56,1,
29057,1038170,15,51,1,
29058,1038170,16,55,1,
29059,1038170,24,55,1,
29060,1038170,21,59,1,
29061,1038170,17,29,1,
29062,1038170,15,33,1,
29063,1038170,14,10,1,
29064,1038170,14,7,1,
29065,1038170,14,5,1,
29066,1038170,3,51,1,
29067,1038170,1,55,5,
29068,1038170,3,25,1,
29069,1038170,4,23,1,
29070,1038170,11,34,1,
29071,1038170,14,37,1,
29072,1038170,33,37,1,
29073,1038170,39,36,1,
29074,1038170,35,13,1,
29075,1038170,34,6,1,
29076,1038170,44,16,1,
29077,1038170,35,12,1,
29078,1038170,36,11,1,
29079,1038170,8,55,4,2012.0
29080,1038170,15,51,1,
29081,1038170,15,50,1,
29082,1038170,16,16,1,
29083,1038170,14,54,1,
29084,1038170,41,38,1,
29085,1038170,30,15,1,
29086,1038170,52,7,1,
29087,1038170,21,54,1,
29088,1038170,14,84,1,
29089,1038170,9,79,1,
29090,1038170,18,34,1,
29091,1038170,22,34,1,
29092,1038170,19,11,1,
29093,1038170,18,8,1,
29094,1038170,17,6,1,
29095,1038170,26,3,1,
29096,1038170,7,32,1,
29097,1038170,7,40,1,
29098,1038170,10,15,1,
29099,1038170,8,13,1,
29100,1038170,17,68,1,
29101,1038170,18,67,1,
29102,1038170,24,41,1,
29103,1038170,17,65,1,
29104,1038170,11,24,5,
29105,1038170,22,25,1,
29106,1038170,11,4,1,
29107,1038170,10,1,1,
29108,1038170,12,61,1,
29109,1038170,11,56,1,
29110,1038170,22,74,1,
29111,1038170,23,36,1,
29112,1038170,10,40,1,
29113,1038170,12,17,3,
29114,1038170,45,61,1,
29115,1038170,22,24,1,
29116,1038170,5,24,1,
29117,1038170,11,64,1,
29118,1038170,43,32,1,
29119,1038170,19,88,1,
29120,1038170,24,76,1,
29121,1038170,14,72,1,
29122,1038170,4,40,1,
29123,1038170,5,43,1,
29124,1038170,4,11,1,
29125,1038170,5,9,1,
29126,1038170,7,72,1,
29127,1038170,7,64,1,
29128,1038170,5,41,1,
29129,1038170,14,29,1,
29130,1038170,27,29,1,
29131,1038170,8,57,1,
29132,1038170,9,64,1,
29133,1038170,21,44,1,
29134,1038170,22,42,1,
29135,1038170,19,15,1,
29136,1038170,21,14,1,
29137,1038170,21,12,1,
29138,1038170,21,10,1,
29139,1038170,21,8,1,
29140,1038170,16,39,1,
29141,1038170,19,40,1,
29142,1038170,18,7,1,
29143,1038170,17,11,1,
29144,1038170,24,55,1,
29145,1038170,33,28,1,
29146,1038170,23,66,1,
29147,1038170,18,67,1,
29148,1038170,11,82,1,
29149,1038170,34,74,1,
29150,1038170,35,78,1,
29151,1038170,34,51,1,
29152,1038170,7,40,1,
29153,1038170,6,38,1,
29154,1038170,4,4,1,
29155,1038170,5,2,1,
29156,1038170,7,1,1,
29157,1038170,3,56,1,
29158,1038170,5,34,1,
29159,1038170,3,15,1,
29160,1038170,18,49,1,
29161,1038170,20,49,1,
29162,1038170,21,18,1,
29163,1038170,19,16,1,
29164,1038170,10,50,1,
29165,1038170,4,44,1,
29166,1038170,12,67,1,
29167,1038170,12,71,1,
29168,1038170,16,58,1,
29169,1038170,20,43,5,
29170,1038170,16,16,1,
29171,1038170,39,42,1,
29172,1038170,22,43,4,2013.0
29173,1038170,14,11,1,
29174,1038170,15,8,1,
29175,1038170,5,68,1,
29176,1038170,9,59,1,
29177,1038170,12,49,1,
29178,1038170,13,18,1,
29179,1038170,17,40,4,2012.0
29180,1038170,14,9,1,
29181,1038170,15,6,1,
29182,1038170,22,19,1,
29183,1038170,6,63,1,
29184,1038170,6,68,1,
29185,1038170,36,22,1,
29186,1038170,53,23,1,
29187,1038170,111,19,1,
29188,1038170,23,63,1,
29189,1038170,19,59,1,
29190,1038170,25,64,1,
29191,1038170,23,64,1,
29192,1038170,23,75,1,
29193,1038170,7,23,1,
29194,1038170,13,3,1,
29195,1038170,13,0,1,
29196,1038170,20,30,1,
29197,1038170,9,57,1,
29198,1038170,10,63,1,
29199,1038170,24,39,1,
29200,1038170,38,50,1,
29201,1038170,28,12,1,
29202,1038170,53,11,1,
29203,1038170,17,23,1,
29204,1038170,17,21,1,
29205,1038170,16,69,1,
29206,1038170,17,73,1,
29207,1038170,21,73,1,
29208,1038170,16,68,1,
29209,1038170,20,71,1,
29210,1038170,9,32,1,
29211,1038170,11,34,1,
29212,1038170,12,9,1,
29213,1038170,11,5,1,
29214,1038170,13,33,1,
29215,1038170,11,34,1,
29216,1038170,15,0,1,
29217,1038170,3,94,1,
29218,1038170,6,72,1,
29219,1038170,3,79,1,
29220,1038170,24,66,4,1967.0
29221,1038170,24,72,1,
29222,1038170,19,16,1,
29223,1038170,16,44,1,
29224,1038170,21,44,1,
29225,1038170,20,21,1,
29226,1038170,25,15,1,
29227,1038170,18,13,1,
29228,1038170,16,11,1,
29229,1038170,18,7,1,
29230,1038170,24,40,1,
29231,1038170,23,41,1,
29232,1038170,26,7,1,
29233,1038170,12,63,1,
29234,1038170,18,31,1,
29235,1038170,8,33,1,
29236,1038170,8,9,1,
29237,1038170,7,7,1,
29238,1038170,12,1,1,
29239,1038170,28,67,1,
29240,1038170,21,29,1,
29241,1038170,21,37,1,
29242,1038170,10,77,1,
29243,1038170,13,76,1,
29244,1038170,26,55,1,
29245,1038170,13,47,1,
29246,1038170,20,32,1,
29247,1038170,26,33,1,
29248,1038170,29,7,1,
29249,1038170,29,5,1,
29250,1038170,1,42,1,
29251,1038170,2,39,1,
29252,1038170,4,18,1,
29253,1038170,3,16,3,
29254,1038170,6,14,1,
29255,1038170,2,9,3,
29256,1038170,3,6,1,
29257,1038170,4,3,1,
29258,1038170,4,81,1,
29259,1038170,12,41,1,
29260,1038170,15,10,1,
29261,1038170,9,60,1,
29262,1038170,47,65,1,
29263,1038170,26,89,1,
29264,1038170,21,79,1,
29265,1038170,2,68,1,
29266,1038170,2,74,1,
29267,1038170,3,51,1,
29268,1038170,4,44,1,
29269,1038170,5,13,1,
29270,1038170,4,11,1,
29271,1038170,4,9,1,
29272,1038170,5,25,1,
29273,1038170,6,53,1,
29274,1038170,7,42,1,
29275,1038170,7,17,1,
29276,1038170,14,42,1,
29277,1038170,15,57,1,
29278,1038170,13,68,1,
29279,1038170,15,65,1,
29280,1038170,16,67,1,
29281,1038170,16,70,5,
29282,1038170,13,68,1,
29283,1038170,20,43,1,
29284,1038170,11,36,1,
29285,1038170,11,35,1,
29286,1038170,26,61,1,
29287,1038170,21,62,1,
29288,1038170,35,41,1,
29289,1038170,32,1,1,
29290,1038170,10,77,1,
29291,1038170,4,63,1,
29292,1038170,4,63,1,
29293,1038170,3,32,1,
29294,1038170,6,27,1,
29295,1038170,7,66,1,
29296,1038170,5,23,1,
29297,1038170,2,26,3,
29298,1038170,4,2,1,
29299,1038170,3,0,1,
29300,1038170,15,19,4,2008.0
29301,1038170,31,61,1,
29302,1038170,12,51,1,
29303,1038170,11,54,3,
29304,1038170,44,14,3,
29305,1038170,61,44,1,
29306,1038170,59,10,3,
29307,1038170,64,45,5,
29308,1038170,59,14,1,
29309,1038170,60,12,1,
29310,1038170,3,70,1,
29311,1038170,3,67,1,
29312,1038170,4,41,1,
29313,1038170,2,38,3,
29314,1038170,3,17,1,
29315,1038170,2,11,1,
29316,1038170,3,20,1,
29317,1038170,5,66,1,
29318,1038170,3,15,1,
29319,1038170,3,52,1,
29320,1038170,3,49,1,
29321,1038170,13,41,1,
29322,1038170,22,21,1,
29323,1038170,14,17,1,
29324,1038170,8,50,1,
29325,1038170,20,48,1,
29326,1038170,20,47,1,
29327,1038170,34,24,1,
29328,1038170,4,53,1,
29329,1038170,9,51,1,
29330,1038170,5,11,1,
29331,1038170,4,10,1,
29332,1038170,4,4,1,
29333,1038170,4,3,1,
29334,1038170,44,94,1,
29335,1038170,29,66,1,
29336,1038170,27,67,1,
29337,1038170,30,29,1,
29338,1038170,9,59,1,
29339,1038170,11,50,1,
29340,1038170,10,15,1,
29341,1038170,11,41,1,
29342,1038170,8,4,1,
29343,1038170,33,33,1,
29344,1038170,23,34,1,
29345,1038170,33,12,1,
29346,1038170,38,8,1,
29347,1038170,32,14,1,
29348,1038170,33,66,1,
29349,1038170,26,45,1,
29350,1038170,15,13,1,
29351,1038170,3,57,1,
29352,1038170,3,59,1,
29353,1038170,4,79,1,
29354,1038170,3,78,1,
29355,1038170,30,57,1,
29356,1038170,34,52,1,
29357,1038170,23,17,1,
29358,1038170,46,70,1,
29359,1038170,64,36,1,
29360,1038170,94,21,1,
29361,1038170,14,22,1,
29362,1038170,22,51,5,
29363,1038170,21,50,5,
29364,1038170,23,5,1,
29365,1038170,31,4,1,
29366,1038170,56,74,1,
29367,1038170,21,28,1,
29368,1038170,22,27,1,
29369,1038170,21,28,1,
29370,1038170,19,4,1,
29371,1038170,20,1,1,
29372,1038170,3,61,1,
29373,1038170,4,65,1,
29374,1038170,4,10,1,
29375,1038170,4,8,1,
29376,1038170,3,28,1,
29377,1038170,3,10,1,
29378,1038170,2,7,1,
29379,1038170,2,5,1,
29380,1038170,64,28,1,
29381,1038170,47,33,5,
29382,1038170,109,9,1,
29383,1038170,51,6,1,
29384,1038170,23,80,5,
29385,1038170,8,50,1,
29386,1038170,12,22,1,
29387,1038170,12,45,1,
29388,1038170,6,80,1,
29389,1038170,18,80,1,
29390,1038170,15,68,1,
29391,1038170,11,51,1,
29392,1038170,5,82,1,
29393,1038170,17,62,1,
29394,1038170,18,60,1,
29395,1038170,14,72,1,
29396,1038170,15,62,1,
29397,1038170,22,27,1,
29398,1038170,24,59,1,
29399,1038170,22,43,4,1980.0
29400,1038170,28,45,1,
29401,1038170,17,14,1,
29402,1038170,24,10,3,
29403,1038170,24,7,3,
29404,1038170,8,61,1,
29405,1038170,13,61,1,
29406,1038170,19,49,1,
29407,1038170,22,48,1,
29408,1038170,26,39,1,
29409,1038170,28,7,1,
29410,1038170,30,3,1,
29411,1038170,46,49,1,
29412,1038170,20,19,1,
29413,1038170,15,48,1,
29414,1038170,18,46,1,
29415,1038170,17,16,1,
29416,1038170,25,13,1,
29417,1038170,5,24,1,
29418,1038170,7,66,1,
29419,1038170,8,63,1,
29420,1038170,6,26,1,
29421,1038170,9,25,1,
29422,1038170,10,3,1,
29423,1038170,5,47,1,
29424,1038170,5,43,1,
29425,1038170,9,15,1,
29426,1038170,6,13,1,
29427,1038170,6,11,1,
29428,1038170,6,9,1,
29429,1038170,6,5,1,
29430,1038170,4,50,1,
29431,1038170,3,48,1,
29432,1038170,5,79,1,
29433,1038170,4,79,1,
29434,1038170,8,44,1,
29435,1038170,69,23,1,
29436,1038170,11,70,1,
29437,1038170,11,70,1,
29438,1038170,30,67,1,
29439,1038170,25,24,1,
29440,1038170,22,23,1,
29441,1038170,31,40,1,
29442,1038170,5,39,1,
29443,1038170,42,58,1,
29444,1038170,38,60,1,
29445,1038170,23,16,1,
29446,1038170,27,56,1,
29447,1038170,27,19,1,
29448,1038170,12,50,1,
29449,1038170,12,11,1,
29450,1038170,15,47,1,
29451,1038170,4,65,1,
29452,1038170,5,70,1,
