,AGEP
2992,59
2993,37
2994,56
2995,73
2996,72
2997,32
2998,28
2999,32
3000,4
3001,11
3002,8
3003,74
3004,76
3005,50
3006,42
3007,34
3008,5
3009,43
3010,36
3011,13
3012,8
3013,2
3014,33
3015,5
3016,31
3017,9
3018,8
3019,84
3020,80
3021,61
3022,58
3023,21
3024,54
3025,26
3026,48
3027,64
3028,73
3029,73
3030,32
3031,35
3032,12
3033,8
3034,29
3035,30
3036,7
3037,3
3038,56
3039,34
3040,27
3041,5
3042,3
3043,0
3044,79
3045,50
3046,41
3047,13
3048,11
3049,73
3050,36
3051,4
3052,2
3053,25
3054,20
3055,64
3056,67
3057,68
3058,79
3059,65
3060,57
3061,57
3062,31
3063,31
3064,8
3065,4
3066,1
3067,62
3068,52
3069,72
3070,71
3071,40
3072,38
3073,31
3074,5
3075,66
3076,48
3077,46
3078,62
3079,62
3080,24
3081,57
3082,72
3083,70
3084,66
3085,62
3086,27
3087,35
3088,31
3089,29
3090,29
3091,34
3092,10
3093,8
3094,66
3095,28
3096,44
3097,67
3098,60
3099,52
3100,55
3101,53
3102,24
3103,4
3104,52
3105,51
3106,17
3107,49
3108,46
3109,21
3110,19
3111,16
3112,26
3113,64
3114,75
3115,65
3116,63
3117,71
3118,71
3119,68
3120,30
3121,37
3122,76
3123,41
3124,35
3125,11
3126,3
3127,2
3128,33
3129,36
3130,60
3131,30
3132,27
3133,77
3134,73
3135,53
3136,61
3137,35
3138,29
3139,37
3140,39
3141,38
3142,14
3143,10
3144,7
3145,73
3146,68
3147,58
3148,19
3149,63
3150,74
3151,34
3152,12
3153,8
3154,5
3155,37
3156,8
3157,5
3158,53
3159,52
3160,15
3161,30
3162,36
3163,47
3164,44
3165,13
3166,8
3167,56
3168,31
3169,37
3170,16
3171,13
3172,11
3173,8
3174,70
3175,54
3176,40
3177,39
3178,44
3179,63
3180,43
3181,69
3182,65
3183,41
3184,44
3185,18
3186,13
3187,53
3188,30
3189,24
3190,75
3191,48
3192,15
3193,35
3194,39
3195,11
3196,8
3197,6
3198,3
3199,0
3200,70
3201,63
3202,56
3203,47
3204,26
3205,18
3206,16
3207,50
3208,63
3209,26
3210,23
3211,53
3212,32
3213,60
3214,60
3215,41
3216,68
3217,41
3218,19
3219,60
3220,56
3221,35
3222,35
3223,9
3224,6
3225,3
3226,27
3227,23
3228,25
3229,33
3230,35
3231,13
3232,11
3233,9
3234,54
3235,65
3236,60
3237,56
3238,49
3239,71
3240,93
3241,24
3242,26
3243,26
3244,76
3245,23
3246,22
3247,74
3248,70
3249,78
3250,76
3251,55
3252,28
3253,62
3254,61
3255,30
3256,32
3257,7
3258,5
3259,2
3260,0
3261,51
3262,53
3263,16
3264,55
3265,58
3266,22
3267,24
3268,67
3269,36
3270,10
3271,38
3272,35
3273,12
3274,10
3275,8
3276,43
3277,6
3278,59
3279,58
3280,19
3281,51
3282,52
3283,21
3284,18
3285,16
3286,57
3287,56
3288,15
3289,56
3290,50
3291,29
3292,72
3293,67
3294,55
3295,54
3296,46
3297,22
3298,20
3299,58
3300,50
3301,18
3302,18
3303,77
3304,59
3305,54
3306,86
3307,75
3308,61
3309,58
3310,19
3311,17
3312,51
3313,28
3314,0
3315,22
3316,30
3317,28
3318,29
3319,48
3320,46
3321,66
3322,67
3323,54
3324,65
3325,42
3326,75
3327,78
3328,72
3329,74
3330,52
3331,43
3332,24
3333,20
3334,15
3335,56
3336,50
3337,81
3338,50
3339,46
3340,18
3341,50
3342,48
3343,17
3344,30
3345,28
3346,4
3347,1
3348,75
3349,69
3350,88
3351,47
3352,16
3353,13
3354,50
3355,50
3356,68
3357,31
3358,69
3359,68
3360,62
3361,42
3362,43
3363,5
3364,35
3365,27
3366,26
3367,0
3368,93
3369,57
3370,49
3371,30
3372,27
3373,89
3374,27
3375,20
3376,78
3377,73
3378,59
3379,67
3380,51
3381,51
3382,69
3383,68
3384,65
3385,41
3386,44
3387,18
3388,87
3389,18
3390,84
3391,26
3392,6
3393,5
3394,28
3395,25
3396,21
3397,18
3398,52
3399,53
3400,70
3401,76
3402,36
3403,45
3404,45
3405,21
3406,64
3407,57
3408,32
3409,50
3410,9
3411,8
3412,5
3413,4
3414,49
3415,53
3416,30
3417,10
3418,7
3419,4
3420,26
3421,27
3422,29
3423,31
3424,5
3425,3
3426,29
3427,29
3428,51
3429,47
3430,8
3431,26
3432,67
3433,60
3434,35
3435,31
3436,14
3437,11
3438,9
3439,33
3440,58
3441,57
3442,38
3443,36
3444,16
3445,13
3446,68
3447,65
3448,63
3449,51
3450,51
3451,41
3452,20
3453,15
3454,14
3455,14
3456,13
3457,11
3458,33
3459,67
3460,64
3461,64
3462,55
3463,93
3464,47
3465,47
3466,18
3467,15
3468,73
3469,74
3470,33
3471,30
3472,9
3473,7
3474,3
3475,1
3476,73
3477,75
3478,26
3479,52
3480,55
3481,23
3482,47
3483,69
3484,66
3485,67
3486,64
3487,38
3488,33
3489,16
3490,11
3491,70
3492,14
3493,73
3494,68
3495,33
3496,31
3497,2
3498,80
3499,42
3500,64
3501,61
3502,33
3503,39
3504,16
3505,65
3506,64
3507,45
3508,54
3509,61
3510,54
3511,55
3512,49
3513,35
3514,9
3515,8
3516,17
3517,65
3518,82
3519,83
3520,58
3521,60
3522,43
3523,46
3524,6
3525,4
3526,2
3527,82
3528,78
3529,70
3530,68
3531,26
3532,23
3533,1
3534,39
3535,41
3536,15
3537,13
3538,5
3539,15
3540,51
3541,72
3542,57
3543,57
3544,48
3545,20
3546,28
3547,26
3548,6
3549,4
3550,2
3551,0
3552,38
3553,10
3554,8
3555,53
3556,53
3557,19
3558,62
3559,57
3560,57
3561,61
3562,36
3563,30
3564,14
3565,6
3566,64
3567,63
3568,64
3569,63
3570,25
3571,21
3572,38
3573,77
3574,77
3575,60
3576,59
3577,34
3578,29
3579,1
3580,26
3581,82
3582,54
3583,59
3584,67
3585,72
3586,45
3587,17
3588,68
3589,72
3590,19
3591,34
3592,52
3593,48
3594,48
3595,16
3596,16
3597,12
3598,9
3599,17
3600,60
3601,59
3602,44
3603,45
3604,77
3605,66
3606,39
3607,37
3608,14
3609,11
3610,60
3611,60
3612,55
3613,54
3614,76
3615,78
3616,21
3617,51
3618,16
3619,80
3620,78
3621,59
3622,58
3623,87
3624,25
3625,23
3626,33
3627,43
3628,43
3629,16
3630,12
3631,49
3632,49
3633,82
3634,39
3635,22
3636,19
3637,59
3638,57
3639,32
3640,34
3641,19
3642,59
3643,79
3644,18
3645,50
3646,52
3647,51
3648,25
3649,23
3650,70
3651,69
3652,59
3653,52
3654,71
3655,80
3656,61
3657,66
3658,71
3659,34
3660,37
3661,62
3662,60
3663,68
3664,64
3665,71
3666,49
3667,62
3668,61
3669,16
3670,45
3671,15
3672,9
3673,22
3674,22
3675,22
3676,22
3677,20
3678,20
3679,69
3680,82
3681,29
3682,3
3683,77
3684,55
3685,54
3686,45
3687,80
3688,71
3689,67
3690,66
3691,78
3692,43
3693,37
3694,9
3695,6
3696,4
3697,45
3698,40
3699,4
3700,55
3701,73
3702,77
3703,41
3704,42
3705,21
3706,20
3707,19
3708,43
3709,29
3710,9
3711,76
3712,39
3713,42
3714,14
3715,11
3716,24
3717,22
3718,69
3719,25
3720,26
3721,5
3722,3
3723,1
3724,51
3725,58
3726,29
3727,24
3728,23
3729,4
3730,3
3731,1
3732,23
3733,54
3734,20
3735,59
3736,33
3737,38
3738,15
3739,12
3740,2
3741,85
3742,77
3743,57
3744,15
3745,50
3746,43
3747,12
3748,21
3749,20
3750,42
3751,42
3752,16
3753,60
3754,60
3755,43
3756,45
3757,20
3758,18
3759,13
3760,11
3761,21
3762,57
3763,50
3764,82
3765,61
3766,68
3767,52
3768,46
3769,47
3770,14
3771,8
3772,6
3773,3
3774,24
3775,30
3776,22
3777,76
3778,43
3779,49
3780,19
3781,80
3782,62
3783,54
3784,81
3785,61
3786,58
3787,58
3788,84
3789,60
3790,49
3791,14
3792,41
3793,48
3794,63
3795,66
3796,20
3797,65
3798,52
3799,17
3800,43
3801,41
3802,21
3803,19
3804,3
3805,62
3806,73
3807,41
3808,3
3809,50
3810,45
3811,20
3812,14
3813,6
3814,43
3815,45
3816,21
3817,40
3818,26
3819,19
3820,15
3821,25
3822,26
3823,49
3824,16
3825,15
3826,71
3827,65
3828,54
3829,51
3830,23
3831,61
3832,33
3833,24
3834,70
3835,70
3836,52
3837,72
3838,73
3839,45
3840,19
3841,15
3842,62
3843,62
3844,53
3845,57
3846,55
3847,32
3848,30
3849,8
3850,3
3851,24
3852,23
3853,61
3854,50
3855,20
3856,17
3857,55
3858,33
3859,27
3860,30
3861,3
3862,0
3863,93
3864,36
3865,5
3866,3
3867,37
3868,80
3869,84
3870,62
3871,20
3872,18
3873,22
3874,23
3875,46
3876,54
3877,53
3878,81
3879,29
3880,26
3881,64
3882,61
3883,20
3884,52
3885,50
3886,57
3887,59
3888,69
3889,26
3890,52
3891,30
3892,1
3893,25
3894,47
3895,55
3896,20
3897,64
3898,88
3899,52
3900,50
3901,25
3902,13
3903,68
3904,60
3905,54
3906,55
3907,32
3908,11
3909,11
3910,56
3911,47
3912,34
3913,40
3914,55
3915,61
3916,64
3917,76
3918,72
3919,53
3920,55
3921,47
3922,46
3923,17
3924,13
3925,29
3926,29
3927,4
3928,11
3929,56
3930,56
3931,57
3932,51
3933,35
3934,35
3935,7
3936,4
3937,1
3938,62
3939,63
3940,64
3941,60
3942,17
3943,54
3944,60
3945,51
3946,54
3947,23
3948,22
3949,1
3950,0
3951,27
3952,30
3953,22
3954,38
3955,56
3956,62
3957,28
3958,33
3959,6
3960,4
3961,72
3962,30
3963,8
3964,19
3965,27
3966,28
3967,7
3968,1
3969,0
3970,7
3971,36
3972,12
3973,11
3974,15
3975,37
3976,37
3977,9
3978,6
3979,3
3980,28
3981,31
3982,6
3983,2
3984,64
3985,60
3986,60
3987,35
3988,13
3989,11
3990,37
3991,17
3992,13
3993,24
3994,27
3995,3
3996,71
3997,55
3998,78
3999,33
4000,48
4001,17
4002,76
4003,75
4004,93
4005,32
4006,35
4007,13
4008,11
4009,7
4010,1
4011,41
4012,39
4013,13
4014,11
4015,5
4016,24
4017,27
4018,24
4019,21
4020,21
4021,53
4022,52
4023,23
4024,16
4025,14
4026,36
4027,34
4028,9
4029,7
4030,5
4031,5
4032,1
4033,86
4034,81
4035,76
4036,71
4037,41
4038,16
4039,14
4040,50
4041,18
4042,10
4043,56
4044,57
4045,13
4046,56
4047,65
4048,65
4049,50
4050,32
4051,32
4052,14
4053,10
4054,35
4055,33
4056,3
4057,1
4058,64
4059,62
4060,38
4061,18
4062,13
4063,21
4064,22
4065,0
4066,3
4067,93
4068,86
4069,49
4070,43
4071,0
4072,21
4073,20
4074,16
4075,41
4076,67
4077,67
4078,47
4079,49
4080,25
4081,20
4082,0
4083,26
4084,19
4085,20
4086,74
4087,87
4088,65
4089,51
4090,51
4091,48
4092,16
4093,14
4094,26
4095,70
4096,34
4097,45
4098,14
4099,19
4100,0
4101,33
4102,13
4103,82
4104,93
4105,60
4106,56
4107,62
4108,62
4109,65
4110,37
4111,61
4112,41
4113,13
4114,57
4115,58
4116,20
4117,22
4118,65
4119,58
4120,30
4121,36
4122,21
4123,59
4124,62
4125,34
4126,10
4127,45
4128,44
4129,24
4130,59
4131,37
4132,37
4133,11
4134,6
4135,84
4136,40
4137,49
4138,17
4139,2
4140,34
4141,14
4142,12
4143,8
4144,75
4145,50
4146,45
4147,24
4148,20
4149,56
4150,23
4151,71
4152,33
4153,38
4154,56
4155,21
4156,80
4157,80
4158,17
4159,15
4160,61
4161,36
4162,46
4163,60
4164,65
4165,61
4166,36
4167,34
4168,13
4169,10
4170,5
4171,42
4172,37
4173,2
4174,66
4175,34
4176,39
4177,65
4178,44
4179,42
4180,23
4181,20
4182,15
4183,85
4184,84
4185,55
4186,20
4187,51
4188,51
4189,84
4190,79
4191,79
4192,21
4193,0
4194,21
4195,28
4196,33
4197,2
4198,46
4199,51
4200,12
4201,9
4202,93
4203,65
4204,71
4205,74
4206,58
4207,63
4208,63
4209,19
4210,56
4211,84
4212,20
4213,71
4214,68
4215,77
4216,23
4217,20
4218,33
4219,1
4220,0
4221,33
4222,26
4223,3
4224,63
4225,57
4226,50
4227,93
4228,27
4229,20
4230,30
4231,54
4232,48
4233,50
4234,27
4235,6
4236,4
4237,7
4238,5
4239,4
4240,25
4241,65
4242,61
4243,49
4244,46
4245,22
4246,18
4247,17
4248,16
4249,77
4250,44
4251,42
4252,39
4253,18
4254,17
4255,17
4256,14
4257,14
4258,86
4259,58
4260,54
4261,20
4262,78
4263,37
4264,35
4265,14
4266,11
4267,5
4268,44
4269,46
4270,38
4271,16
4272,63
4273,61
4274,64
4275,64
4276,61
4277,37
4278,10
4279,8
4280,6
4281,1
4282,34
4283,76
4284,77
4285,38
4286,38
4287,14
4288,10
4289,30
4290,29
4291,9
4292,2
4293,13
4294,33
4295,9
4296,51
4297,58
4298,26
4299,53
4300,52
4301,23
4302,84
4303,50
4304,54
4305,22
4306,19
4307,65
4308,79
4309,54
4310,53
4311,59
4312,64
4313,28
4314,53
4315,61
4316,16
4317,14
4318,48
4319,55
4320,46
4321,58
4322,36
4323,27
4324,54
4325,48
4326,67
4327,54
4328,26
4329,59
4330,63
4331,50
4332,78
4333,63
4334,62
4335,68
4336,44
4337,23
4338,35
4339,48
4340,63
4341,49
4342,48
4343,19
4344,15
4345,26
4346,23
4347,2
4348,32
4349,33
4350,6
4351,5
4352,3
4353,2
4354,0
4355,68
4356,70
4357,66
4358,66
4359,60
4360,32
4361,30
4362,5
4363,1
4364,53
4365,30
4366,44
4367,42
4368,7
4369,4
4370,35
4371,32
4372,29
4373,2
4374,53
4375,52
4376,17
4377,12
4378,64
4379,63
4380,59
4381,55
4382,54
4383,13
4384,27
4385,55
4386,57
4387,68
4388,66
4389,93
4390,31
4391,33
4392,10
4393,5
4394,18
4395,82
4396,37
4397,12
4398,7
4399,4
4400,1
4401,33
4402,79
4403,85
4404,48
4405,69
4406,52
4407,19
4408,78
4409,31
4410,29
4411,1
4412,32
4413,9
4414,7
4415,30
4416,31
4417,0
4418,58
4419,57
4420,41
4421,13
4422,10
4423,55
4424,64
4425,68
4426,53
4427,68
4428,49
4429,50
4430,18
4431,71
4432,49
4433,51
4434,19
4435,67
4436,64
4437,80
4438,77
4439,45
4440,22
4441,46
4442,49
4443,63
4444,48
4445,42
4446,43
4447,23
4448,16
4449,13
4450,58
4451,59
4452,65
4453,78
4454,53
4455,54
4456,34
4457,8
4458,17
4459,43
4460,61
4461,63
4462,93
4463,50
4464,17
4465,47
4466,77
4467,62
4468,31
4469,7
4470,66
4471,93
4472,93
4473,39
4474,35
4475,19
4476,10
4477,1
4478,38
4479,42
4480,11
4481,7
4482,59
4483,39
4484,42
4485,14
4486,10
4487,69
4488,56
4489,50
4490,47
4491,47
4492,21
4493,8
4494,42
4495,17
4496,14
4497,12
4498,63
4499,61
4500,45
4501,47
4502,30
4503,30
4504,3
4505,53
4506,52
4507,72
4508,87
4509,78
4510,65
4511,62
4512,33
4513,37
4514,4
4515,27
4516,26
4517,4
4518,73
4519,67
4520,66
4521,67
4522,28
4523,37
4524,46
4525,60
4526,55
4527,63
4528,63
4529,20
4530,93
4531,50
4532,16
4533,67
4534,70
4535,33
4536,29
4537,3
4538,1
4539,51
4540,73
4541,70
4542,66
4543,75
4544,60
4545,57
4546,60
4547,58
4548,45
4549,22
4550,18
4551,33
4552,40
4553,81
4554,76
4555,77
4556,93
4557,73
4558,72
4559,50
4560,46
4561,17
4562,35
4563,16
4564,14
4565,11
4566,41
4567,57
4568,58
4569,16
4570,15
4571,12
4572,58
4573,66
4574,67
4575,47
4576,49
4577,62
4578,58
4579,58
4580,24
4581,23
4582,4
4583,0
4584,39
4585,34
4586,56
4587,56
4588,53
4589,47
4590,15
4591,84
4592,28
4593,3
4594,65
4595,67
4596,33
4597,29
4598,8
4599,6
4600,4
4601,2
4602,43
4603,37
4604,12
4605,8
4606,6
4607,61
4608,63
4609,68
4610,67
4611,29
4612,5
4613,85
4614,81
4615,83
4616,80
4617,59
4618,56
4619,63
4620,43
4621,46
4622,13
4623,9
4624,78
4625,38
4626,25
4627,67
4628,85
4629,34
4630,31
4631,2
4632,0
4633,52
4634,49
4635,30
4636,4
4637,41
4638,42
4639,27
4640,31
4641,10
4642,8
4643,72
4644,71
4645,56
4646,64
4647,63
4648,51
4649,49
4650,73
4651,69
4652,54
4653,51
4654,82
4655,80
4656,54
4657,68
4658,67
4659,51
4660,48
4661,30
4662,11
4663,9
4664,8
4665,44
4666,41
4667,14
4668,42
4669,51
4670,19
4671,18
4672,16
4673,16
4674,13
4675,11
4676,7
4677,76
4678,29
4679,63
4680,61
4681,55
4682,68
4683,31
4684,31
4685,12
4686,7
4687,3
4688,0
4689,53
4690,56
4691,67
4692,66
4693,29
4694,32
4695,5
4696,3
4697,1
4698,72
4699,50
4700,58
4701,59
4702,68
4703,65
4704,27
4705,68
4706,69
4707,45
4708,45
4709,7
4710,4
4711,2
4712,26
4713,44
4714,37
4715,6
4716,5
4717,4
4718,42
4719,41
4720,17
4721,15
4722,15
4723,11
4724,73
4725,69
4726,49
4727,52
4728,11
4729,38
4730,39
4731,60
4732,62
4733,48
4734,59
4735,47
4736,41
4737,40
4738,10
4739,6
4740,64
4741,62
4742,57
4743,61
4744,39
4745,38
4746,18
4747,17
4748,15
4749,12
4750,11
4751,9
4752,7
4753,63
4754,56
4755,34
4756,29
4757,4
4758,65
4759,50
4760,64
4761,66
4762,67
4763,38
4764,37
4765,14
4766,77
4767,75
4768,70
4769,70
4770,42
4771,38
4772,17
4773,14
4774,38
4775,35
4776,12
4777,8
4778,47
4779,56
4780,70
4781,62
4782,60
4783,63
4784,37
4785,41
4786,11
4787,9
4788,85
4789,81
4790,44
4791,54
4792,93
4793,93
4794,66
4795,32
4796,31
4797,10
4798,28
4799,41
4800,10
4801,9
4802,7
4803,5
4804,44
4805,12
4806,10
4807,56
4808,59
4809,73
4810,72
4811,50
4812,56
4813,89
4814,41
4815,40
4816,14
4817,12
4818,7
4819,4
4820,73
4821,77
4822,33
4823,37
4824,9
4825,65
4826,64
4827,46
4828,49
4829,25
4830,19
4831,65
4832,66
4833,70
4834,63
4835,22
4836,67
4837,62
4838,55
4839,59
4840,43
4841,45
4842,23
4843,59
4844,54
4845,25
4846,80
4847,87
4848,3
4849,26
4850,26
4851,17
4852,35
4853,43
4854,10
4855,8
4856,36
4857,71
4858,40
4859,22
4860,69
4861,70
4862,69
4863,36
4864,33
4865,8
4866,4
4867,22
4868,23
4869,85
4870,83
4871,55
4872,52
4873,27
4874,31
4875,2
4876,54
4877,50
4878,72
4879,63
4880,67
4881,54
4882,26
4883,61
4884,60
4885,16
4886,40
4887,19
4888,43
4889,20
4890,1
4891,23
4892,30
4893,3
4894,26
4895,83
4896,20
4897,64
4898,65
4899,49
4900,53
4901,57
4902,68
4903,65
4904,55
4905,54
4906,30
4907,30
4908,6
4909,3
4910,80
4911,76
4912,35
4913,35
4914,9
4915,8
4916,0
4917,43
4918,41
4919,8
4920,6
4921,26
4922,66
4923,61
4924,41
4925,41
4926,18
4927,13
4928,11
4929,68
4930,20
4931,31
4932,30
4933,6
4934,6
4935,3
4936,0
4937,0
4938,36
4939,31
4940,12
4941,6
4942,4
4943,40
4944,29
4945,9
4946,3
4947,21
4948,23
4949,38
4950,32
4951,12
4952,10
4953,8
4954,4
4955,64
4956,69
4957,66
4958,59
4959,86
4960,83
4961,57
4962,54
4963,15
4964,38
4965,35
4966,0
4967,35
4968,11
4969,10
4970,8
4971,33
4972,12
4973,19
4974,0
4975,21
4976,24
4977,29
4978,33
4979,64
4980,19
4981,52
4982,33
4983,9
4984,9
4985,7
4986,28
4987,33
4988,70
4989,52
4990,16
4991,24
4992,35
4993,74
4994,69
4995,54
4996,53
4997,30
4998,35
4999,32
5000,56
5001,66
5002,52
5003,16
5004,80
5005,46
5006,20
5007,21
5008,20
5009,34
5010,35
5011,12
5012,8
5013,4
5014,69
5015,67
5016,35
5017,32
5018,28
5019,51
5020,71
5021,93
5022,61
5023,57
5024,61
5025,53
5026,41
5027,46
5028,19
5029,19
5030,58
5031,25
5032,67
5033,18
5034,50
5035,54
5036,24
5037,29
5038,0
5039,62
5040,61
5041,31
5042,32
5043,22
5044,89
5045,34
5046,49
5047,12
5048,86
5049,52
5050,47
5051,29
5052,14
5053,8
5054,4
5055,33
5056,46
5057,43
5058,38
5059,16
5060,15
5061,14
5062,11
5063,38
5064,49
5065,58
5066,41
5067,43
5068,12
5069,9
5070,65
5071,60
5072,15
5073,44
5074,44
5075,54
5076,52
5077,38
5078,34
5079,9
5080,8
5081,5
5082,2
5083,22
5084,2
5085,0
5086,22
5087,31
5088,14
5089,26
5090,37
5091,23
5092,0
5093,50
5094,50
5095,17
5096,17
5097,13
5098,11
5099,73
5100,67
5101,37
5102,62
5103,31
5104,63
5105,63
5106,55
5107,48
5108,46
5109,48
5110,60
5111,36
5112,14
5113,12
5114,60
5115,58
5116,34
5117,41
5118,4
5119,79
5120,53
5121,24
5122,21
5123,35
5124,13
5125,11
5126,9
5127,9
5128,39
5129,58
5130,53
5131,37
5132,36
5133,9
5134,7
5135,5
5136,47
5137,20
5138,0
5139,18
5140,15
5141,39
5142,73
5143,73
5144,75
5145,72
5146,49
5147,45
5148,17
5149,12
5150,11
5151,50
5152,49
5153,50
5154,43
5155,34
5156,17
5157,11
5158,8
5159,0
5160,36
5161,81
5162,78
5163,28
5164,74
5165,37
5166,74
5167,73
5168,40
5169,68
5170,25
5171,55
5172,54
5173,63
5174,37
5175,5
5176,3
5177,67
5178,63
5179,66
5180,84
5181,54
5182,52
5183,23
5184,69
5185,25
5186,32
5187,64
5188,63
5189,24
5190,38
5191,35
5192,9
5193,6
5194,62
5195,68
5196,69
5197,44
5198,42
5199,12
5200,68
5201,29
5202,27
5203,2
5204,0
5205,19
5206,20
5207,19
5208,19
5209,24
5210,24
5211,50
5212,42
5213,42
5214,21
5215,20
5216,17
5217,16
5218,13
5219,78
5220,55
5221,55
5222,18
5223,63
5224,65
5225,50
5226,50
5227,62
5228,63
5229,27
5230,55
5231,55
5232,57
5233,65
5234,60
5235,49
5236,50
5237,64
5238,15
5239,58
5240,53
5241,61
5242,60
5243,43
5244,38
5245,15
5246,71
5247,55
5248,50
5249,29
5250,67
5251,71
5252,67
5253,66
5254,62
5255,43
5256,3
5257,63
5258,56
5259,58
5260,58
5261,12
5262,71
5263,48
5264,73
5265,41
5266,4
5267,27
5268,39
5269,7
5270,33
5271,35
5272,6
5273,3
5274,33
5275,32
5276,7
5277,0
5278,93
5279,84
5280,51
5281,39
5282,18
5283,14
5284,8
5285,54
5286,51
5287,15
5288,25
5289,23
5290,70
5291,47
5292,43
5293,15
5294,12
5295,5
5296,42
5297,18
5298,18
5299,65
5300,29
5301,38
5302,31
5303,72
5304,69
5305,37
5306,35
5307,14
5308,12
5309,8
5310,4
5311,73
5312,17
5313,72
5314,48
5315,48
5316,40
5317,18
5318,16
5319,14
5320,12
5321,75
5322,75
5323,61
5324,56
5325,32
5326,8
5327,29
5328,26
5329,28
5330,7
5331,5
5332,50
5333,63
5334,16
5335,50
5336,51
5337,22
5338,59
5339,63
5340,76
5341,49
5342,58
5343,16
5344,14
5345,48
5346,46
5347,23
5348,16
5349,14
5350,13
5351,7
5352,24
5353,30
5354,3
5355,2
5356,10
5357,53
5358,52
5359,53
5360,93
5361,58
5362,54
5363,42
5364,57
5365,93
5366,56
5367,55
5368,47
5369,49
5370,19
5371,16
5372,9
5373,19
5374,62
5375,56
5376,36
5377,34
5378,14
5379,8
5380,56
5381,51
5382,32
5383,29
5384,4
5385,1
5386,93
5387,59
5388,45
5389,41
5390,16
5391,13
5392,12
5393,6
5394,4
5395,51
5396,49
5397,15
5398,77
5399,75
5400,72
5401,87
5402,40
5403,31
5404,42
5405,7
5406,34
5407,11
5408,8
5409,6
5410,6
5411,31
5412,49
5413,49
5414,19
5415,56
5416,48
5417,69
5418,64
5419,31
5420,7
5421,5
5422,52
5423,52
5424,18
5425,62
5426,60
5427,56
5428,30
5429,50
5430,55
5431,12
5432,9
5433,17
5434,42
5435,13
5436,12
5437,8
5438,7
5439,55
5440,59
5441,64
5442,67
5443,74
5444,69
5445,50
5446,52
5447,32
5448,30
5449,1
5450,40
5451,21
5452,38
5453,54
5454,57
5455,54
5456,53
5457,23
5458,16
5459,54
5460,51
5461,21
5462,40
5463,42
5464,21
5465,17
5466,17
5467,15
5468,57
5469,71
5470,35
5471,35
5472,5
5473,64
5474,60
5475,60
5476,56
5477,23
5478,24
5479,77
5480,69
5481,59
5482,59
5483,34
5484,17
5485,15
5486,40
5487,37
5488,39
5489,17
5490,13
5491,7
5492,70
5493,64
5494,19
5495,23
5496,22
5497,51
5498,55
5499,55
5500,58
5501,63
5502,33
5503,60
5504,47
5505,18
5506,15
5507,42
5508,14
5509,46
5510,42
5511,42
5512,15
5513,11
5514,8
5515,49
5516,44
5517,24
5518,21
5519,57
5520,57
5521,25
5522,3
5523,84
5524,82
5525,46
5526,54
5527,16
5528,30
5529,14
5530,62
5531,64
5532,67
5533,65
5534,76
5535,55
5536,30
5537,30
5538,58
5539,61
5540,59
5541,64
5542,89
5543,89
5544,51
5545,32
5546,25
5547,1
5548,46
5549,47
5550,70
5551,46
5552,18
5553,0
5554,19
5555,66
5556,67
5557,63
5558,56
5559,56
5560,24
5561,60
5562,64
5563,59
5564,60
5565,73
5566,68
5567,61
5568,60
5569,21
5570,88
5571,43
5572,45
5573,5
5574,83
5575,81
5576,38
5577,48
5578,14
5579,6
5580,1
5581,50
5582,57
5583,53
5584,17
5585,33
5586,33
5587,8
5588,4
5589,4
5590,23
5591,35
5592,11
5593,3
5594,78
5595,55
5596,40
5597,22
5598,1
5599,44
5600,41
5601,48
5602,33
5603,7
5604,29
5605,31
5606,11
5607,9
5608,7
5609,55
5610,56
5611,31
5612,10
5613,8
5614,26
5615,71
5616,50
5617,47
5618,45
5619,16
5620,69
5621,63
5622,55
5623,55
5624,74
5625,70
5626,45
5627,42
5628,16
5629,12
5630,9
5631,5
5632,36
5633,36
5634,7
5635,1
5636,11
5637,28
5638,28
5639,3
5640,1
5641,32
5642,14
5643,8
5644,5
5645,30
5646,32
5647,63
5648,28
5649,58
5650,54
5651,27
5652,32
5653,49
5654,36
5655,15
5656,43
5657,39
5658,19
5659,16
5660,13
5661,55
5662,65
5663,62
5664,33
5665,85
5666,51
5667,52
5668,38
5669,52
5670,15
5671,11
5672,6
5673,23
5674,33
5675,26
5676,15
5677,13
5678,4
5679,1
5680,42
5681,20
5682,13
5683,68
5684,67
5685,23
5686,23
5687,1
5688,0
5689,28
5690,76
5691,34
5692,30
5693,10
5694,6
5695,3
5696,61
5697,49
5698,22
5699,55
5700,66
5701,66
5702,85
5703,85
5704,55
5705,57
5706,38
5707,35
5708,12
5709,8
5710,5
5711,3
5712,51
5713,35
5714,69
5715,73
5716,48
5717,50
5718,11
5719,43
5720,66
5721,63
5722,61
5723,19
5724,48
5725,60
5726,65
5727,25
5728,6
5729,4
5730,0
5731,31
5732,19
5733,22
5734,23
5735,85
5736,72
5737,71
5738,74
5739,82
5740,60
5741,59
5742,25
5743,24
5744,0
5745,41
5746,38
5747,18
5748,35
5749,35
5750,10
5751,7
5752,4
5753,64
5754,37
5755,34
5756,12
5757,10
5758,74
5759,74
5760,79
5761,58
5762,51
5763,56
5764,22
5765,70
5766,51
5767,48
5768,48
5769,10
5770,53
5771,54
5772,54
5773,51
5774,18
5775,78
5776,37
5777,37
5778,9
5779,1
5780,16
5781,21
5782,21
5783,1
5784,43
5785,41
5786,14
5787,11
5788,25
5789,53
